Title,Title_link,Thumbnail,brand-title,price-sup,Price,comment-star__count,Headline,Field1,Field2,Field3
Choco In Wafer Green Tea 151.2g,https://www.yamibuy.com/en/p/bourbon-choco-in-wafer-green-tea-151-2g/1016008571,https://cdn.yamibuy.net/item/63f545b23fb15cd2e8e60fa53797f429_684x684.webp,BOURBON,Buy $150 get 1 free gift,$5.29,3,Choco In Wafer Green Tea 151.2g,3,Japan,4.7
Japanese Kit Kat Chocolate Wafer Strawberry Cheesecake 10pcs,https://www.yamibuy.com/en/p/kit-kat-chocolate-wafer-strawberry-cheesecake-10pcs/1018037101,https://cdn.yamibuy.net/item/113199fa1d25bb06aebd306ae23bbf78_684x684.webp,NESTLE,Buy $150 get 1 free gift,$5.99,,Japanese Kit Kat Chocolate Wafer Strawberry Cheesecake 10pcs,35,Japan,4.8
SHJ Creamy Wafer Salty Egg Flavor 135g,https://www.yamibuy.com/en/p/shj-creamy-wafer-salty-egg-flavor-135g/1016062581,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TRIKOFOODS,Buy $150 get 1 free gift,$2.49,,SHJ Creamy Wafer Salty Egg Flavor 135g,11,Taiwan,3.8
KitKat Ruby Chocolate Wafer Cookie 135g,https://www.yamibuy.com/en/p/nestle-kitkat-ruby-chocolate-wafer-cookie/1018028021,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NESTLE,Buy $150 get 1 free gift,$7.99,,KitKat Ruby Chocolate Wafer Cookie 135g,2,Japan,4.5
HAOCHIDIAN Sandwich Egg Rolls Yogurt Chocolate Flavored 120g,https://www.yamibuy.com/en/p/dali-haochidian-sandwich-egg-rolls-yogurt-chocolate-flavored-120g/1017025171,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DALI,Buy $150 get 1 free gift,$2.29,,HAOCHIDIAN Sandwich Egg Rolls Yogurt Chocolate Flavored 120g,4,China,4.5
HAOCHIDIAN Sandwich Egg Rolls Strawberry Flavor 120g,https://www.yamibuy.com/en/p/dali-haochidian-sandwich-egg-rolls-strawberry-flavor-120g/1017025161,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DALI,Buy $150 get 1 free gift,$2.29,,HAOCHIDIAN Sandwich Egg Rolls Strawberry Flavor 120g,5,China,4.6
HAOCHIDIAN Sandwich Egg Rolls Hazelnut Chocolate Flavored 108g,https://www.yamibuy.com/en/p/dali-haochidian-sandwich-egg-rolls-hazelnut-chocolate-flavored-108g/1017025151,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DALI,Buy $150 get 1 free gift,$2.29,,HAOCHIDIAN Sandwich Egg Rolls Hazelnut Chocolate Flavored 108g,10,China,4.4
KIT KAT Pistachio Chocolate wafer 11pc,https://www.yamibuy.com/en/p/kit-kat-pistachio-chocolate-wafer-11pc/3018045911,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NESTLE,,,1,KIT KAT Pistachio Chocolate wafer 11pc,1,Japan,5
2022 New Year Egg Roll Gift Box 32pc,https://www.yamibuy.com/en/p/2022-new-year-egg-roll-gift-box-32pc/1017044161,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Yoku Moku,Buy $150 get 1 free gift,,,2022 New Year Egg Roll Gift Box 32pc,Be the first!,Japan,
2022 New Year Japanese Egg Roll Gift Box 20pc,https://www.yamibuy.com/en/p/2022-new-year-japanese-egg-roll-gift-box-20pc/1017044151,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Yoku Moku,Buy $150 get 1 free gift,$28.99,3,2022 New Year Japanese Egg Roll Gift Box 20pc,3,Japan,5
Lubera Egg Roll Cookie 50g,https://www.yamibuy.com/en/p/bourbon-lubera-egg-cookie-50g/1017006191,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,Buy $150 get 1 free gift,,338,Lubera Egg Roll Cookie 50g,340,Japan,4.7
Fried Dough Twist with Paste Fillings Assorted Flavor,https://www.yamibuy.com/en/p/gfx-fried-dough-twist-with-fillings-assorted-flavor/1017044171,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,guifaxiang,Buy $150 get 1 free gift,,3,Fried Dough Twist with Paste Fillings Assorted Flavor,3,China,4.7
Waffle Knot Chocolate 32pc 256g,https://www.yamibuy.com/en/p/waffle-knot-chocolate-32-pk/1017043401,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,June 1st,Buy $150 get 1 free gift,$19.99,2,Waffle Knot Chocolate 32pc 256g,2,Taiwan,5
Japanese KIT KAT: Variety Party Box (63 Pieces 21 Flavors),https://www.yamibuy.com/en/p/japanese-kit-kat-variety-party-box-63-pieces-21-flavors/1017043571,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NESTLE,Buy $150 get 1 free gift,,1,Japanese KIT KAT: Variety Party Box (63 Pieces 21 Flavors),1,Japan,5
Peanut Love Egg Rolls 8 packs 400g,https://www.yamibuy.com/en/p/peanut-love-egg-rolls-8-packs-400g/1017043791,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Hi Walk,Buy $150 get 1 free gift,$38.99,8,Peanut Love Egg Rolls 8 packs 400g,8,Taiwan,5
Starbucks Coffee Egg Rolls,https://www.yamibuy.com/en/p/starbucks-coffee-egg-rolls/1017043601,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,STARBUCKS,Buy $150 get 1 free gift,$39.99,,Starbucks Coffee Egg Rolls,Be the first!,United States,
Jasmine Tea 170g+Egg Roll 448g,https://www.yamibuy.com/en/p/jasmine-tea-170g-egg-roll-448g/1017044131,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MEI XIN,Buy $150 get 1 free gift,,,Jasmine Tea 170g+Egg Roll 448g,Be the first!,Hong Kong,
JOONGMA-GO Black Sesame Roll Cookie Cracker 365g,https://www.yamibuy.com/en/p/surasang-joongma-go-black-sesame-roll-cookie-cracker-365g/1017005261,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SURASANG,Buy $150 get 1 free gift,$6.29,60,JOONGMA-GO Black Sesame Roll Cookie Cracker 365g,60,Korea,4.2
【Editor's Pick】Oolong Tea+Egg Roll,https://www.yamibuy.com/en/p/editor-s-pick-oolong-tea-egg-roll/1017044121,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MEI XIN,Buy $150 get 1 free gift,,,【Editor's Pick】Oolong Tea+Egg Roll,Be the first!,Hong Kong,
·YANG Crispy Rice 70g,https://www.yamibuy.com/en/p/yang-crispy-rice-70g/1017005931,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHUANYANG,Buy $150 get 1 free gift,$1.49,172,·YANG Crispy Rice 70g,172,China,4.5
Variety Wheat Crips 6 Packs 378g,https://www.yamibuy.com/en/p/xinjiayuan-variety-wheat-crips-6-packs-378g/1017006271,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,XINJIAYUAN,Buy $150 get 1 free gift,$4.59,138,Variety Wheat Crips 6 Packs 378g,138,China,4.7
LIOUCIOU FU WEI Handmade Twisted Roll Original 200g,https://www.yamibuy.com/en/p/liouciou-fu-wei-handmade-twisted-roll-original-200g/1017007371,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LIOUCIOUFUWEI,Buy $150 get 1 free gift,$3.89,100,LIOUCIOU FU WEI Handmade Twisted Roll Original 200g,100,Taiwan,4.8
Waffle Knot Original 32 pc 256g,https://www.yamibuy.com/en/p/waffle-knot-original-32-pc/1017043361,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,June 1st,Buy $150 get 1 free gift,$19.99,,Waffle Knot Original 32 pc 256g,Be the first!,Taiwan,
Salty Seaweed Flavor Mini-Fried Dough Twist 130g,https://www.yamibuy.com/en/p/zhongwang-salty-seaweed-flavor-mini-fried-dough-twist-130g/1017005701,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ZHONGWANG,Buy $150 get 1 free gift,$1.69,70,Salty Seaweed Flavor Mini-Fried Dough Twist 130g,70,China,4.6
Baked Wheat Wafers Lemon Vanilla Flavor 6pc,https://www.yamibuy.com/en/p/protein-15-wafer-lemon-vanilla-flavor-6-pcs/1017039201,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HEALTHY CLUB,Buy $150 get 1 free gift,$2.39,3,Baked Wheat Wafers Lemon Vanilla Flavor 6pc,3,Japan,3.7
Matcha Cream Filling Roll 80g,https://www.yamibuy.com/en/p/nanao-matcha-cream-filling-roll-80g/1017004761,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NANAO,Buy $150 get 1 free gift,$2.99,56,Matcha Cream Filling Roll 80g,56,Japan,3.9
Fish Floss Egg Roll 66g,https://www.yamibuy.com/en/p/imei-fish-floss-egg-roll-66g/1017005061,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,IMEI,Buy $150 get 1 free gift,$2.29,30,Fish Floss Egg Roll 66g,30,Taiwan,4.9
Spicy and Salty Fried Twist 120g,https://www.yamibuy.com/en/p/spicy-and-salty-fried-dough-120g/1017040021,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,mage's,Buy $150 get 1 free gift,,12,Spicy and Salty Fried Twist 120g,12,China,4.7
Rice Crust Hot Spicy 400g,https://www.yamibuy.com/en/p/wolong-rice-crust-hot-spicy-400g/1017006331,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WOLONG,Buy $150 get 1 free gift,$5.69,83,Rice Crust Hot Spicy 400g,83,China,4.4
DACHIXIONG Glutinous Millet Rice Cracker Original 260g,https://www.yamibuy.com/en/p/liray-dachixiong-glutinous-millet-rice-cracker-original-260g/1017011401,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LIRAY,Buy $150 get 1 free gift,$3.39,13,DACHIXIONG Glutinous Millet Rice Cracker Original 260g,13,China,4.6
Egg Roll Sesame 144g,https://www.yamibuy.com/en/p/lam-sheng-kee-egg-roll-sesame-144g/1017005881,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LAM SHENG KEE,Buy $150 get 1 free gift,$3.39,17,Egg Roll Sesame 144g,17,Taiwan,4.5
Crispy Spicy Rice Cracker200g,https://www.yamibuy.com/en/p/crispy-spicy-guoba-200g/1017043541,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,RIMO,Buy $150 get 1 free gift,$5.99,1,Crispy Spicy Rice Cracker200g,1,Japan,5
Little Jian Crispy Rice Cracker 60g,https://www.yamibuy.com/en/p/three-squirrels-little-jian-crispy-rice-cracker-60g/1017012751,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,THREE SQUIRRELS,Buy $150 get 1 free gift,,10,Little Jian Crispy Rice Cracker 60g,10,China,4.5
Picola Uji Matcha Latte Egg Roll 12 pc,https://www.yamibuy.com/en/p/picola-uji-matcha-latte-cookies-12-pc/1017038291,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YBC,Buy $150 get 1 free gift,$2.49,3,Picola Uji Matcha Latte Egg Roll 12 pc,3,Japan,5
Fried Dough Twist Salt & Peeper Flavor 140g,https://www.yamibuy.com/en/p/guifaxiang-fried-dough-twist-salt-peeper-flavor-140g/1017007211,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,guifaxiang,Buy $150 get 1 free gift,$6.49,75,Fried Dough Twist Salt & Peeper Flavor 140g,75,China,4.6
Crispy Wafers Filled with Vanilla Cream 175g,https://www.yamibuy.com/en/p/loacker-crispy-wafers-filled-with-vanilla-cream-175g/1017005491,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOACKER,Buy $150 get 1 free gift,$3.09,3,Crispy Wafers Filled with Vanilla Cream 175g,3,Itlay,4.7
Mint Flavored Chocolate Wafers 12 Pieces,https://www.yamibuy.com/en/p/mint-flavored-chocolate-wafers-12-pieces/1017039651,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NESTLE,Buy $150 get 1 free gift,$5.99,2,Mint Flavored Chocolate Wafers 12 Pieces,2,Japan,4
Small Twisted Bread BBQ Favor,https://www.yamibuy.com/en/p/small-twisted-bread-bbq-favor/1017040431,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WOLONG,Buy $150 get 1 free gift,$2.89,3,Small Twisted Bread BBQ Favor,3,China,5
Mini Cream Wafers Peanuts+Strawberry+Chocolate Flavor  8bags,https://www.yamibuy.com/en/p/garden-mini-cream-wafers-peanuts-strawberry-chocolate-flavor-8bags/1017005011,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GARDEN,Buy $150 get 1 free gift,$4.39,26,Mini Cream Wafers Peanuts+Strawberry+Chocolate Flavor  8bags,26,Hong Kong,4.7
Rice Cracker Scallion Flavor 108g,https://www.yamibuy.com/en/p/suwei-rice-crust-108g/1017008851,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SUWEI,Buy $150 get 1 free gift,$1.59,3,Rice Cracker Scallion Flavor 108g,3,China,4.3
Choco Roll Taro Flavor 137g,https://www.yamibuy.com/en/p/imei-choco-roll-taro-flavor-137g/1017004701,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,IMEI,Buy $150 get 1 free gift,$2.59,68,Choco Roll Taro Flavor 137g,68,Taiwan,4.4
Milk Egg Rolls 260g,https://www.yamibuy.com/en/p/milk-egg-rolls-260g/1016094971,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,RIMO,Buy $150 get 1 free gift,$9.89,1,Milk Egg Rolls 260g,1,Japan,5
Fruit Bar Chocolate 6pc,https://www.yamibuy.com/en/p/strawberry-chocolate-wafer-stick-6pcs/1017038911,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ROYCE,Buy $150 get 1 free gift,$11.99,,Fruit Bar Chocolate 6pc,Be the first!,Japan,
Dark Chocolate Egg Roll 8pc Gift Set,https://www.yamibuy.com/en/p/dark-chocolate-egg-roll-cookie-8pcs/1017037091,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Bluebird Travel,Buy $150 get 1 free gift,$26.99,2,Dark Chocolate Egg Roll 8pc Gift Set,2,Taiwan,5
Cigar Roll Cookie 20pcs Uji Matcha Flavor 20pc 200g,https://www.yamibuy.com/en/p/cigar-roll-tin-box-20pcs-uji-matcha-10g-20/1017038481,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LIFANG,Buy $150 get 1 free gift,$39.99,1,Cigar Roll Cookie 20pcs Uji Matcha Flavor 20pc 200g,1,Taiwan,5
Gourmet Butter Rolls Gift Set 252g,https://www.yamibuy.com/en/p/imei-gourmet-butter-rolls-gift-set-252g/1017036231,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,IMEI,Buy $150 get 1 free gift,$24.99,,Gourmet Butter Rolls Gift Set 252g,2,Taiwan,3.5
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Gourmet Butter Rolls Gift Set 252g,https://www.yamibuy.com/en/p/imei-gourmet-butter-rolls-gift-set-252g/1017036231,https://cdn.yamibuy.net/item/3bda245aac8d321b5d46c04eced0554b_684x684.webp,IMEI,Buy $150 get 1 free gift,$24.99,,Gourmet Butter Rolls Gift Set 252g,2,Taiwan,3.5
Egg Roll(Cream Flavor+Sesame Flavor),https://www.yamibuy.com/en/p/master-kong-egg-roll-cream-flavor-sesame-flavor/1017035221,https://cdn.yamibuy.net/item/47f81737064b49ce0869e14047106a8a_684x684.webp,MASTER KONG,Buy $150 get 1 free gift,,,Egg Roll(Cream Flavor+Sesame Flavor),3,China,4.3
Coconut Crispy Rolls Original Flavour 80g,https://www.yamibuy.com/en/p/aroi-coconut-crispy-rolls-original-flavour-80g/1017034321,https://cdn.yamibuy.net/item/2eec763af050df7e584774c88c009666_684x684.webp,AROI,Buy $150 get 1 free gift,$2.59,,Coconut Crispy Rolls Original Flavour 80g,11,China,4.7
Spicy Rice Crust 210g,https://www.yamibuy.com/en/p/shudaoxiang-spicy-rice-crust-210g/1017033331,https://cdn.yamibuy.net/item/6979726cd82d4e76e231363b1e8e0415_684x684.webp,SHUDAOXIANG,Buy $150 get 1 free gift,$3.49,,Spicy Rice Crust 210g,12,China,4.4
Pingdi Crisp Crust (Spicy Flavor) 120g,https://www.yamibuy.com/en/p/songshan-pingdi-crisp-crust-spicy-flavor-120g/1017033011,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SONGSHAN,Buy $150 get 1 free gift,$2.19,,Pingdi Crisp Crust (Spicy Flavor) 120g,5,China,5
ENLIEN Small Twist Seaweed Flavor 135g,https://www.yamibuy.com/en/p/enlien-small-twist-seaweed-135g/1017032971,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,EASE TASTE,Buy $150 get 1 free gift,$2.29,,ENLIEN Small Twist Seaweed Flavor 135g,18,Taiwan,4.5
Wheat Crispy Crispy BBQ Flavor 170g,https://www.yamibuy.com/en/p/huanglaowu-wheat-crispy-crispy-bbq-flavor-170g/1017032771,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HUANGLAOWU,Buy $150 get 1 free gift,$1.99,,Wheat Crispy Crispy BBQ Flavor 170g,8,China,4.9
Wheat Crispy Crispy Spicy 170g,https://www.yamibuy.com/en/p/huanglaowu-wheat-crispy-crispy-spicy-170g/1017032761,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HUANGLAOWU,Buy $150 get 1 free gift,$1.99,,Wheat Crispy Crispy Spicy 170g,12,China,5
TOCHITOME Crepe Chocolate Roll Strawberry Flavor 56.2g【Use by 2021-03-16】,https://www.yamibuy.com/en/p/item/1017032481,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Japanese,Buy $150 get 1 free gift,,,TOCHITOME Crepe Chocolate Roll Strawberry Flavor 56.2g【Use by 2021-03-16】,7,Japan,4.6
Party Hazelnut Sugar Free 213g,https://www.yamibuy.com/en/p/gastone-lago-party-hazelnut-sugar-free-213g/1016066391,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GASTONE LAGO,Buy $150 get 1 free gift,$4.29,,Party Hazelnut Sugar Free 213g,1,New Zealand,5
Sticky Rice Cracker Crab Flavor 98g,https://www.yamibuy.com/en/p/yifen-sticky-rice-stick-crab-flavor-98g/1017031791,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,yifen,Buy $150 get 1 free gift,$3.49,,Sticky Rice Cracker Crab Flavor 98g,5,China,4.4
Rice Crisp Egg Yolk Flavor 96g,https://www.yamibuy.com/en/p/lejinji-rice-crisp-yolk-flavor-96g/1017031051,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LEJINJI,Buy $150 get 1 free gift,,,Rice Crisp Egg Yolk Flavor 96g,48,China,4.3
Crisp Twist (Sesame Flavor) 120g,https://www.yamibuy.com/en/p/daoxiangcun-mini-crisp-twist-sesame-flavor-120g/1017030571,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Dao Xiang Cun,Buy $150 get 1 free gift,$2.69,,Crisp Twist (Sesame Flavor) 120g,27,China,4.7
Crisp Twist (Creamy Flavor) 120g,https://www.yamibuy.com/en/p/daoxiangcun-mini-crisp-twist-creamy-flavor-120g/1017029671,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Dao Xiang Cun,Buy $150 get 1 free gift,$2.69,,Crisp Twist (Creamy Flavor) 120g,58,China,4.7
Scorched Rice Cracker 1000g,https://www.yamibuy.com/en/p/scorched-rice-cracker-1000g/1017029651,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JAYONE,Buy $150 get 1 free gift,$10.99,,Scorched Rice Cracker 1000g,1,Korea,5
Chinese Dough Twist Sweet&Spicy Flavor 280g,https://www.yamibuy.com/en/p/wolong-chinese-dough-twist-sweet-spicy-flavor-280g/1017028651,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WOLONG,Buy $150 get 1 free gift,$3.29,,Chinese Dough Twist Sweet&Spicy Flavor 280g,15,China,4.4
Rice Cracker Saweet 99g,https://www.yamibuy.com/en/p/sanko-rice-cracker-saweet-99g/1017028451,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SANKO,Buy $150 get 1 free gift,$2.29,,Rice Cracker Saweet 99g,2,Japan,5
Rice Cracker Mix 102g,https://www.yamibuy.com/en/p/wakabato-rice-cracker-mix-102g/1017028431,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WAKABATO,Buy $150 get 1 free gift,$2.59,,Rice Cracker Mix 102g,7,Japan,3
Star Popaye 72g,https://www.yamibuy.com/en/p/samyang-star-popaye-72g/1017028181,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SAMYANG,Buy $150 get 1 free gift,,,Star Popaye 72g,4,Korea,3
EZ Choice Assortment 700g,https://www.yamibuy.com/en/p/khong-guan-ez-choice-assortment-700g/1017028101,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KHONG GUAN,Buy $150 get 1 free gift,$8.69,,EZ Choice Assortment 700g,2,Singapore,5
FUYISHAN Handmade Egg Rolls Gift Box Original Flavor 475g,https://www.yamibuy.com/en/p/fuyishan-handmade-egg-rolls-gift-box-original-flavor/1017026271,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Fu Yishan,Buy $150 get 1 free gift,$22.99,,FUYISHAN Handmade Egg Rolls Gift Box Original Flavor 475g,4,Taiwan,5
Super Crispy Rice Crust Steak Flavor  210g,https://www.yamibuy.com/en/p/wu-ming-xiao-zu-super-crispy-rice-crust-steak-flavor-240g/1017025831,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Wu Ming Xiao Zu,Buy $150 get 1 free gift,$3.49,,Super Crispy Rice Crust Steak Flavor  210g,85,China,4.6
MengAi Handmade Egg Rolls Sesame Flavor 108g,https://www.yamibuy.com/en/p/yanghang-mengai-handmade-egg-rolls-sesame-flavor-108g/1017021431,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YANGHANG,Buy $150 get 1 free gift,$2.93,,MengAi Handmade Egg Rolls Sesame Flavor 108g,2,China,4
Egg Roll Sesame Flavor 454g,https://www.yamibuy.com/en/p/eulong-egg-roll-sesame-flavor-454g/1017020171,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,EULONG,Buy $150 get 1 free gift,$8.99,,Egg Roll Sesame Flavor 454g,6,Hong Kong,4.3
Chocolate Roll Green Tea Flavor 273g,https://www.yamibuy.com/en/p/imei-chocolate-roll-green-tea-flavor-273g/1017020011,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,IMEI,Buy $150 get 1 free gift,$4.59,,Chocolate Roll Green Tea Flavor 273g,3,Taiwan,5
Chocolate Roll Strawberry Flavor 273g,https://www.yamibuy.com/en/p/imei-chocolate-roll-strawberry-flavor-273g/1017020001,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,IMEI,Buy $150 get 1 free gift,$4.59,,Chocolate Roll Strawberry Flavor 273g,1,Taiwan,5
DACHIXIONG Rice Cracker Diyu Spicy Flavor 90g,https://www.yamibuy.com/en/p/liray-dachixiong-rice-cracker-diyu-spicy-flavor-90g/1017019121,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LIRAY,Buy $150 get 1 free gift,$3.99,,DACHIXIONG Rice Cracker Diyu Spicy Flavor 90g,7,China,4.9
ZHONHGWANG Original Flavor a Crisp Dough Twist 512g,https://www.yamibuy.com/en/p/zhonhgwang-original-flavor-a-crisp-dough-twist-512g/1017018401,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ZHONGWANG,Buy $150 get 1 free gift,$6.79,,ZHONHGWANG Original Flavor a Crisp Dough Twist 512g,34,China,4.5
Rice Crust Five Spices 200g,https://www.yamibuy.com/en/p/wolong-rice-crust-five-spices-200g/1017017301,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WOLONG,Buy $150 get 1 free gift,$2.89,,Rice Crust Five Spices 200g,21,China,4.4
Xiao Ma Hua Rose Flavor 450g【Use by 2021-03-04】,https://www.yamibuy.com/en/p/panxiangji-xiao-ma-hua-rose-flavor-450g/1017015481,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,panxiangji,Buy $150 get 1 free gift,$6.99,,Xiao Ma Hua Rose Flavor 450g【Use by 2021-03-04】,47,China,4.7
Black Rice Crisps Sichuan Spicy 200g,https://www.yamibuy.com/en/p/wolong-black-rice-crisps-sichuan-spicy-200g/1017008151,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WOLONG,Buy $150 get 1 free gift,$4.99,51,Black Rice Crisps Sichuan Spicy 200g,51,China,4.6
Ahh Cheese Snack 160g,https://www.yamibuy.com/en/p/richeese-ahh-cheese-snack-160g/1017006411,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,RICHEESE,Buy $150 get 1 free gift,$4.29,42,Ahh Cheese Snack 160g,42,Indonesia,4.9
Choco Roll Pudding Flavor 137g,https://www.yamibuy.com/en/p/imei-choco-roll-pudding-flavor-137g/1017004691,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,IMEI,Buy $150 get 1 free gift,$2.59,42,Choco Roll Pudding Flavor 137g,42,Taiwan,4.3
Handmade  Tofu Snack 110g,https://www.yamibuy.com/en/p/handmade-tofu-snack-110g/1017014951,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JAYONE,Buy $150 get 1 free gift,$3.63,39,Handmade  Tofu Snack 110g,39,Korea,4.3
Millet Crust Sichuan Spicy 208g,https://www.yamibuy.com/en/p/wolong-millet-crust-sichuan-spicy-208g/1017008321,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WOLONG,Buy $150 get 1 free gift,$4.29,27,Millet Crust Sichuan Spicy 208g,27,China,4.2
Roll Cookie Milk Cream Flavor 105g,https://www.yamibuy.com/en/p/hsufuchi-roll-cookie-milk-cream-flavor-105g/1017006311,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HSUFUCHI,Buy $150 get 1 free gift,,13,Roll Cookie Milk Cream Flavor 105g,13,Taiwan,4.8
Salty Chicken Flavor Mini-fried Dough Twist 130g,https://www.yamibuy.com/en/p/zhongwang-salty-chicken-flavor-mini-fried-dough-twist-130g/1017005681,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ZHONGWANG,Buy $150 get 1 free gift,$1.49,21,Salty Chicken Flavor Mini-fried Dough Twist 130g,21,China,4.4
Black Rice Crisps Five Spice 200g,https://www.yamibuy.com/en/p/wolong-black-rice-crisps-five-spice-200g/1017008311,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WOLONG,Buy $150 get 1 free gift,$4.99,25,Black Rice Crisps Five Spice 200g,25,China,4
Millet Crust-Spicy 46g,https://www.yamibuy.com/en/p/holidaycat-millet-crust-spicy-46g/1017014301,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Holidaycat,Buy $150 get 1 free gift,$0.69,18,Millet Crust-Spicy 46g,18,China,4.5
