Title,Title_link,Thumbnail,brand-title,price-sup,comment-star__count,Price,brand-variants,Headline,Field1,Field2,Field3
Taro Chips 250g,https://www.yamibuy.com/en/p/taro-chips-250g/1019075131,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MINH PHAT,Buy $150 get 1 free gift,,$4.99,,Taro Chips 250g,Be the first!,Vietnam,
Banana Chips 170g,https://www.yamibuy.com/en/p/sun-tropics-banana-chips-170g/1019013491,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SUN TROPICS,Buy $150 get 1 free gift,21,$3.29,,Banana Chips 170g,21,United States,4.8
Dried Coconut Chips 150g,https://www.yamibuy.com/en/p/item/5019073581,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MushroomStorm,,,,5 Options,Dried Coconut Chips 150g,Be the first!,China,
Banana Chips 227g/8oz - Dried Fruit Harvested in Philippines Packed in USA,https://www.yamibuy.com/en/p/banana-chips-227g-8oz-dried-fruit-harvested-in-philippines-packed-in-usa/5019069351,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NestLady,,1,,,Banana Chips 227g/8oz - Dried Fruit Harvested in Philippines Packed in USA,1,United States,5
Roasted BBQ Chips 50g,https://www.yamibuy.com/en/p/mushroomstorm-roasted-bbq-monkfish-chips/5019057021,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MushroomStorm,,,,,Roasted BBQ Chips 50g,43,China,4.6
JagaRico Potato Stick Sukiyaki Flavor 52g,https://www.yamibuy.com/en/p/jagarico-potato-stick-sukiyaki-flavor-52g/1017038331,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,Buy $150 get 1 free gift,47,$2.09,4 Options,JagaRico Potato Stick Sukiyaki Flavor 52g,47,Japan,4.9
Honey Butter Chip Value Pack 120g,https://www.yamibuy.com/en/p/haitai-honey-butter-chip-value-pack-120g/1017025941,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HAITAI,Buy $150 get 1 free gift,,$4.29,4 Options,Honey Butter Chip Value Pack 120g,696,Korea,4.8
Asam Fish Flavour Potato Chips 60g,https://www.yamibuy.com/en/p/asam-fish-flavour-potato-chips-60g/3017045781,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JACK'N JILL,,,,,Asam Fish Flavour Potato Chips 60g,Be the first!,Philippine,
HOKKAIDO Original Chocolate Chips 190g,https://www.yamibuy.com/en/p/hokkaido-royce-original-chocolate-chips-190g/3017012291,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ROYCE,,3,$22.99,5 Options,HOKKAIDO Original Chocolate Chips 190g,3,Japan,4.7
Zidi Potato Chips BBQ Flavor 100g,https://www.yamibuy.com/en/p/zidi-potato-chips-bbq-flavor-100g/3017037351,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Sunway Snack,,3,,4 Options,Zidi Potato Chips BBQ Flavor 100g,3,United States,4.7
Potato Chips Scallop Butter Garlic Flavour 48g,https://www.yamibuy.com/en/p/potato-chips-scallop-butter-garlic-flavour-48g/3017041891,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Lay's,,,,,Potato Chips Scallop Butter Garlic Flavour 48g,Be the first!,China,
Potato Chips Hot and Spicy Seaweed Flavor 97g,https://www.yamibuy.com/en/p/potato-chips-hot-and-spicy-seaweed-flavor-97g/3017041501,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Pringles,,,,,Potato Chips Hot and Spicy Seaweed Flavor 97g,Be the first!,Japan,
Bruschette Chips Tomato Olives & Oregano 70g,https://www.yamibuy.com/en/p/bruschette-chips-tomato-olives-oregano-70g/3017042191,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KOPIKO,,,,,Bruschette Chips Tomato Olives & Oregano 70g,Be the first!,Indonesia,
Zidi Potato Chips Seaweed Flavor 100g,https://www.yamibuy.com/en/p/zidi-potato-chips-seaweed-flavor-100g/3017037341,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Sunway Snack,,4,,4 Options,Zidi Potato Chips Seaweed Flavor 100g,4,United States,5
Bruschette Chips Mediterranean Vegetables Flavour 70g,https://www.yamibuy.com/en/p/bruschette-chips-mediterranean-vegetables-flavour-70g/3017042201,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KOPIKO,,,,,Bruschette Chips Mediterranean Vegetables Flavour 70g,Be the first!,Indonesia,
TAINAN ONLY Cheng Gong Potato Chips (Cadina - Salt Flavor) 82g,https://www.yamibuy.com/en/p/tainan-only-cheng-gong-potato-chips-cadina-salt-flavor-82g/3017035661,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LIEN HAW FOODS,,,,,TAINAN ONLY Cheng Gong Potato Chips (Cadina - Salt Flavor) 82g,Be the first!,Taiwan,
Jigs Cheesy Cheese Flavour Potato Chips 70g,https://www.yamibuy.com/en/p/jack-n-jill-jigs-cheesy-cheese-flavour-potato-chips-70g/3017034631,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JACK'N JILL,,,,,Jigs Cheesy Cheese Flavour Potato Chips 70g,Be the first!,Philippine,
JAPAN CHIPSTAR POTATO CHIPS Consomme 50g,https://www.yamibuy.com/en/p/japan-ybc-chipstar-potato-chips-consomme-50g/3017034071,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YBC,,,,,JAPAN CHIPSTAR POTATO CHIPS Consomme 50g,Be the first!,Japan,
Corn Cheese Flavor Banana Chips 45g,https://www.yamibuy.com/en/p/hom-corn-cheese-flavor-banana-chips-45g/3017030911,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HOM,,,,,Corn Cheese Flavor Banana Chips 45g,Be the first!,Thailand,
Sour Cream & Onion Flavor Banana Chips 45g,https://www.yamibuy.com/en/p/hom-sour-cream-onion-flavor-banana-chips-45g/3017030901,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HOM,,,,,Sour Cream & Onion Flavor Banana Chips 45g,Be the first!,Thailand,
Herbal Tea Eggs Flavoured Chips 60g,https://www.yamibuy.com/en/p/miaow-miaow-herbal-tea-eggs-flavoured-chips-60g/3017029311,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MIAOW MIAOW,,,,,Herbal Tea Eggs Flavoured Chips 60g,Be the first!,Malaysia,
Opala Chocolate Potato Chips Snacks 100g,https://www.yamibuy.com/en/p/opala-chocolate-potato-chips-snacks-100g/3017041611,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OISHI,,,,,Opala Chocolate Potato Chips Snacks 100g,Be the first!,China,
HOKKAIDO Mild Bitter Chocolate Chips 190g,https://www.yamibuy.com/en/p/hokkaido-royce-mild-bitter-chocolate-chips-190g/3017012301,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ROYCE,,1,$22.99,5 Options,HOKKAIDO Mild Bitter Chocolate Chips 190g,1,Japan,5
HOKKAIDO Sea Salt Chips 6pc,https://www.yamibuy.com/en/p/calbee-hokkaido-sea-salt-chips-6pc/3017011321,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,,3,$18.99,18 Options,HOKKAIDO Sea Salt Chips 6pc,3,Japan,5
HOKKAIDO Caramel Chocolate Chips 190g,https://www.yamibuy.com/en/p/hokkaido-royce-caramel-chocolate-chips-190g/3017012321,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ROYCE,,,$22.99,5 Options,HOKKAIDO Caramel Chocolate Chips 190g,Be the first!,Japan,
Original Edition Potato Chips 68g,https://www.yamibuy.com/en/p/chitato-original-edition-potato-chips-68g/3017034601,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHITATO,,,,,Original Edition Potato Chips 68g,Be the first!,Malaysia,
TOKYO BANANA Shellfish Aosa Chips 4pc,https://www.yamibuy.com/en/p/calbee-tokyo-banana-shellfish-aosa-chips-4pc/3017033441,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,,,,4 Options,TOKYO BANANA Shellfish Aosa Chips 4pc,2,Japan,5
JACK N JILL Calbee Smoky BBQ Potato Chips 60g,https://www.yamibuy.com/en/p/jack-n-jill-calbee-smoky-bbq-potato-chips-60g/3017029511,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JACK'N JILL,,,,,JACK N JILL Calbee Smoky BBQ Potato Chips 60g,Be the first!,Philippine,
Smoked Flavoured Chips 60g,https://www.yamibuy.com/en/p/miaow-miaow-smoked-flavoured-chips-60g/3017029301,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MIAOW MIAOW,,,,,Smoked Flavoured Chips 60g,Be the first!,Malaysia,
Hokkaido Fries Potato Chips 10 x 18g,https://www.yamibuy.com/en/p/calbee-hokkaido-fries-potato-chips-10-x-18g/3017027301,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,,,$29.99,,Hokkaido Fries Potato Chips 10 x 18g,Be the first!,Japan,
HOKKAIDO Potato Farm Pea Chips 6pc,https://www.yamibuy.com/en/p/hokkaido-calbee-potato-farm-pea-chips-6pc/3017015521,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,,,,18 Options,HOKKAIDO Potato Farm Pea Chips 6pc,Be the first!,Japan,
Honey Butter Chips 60g,https://www.yamibuy.com/en/p/honey-butter-chips-60g/3017041601,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HAITAI,,1,,,Honey Butter Chips 60g,1,Korea,5
Essence Potato Chips 4pc,https://www.yamibuy.com/en/p/calbee-essence-potato-chips-4pc/3017010781,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,,,$15.99,18 Options,Essence Potato Chips 4pc,Be the first!,Japan,
Seaweed Chips 4pc,https://www.yamibuy.com/en/p/calbee-seaweed-chips-4pc/3017014231,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,,2,$15.99,18 Options,Seaweed Chips 4pc,2,Japan,5
Salted Egg Yolk Crinkle Cut Chips 100g,https://www.yamibuy.com/en/p/salted-egg-yolk-crinkle-cut-chips-100g/3017041541,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KL Kantin lab,,,,,Salted Egg Yolk Crinkle Cut Chips 100g,Be the first!,Malaysia,
Kettle Chips Classic Original Limited Edition 65g,https://www.yamibuy.com/en/p/kettle-chips-classic-original-limited-edition-65g/3017043731,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WISE Cottage Fries,,,,,Kettle Chips Classic Original Limited Edition 65g,Be the first!,Malaysia,
ORIENTAL Rota Potato Chips 70g,https://www.yamibuy.com/en/p/oriental-rota-potato-chips-70g/3017035231,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ORIENTAL (MALAYSIA),,,,,ORIENTAL Rota Potato Chips 70g,Be the first!,Malaysia,
JACK N JILL Calbee Classic Salted Potato Chips 60g,https://www.yamibuy.com/en/p/jack-n-jill-calbee-classic-salted-potato-chips-60g/3017029521,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JACK'N JILL,,,,,JACK N JILL Calbee Classic Salted Potato Chips 60g,Be the first!,Philippine,
JACK N JILL Calbee Flamin Chilli Flavoured Potato Chips 60g,https://www.yamibuy.com/en/p/jack-n-jill-calbee-flamin-chilli-flavoured-potato-chips-60g/3017029341,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JACK'N JILL,,,,,JACK N JILL Calbee Flamin Chilli Flavoured Potato Chips 60g,Be the first!,Philippine,
Thai Banana Chips 50g,https://www.yamibuy.com/en/p/bestore-pumpkin-puff-spicy-taste-75g/3017027721,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BESTORE,,,$3.99,,Thai Banana Chips 50g,Be the first!,China,
Black Pepper Cheese Flavor Potato Chips 147g,https://www.yamibuy.com/en/p/black-pepper-cheese-flavor-potato-chips-147g/3017040741,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Pringles,,,,,Black Pepper Cheese Flavor Potato Chips 147g,Be the first!,Japan,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Black Pepper Cheese Flavor Potato Chips 147g,https://www.yamibuy.com/en/p/black-pepper-cheese-flavor-potato-chips-147g/3017040741,https://cdn.yamibuy.net/item/e13e61bb829c21b047cf1399b6c1aad8_684x684.webp,Pringles,,,,,Black Pepper Cheese Flavor Potato Chips 147g,Be the first!,Japan,
