Title,Title_link,Thumbnail,brand-title,price-sup,comment-star__count,Price,brand-variants,Headline,Field1,Field2,Field3
Jigs Potato Crisps BBQ Flavour 65g,https://www.yamibuy.com/en/p/jack-n-jill-jigs-potato-crisps-bbq-flavour-65g/3017034641,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JACK'N JILL,,,,,Jigs Potato Crisps BBQ Flavour 65g,Be the first!,Philippine,
MISTER POTATO BBQ Flavor Potato Crisps 150g,https://www.yamibuy.com/en/p/mamee-chef-mister-potato-bbq-flavor-potato-crisps-150g/3017032171,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MAMEE CHEF,,,,,MISTER POTATO BBQ Flavor Potato Crisps 150g,Be the first!,Malaysia,
TWISTIES CHACHO'S Cheesy Cheese 70g,https://www.yamibuy.com/en/p/mondelez-twisties-chacho-s-cheesy-cheese-80g/3017031381,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MONDELEZ,,,,,TWISTIES CHACHO'S Cheesy Cheese 70g,Be the first!,Japan,
TWISTIES Chili Cheese On Fire 65g,https://www.yamibuy.com/en/p/twisties-chili-cheese-on-fire-65g/3017031201,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MONDELEZ,,,,,TWISTIES Chili Cheese On Fire 65g,Be the first!,Japan,
TWISTIES Kaboom BBQ Curry Flavor 65g,https://www.yamibuy.com/en/p/twisties-kaboom-bbq-curry-flavor-65g/3017031191,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MONDELEZ,,,,,TWISTIES Kaboom BBQ Curry Flavor 65g,Be the first!,Japan,
KIM Mini Hot And Spicy Potato Stick 80g,https://www.yamibuy.com/en/p/master-kim-mini-hot-and-spicy-potato-stick-80g/3017023781,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MASTER,,,,,KIM Mini Hot And Spicy Potato Stick 80g,1,Taiwan,4
ROLLER COASTER BBQ Flavoured Potato Rings 60g,https://www.yamibuy.com/en/p/jack-n-jill-roller-coaster-bbq-flavoured-potato-rings-60g/3017023701,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JACK'N JILL,,,,3 Options,ROLLER COASTER BBQ Flavoured Potato Rings 60g,1,Philippine,5
French Fries CHEDDAR CHEESE 60g,https://www.yamibuy.com/en/p/french-fries-cheddar-cheese-60g/3017040261,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,AND EHT FRIET,,,,9 Options,French Fries CHEDDAR CHEESE 60g,Be the first!,Japan,
Sweet Shrimp Rice Cracker 72g,https://www.yamibuy.com/en/p/sweet-shrimp-rice-cracker-72g/3017039861,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KAMEDA,,2,,19 Options,Sweet Shrimp Rice Cracker 72g,Be the first!,Japan,5
Prawn Crackers Barbecue Flavor 25g,https://www.yamibuy.com/en/p/bestore-prawn-crackers-barbecue-flavor-25g/3017038031,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BESTORE,,,$3.99,,Prawn Crackers Barbecue Flavor 25g,Be the first!,China,
Chocolate Corn Snack 30g,https://www.yamibuy.com/en/p/chocolate-corn-snack-30g/3017041571,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,COSMOS,,,,,Chocolate Corn Snack 30g,Be the first!,Korea,
Spicy Corn Chip 34g,https://www.yamibuy.com/en/p/spicy-corn-chip-34g/3017041551,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,COSMOS,,,,,Spicy Corn Chip 34g,Be the first!,Korea,
Classic Pop Corn Durian Flavoured Cracker 60g,https://www.yamibuy.com/en/p/classic-pop-corn-durian-flavoured-cracker-60g/3017042121,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KOPIKO,,,,,Classic Pop Corn Durian Flavoured Cracker 60g,Be the first!,Indonesia,
Chili Cheese Flavoured Prawn Crackers 70g,https://www.yamibuy.com/en/p/bika-chili-cheese-flavoured-prawn-crackers-70g/3017039151,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BIKA,,,,,Chili Cheese Flavoured Prawn Crackers 70g,Be the first!,Malaysia,
Jigs Potato Crisps Sambal Udang Flavour 60g,https://www.yamibuy.com/en/p/jack-n-jill-jigs-potato-crisps-sambal-udang-flavour-60g/3017036961,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JACK'N JILL,,,,,Jigs Potato Crisps Sambal Udang Flavour 60g,Be the first!,Philippine,
Bean Bean Muruku Snack Original 60g,https://www.yamibuy.com/en/p/snek-ku-bean-bean-muruku-snack-original-60g/3017038971,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SNEK KU,,,,,Bean Bean Muruku Snack Original 60g,Be the first!,Malaysia,
Sweet Potato Crisp 140g,https://www.yamibuy.com/en/p/liancheng-sweet-potato-crisp-140g/3017012951,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Liancheng,,18,,,Sweet Potato Crisp 140g,18,Taiwan,4.7
TAINAN ONLY Grand Matsu Pea Crackers (Koloko - Salted Flavor),https://www.yamibuy.com/en/p/tainan-only-grand-matsu-pea-crackers-koloko-salted-flavor-95g/3017035641,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LIEN HAW FOODS,,,,,TAINAN ONLY Grand Matsu Pea Crackers (Koloko - Salted Flavor),Be the first!,Taiwan,
eternal rose flower snack box,https://www.yamibuy.com/en/p/roseonly-eternal-rose-flower-snack-box/3017032671,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Roseonly,,,$159.00,,eternal rose flower snack box,Be the first!,China,
MISTER POTATO Honey Cheese Flavor 150g,https://www.yamibuy.com/en/p/mamee-chef-mister-potato-honey-cheese-flavor-150g/3017032181,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MAMEE CHEF,,,,,MISTER POTATO Honey Cheese Flavor 150g,Be the first!,Malaysia,
TWISTIES Cherry Tomato Bomb 160g,https://www.yamibuy.com/en/p/twisties-cherry-tomato-bomb-160g/3017031241,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MONDELEZ,,,,,TWISTIES Cherry Tomato Bomb 160g,Be the first!,Japan,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Sweet Shrimp Rice Cracker 72g,https://www.yamibuy.com/en/p/sweet-shrimp-rice-cracker-72g/3017039861,https://cdn.yamibuy.net/item/506951d9b433a1cc9445ca96a512daa8_684x684.webp,KAMEDA,,2,,19 Options,Sweet Shrimp Rice Cracker 72g,2,Japan,5
Prawn Crackers Barbecue Flavor 25g,https://www.yamibuy.com/en/p/bestore-prawn-crackers-barbecue-flavor-25g/3017038031,https://cdn.yamibuy.net/item/8beecf1d2c17dc1740c9b25bd1bcbd6d_684x684.webp,BESTORE,,,$3.99,,Prawn Crackers Barbecue Flavor 25g,Be the first!,China,
Sweet Potato Crisp 140g,https://www.yamibuy.com/en/p/liancheng-sweet-potato-crisp-140g/3017012951,https://cdn.yamibuy.net/item/d39ff05adce596e660cc41167ee08637_684x684.webp,Liancheng,,18,,,Sweet Potato Crisp 140g,18,Taiwan,4.7
Icy Lemon Snacks Limited Edition 90g,https://www.yamibuy.com/en/p/icy-lemon-snacks-limited-edition-90g/3017043581,https://cdn.yamibuy.net/item/9345ae0b0e32ea3d229ab95eed5bfa1d_684x684.webp,CORNTOZ,,,,,Icy Lemon Snacks Limited Edition 90g,Be the first!,Malaysia,
Hotz & Spicy Snacks 50g,https://www.yamibuy.com/en/p/hotz-spicy-snacks-50g/3017041521,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CORNTOZ,,,,,Hotz & Spicy Snacks 50g,Be the first!,Malaysia,
Twist snack 55g,https://www.yamibuy.com/en/p/twist-snack-55g/3017041561,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,COSMOS,,,,,Twist snack 55g,Be the first!,Korea,
Tapioca Crisp (With Chilli) Croquant Tapioca 50g,https://www.yamibuy.com/en/p/tapioca-crisp-with-chilli-croquant-tapioca-50g/3017041721,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MIAOW MIAOW,,,,,Tapioca Crisp (With Chilli) Croquant Tapioca 50g,Be the first!,Malaysia,
MISTER POTATO Smoked chicken Flavor Potato Crisps 150g,https://www.yamibuy.com/en/p/mamee-chef-mister-potato-smoked-chicken-flavor-potato-crisps-150g/3017036471,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MAMEE CHEF,,,$5.99,,MISTER POTATO Smoked chicken Flavor Potato Crisps 150g,Be the first!,Malaysia,
JAPAN KIRARA Cheese Gome Okashi 38g,https://www.yamibuy.com/en/p/japan-kirara-cheese-gome-okashi-38g/3017036431,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DABANJINGGUO,,,,,JAPAN KIRARA Cheese Gome Okashi 38g,Be the first!,Japan,
Twisties Spicy Seaweed Splash 60g,https://www.yamibuy.com/en/p/mondelez-twisties-spicy-seaweed-splash-60g/3017034651,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MONDELEZ,,,$4.99,,Twisties Spicy Seaweed Splash 60g,Be the first!,Japan,
Corn Curls BBQ Flavor 80g,https://www.yamibuy.com/en/p/jack-n-jill-corn-curls-bbq-flavor-80g/3017034611,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JACK'N JILL,,,,,Corn Curls BBQ Flavor 80g,Be the first!,Philippine,
JAPAN JAGARIKO French fries 58g,https://www.yamibuy.com/en/p/japan-calbee-jagariko-french-fries-58g/3017032691,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,,,,6 Options,JAPAN JAGARIKO French fries 58g,1,Japan,5
MAMEE CHEF MISTER POTATO Sweet Potato Sweet Corn Flavor Potato Crisps 130g,https://www.yamibuy.com/en/p/mamee-chef-mister-potato-sweet-potato-sweet-corn-flavor-potato-crisps-130g/3017032201,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Pringles,,,,,MAMEE CHEF MISTER POTATO Sweet Potato Sweet Corn Flavor Potato Crisps 130g,Be the first!,Japan,
MISTER POTATO Yay-Yers Cheezy Wheezy 60g,https://www.yamibuy.com/en/p/mamee-chef-mister-potato-yay-yers-cheezy-wheezy-60g/3017031441,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MAMEE CHEF,,,,,MISTER POTATO Yay-Yers Cheezy Wheezy 60g,Be the first!,Malaysia,
TWISTIES Roast Chicken Dance Flavor 160g,https://www.yamibuy.com/en/p/twisties-roast-chicken-dance-flavor-160g/3017031231,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MONDELEZ,,,,,TWISTIES Roast Chicken Dance Flavor 160g,Be the first!,Japan,
Banana Chip Japanese Seaweed Favor 45g,https://www.yamibuy.com/en/p/hom-banana-chip-japanese-seaweed-favor-45g/3017030891,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HOM,,,,,Banana Chip Japanese Seaweed Favor 45g,Be the first!,Thailand,
HOKKAIDO Premium Potato Jaga Pirika 10pc,https://www.yamibuy.com/en/p/hokkaido-calbee-premium-potato-jaga-pirika-10pc/3017025961,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,,,,4 Options,HOKKAIDO Premium Potato Jaga Pirika 10pc,10,Japan,5
Halloween Special Gift,https://www.yamibuy.com/en/p/halloween-special-gift/3017025791,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OISHI,,,$88.88,,Halloween Special Gift,Be the first!,China,
KIM Potato Stick Salted Flavour 80g,https://www.yamibuy.com/en/p/master-kim-potato-stick-salted-flavour-80g/3017023771,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MASTER,,,,,KIM Potato Stick Salted Flavour 80g,1,Taiwan,4
ORIENTAL Green Pea Snack 60g,https://www.yamibuy.com/en/p/oriental-green-pea-snack-60g/3017023671,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ORIENTAL (MALAYSIA),,,,,ORIENTAL Green Pea Snack 60g,Be the first!,Malaysia,
JACK' N JILL ROLLER COASTER Potato Rings Cheese Flavour 60g,https://www.yamibuy.com/en/p/jack-n-jill-roller-coaster-potato-rings-cheese-flavour-60g/3017023651,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JACK'N JILL,,,,3 Options,JACK' N JILL ROLLER COASTER Potato Rings Cheese Flavour 60g,1,Philippine,5
Tam Tam Crab Flavoured Snack 30g,https://www.yamibuy.com/en/p/snek-ku-tam-tam-crab-flavoured-snack-30g/3017023601,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SNEK KU,,,,,Tam Tam Crab Flavoured Snack 30g,Be the first!,Malaysia,
Sapporo Grilled Corn 6 bags,https://www.yamibuy.com/en/p/yoshimi-sapporo-grilled-corn-6-bags/3017017751,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YOSHIMI,,,,,Sapporo Grilled Corn 6 bags,48,Japan,4.8
Theokbokki Topokki Sweet & Spicy Rice Cake Snack 57g,https://www.yamibuy.com/en/p/theokbokki-topokki-sweet-spicy-rice-cake-snack-57g/3017041581,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,COSMOS,,,,,Theokbokki Topokki Sweet & Spicy Rice Cake Snack 57g,Be the first!,Korea,
Japanese yaki bean refreshing snack 39g,https://www.yamibuy.com/en/p/japanese-yaki-bean-refreshing-snack-39g/3017042171,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GINBIS,,,,,Japanese yaki bean refreshing snack 39g,Be the first!,Japan,
Creamy Milk Tea Wafer Roll 96g 6pcs(Shelf life:2022/5/8),https://www.yamibuy.com/en/p/tea-latte-rolled-heart-crisp-96g/3017038541,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LIEN HAW FOODS,,,,,Creamy Milk Tea Wafer Roll 96g 6pcs(Shelf life:2022/5/8),Be the first!,Taiwan,
Fragrant Brittle Fries Honey Butter Flavor 20g,https://www.yamibuy.com/en/p/fragrant-brittle-fries-honey-butter-flavor-20g-2/3017038401,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CUISHENGSHENG,,,$1.39,,Fragrant Brittle Fries Honey Butter Flavor 20g,Be the first!,China,
Crispy Sweet Potato 30g,https://www.yamibuy.com/en/p/top-dry-crispy-sweet-potato-30g/3017012771,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Top Dry,,6,,,Crispy Sweet Potato 30g,6,Taiwan,4.7
TEAN'S COURMET Crispy Anchovy Chili 240g,https://www.yamibuy.com/en/p/tean-s-courmet-crispy-anchovy-chili-240g/3017037011,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Pringles,,,,,TEAN'S COURMET Crispy Anchovy Chili 240g,Be the first!,Japan,
French Fries BlackTruffle 60g,https://www.yamibuy.com/en/p/french-fries-blacktruffle-60g/3017040231,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,AND EHT FRIET,,,,9 Options,French Fries BlackTruffle 60g,Be the first!,Japan,
Potato Crisps Sour Cream and Onion Flavour 160g,https://www.yamibuy.com/en/p/potato-crisps-sour-cream-and-onion-flavour-160g/3017041191,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Mychef‘s,,,,,Potato Crisps Sour Cream and Onion Flavour 160g,Be the first!,Malaysia,
BBQ Cuttlefish Flavoured Crackers 70g,https://www.yamibuy.com/en/p/bika-bbq-cuttlefish-flavoured-crackers-70g/3017039161,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BIKA,,,,,BBQ Cuttlefish Flavoured Crackers 70g,Be the first!,Malaysia,
Dried Sakura Shrimp 150g,https://www.yamibuy.com/en/p/sakura-shrimp-150g/3017039631,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LIEN HAW FOODS,,1,,,Dried Sakura Shrimp 150g,1,Taiwan,5
Potato Crisps Bbq Flavour 160g,https://www.yamibuy.com/en/p/potato-crisps-bbq-flavour-160g/3017041171,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Mychef‘s,,,,,Potato Crisps Bbq Flavour 160g,Be the first!,Malaysia,
Jigs Potato Crisps Hot&Spicy Flavour 60g,https://www.yamibuy.com/en/p/jack-n-jill-jigs-potato-crisps-hot-spicy-flavour-60g/3017036971,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JACK'N JILL,,,,,Jigs Potato Crisps Hot&Spicy Flavour 60g,Be the first!,Philippine,
BEAN BEAN  SNACK SEAWEED FLAVOUR 60G,https://www.yamibuy.com/en/p/snek-ku-bean-bean-muruku-snack-seaweed-flavour-60g/3017038961,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SNEK KU,,,,,BEAN BEAN  SNACK SEAWEED FLAVOUR 60G,Be the first!,Malaysia,
Swordfish Tepura Crispy 150g,https://www.yamibuy.com/en/p/ching-tse-swordfish-tepura-crispy-150g/3017036421,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHING TSE,,,,,Swordfish Tepura Crispy 150g,Be the first!,Taiwan,
Crispy Noodle BBQ Chicken Wing Flavor 40g,https://www.yamibuy.com/en/p/unif-crispy-noodle-bbq-chicken-wing-flavor-40g/3017036091,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Unif,,,$0.85,,Crispy Noodle BBQ Chicken Wing Flavor 40g,Be the first!,Taiwan,
Hot & Spicy Potato Crisps 110g,https://www.yamibuy.com/en/p/pringles-hot-spicy-potato-crisps-110g/3017034461,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Pringles,,,,,Hot & Spicy Potato Crisps 110g,Be the first!,Japan,
Roller Coaster Tom Yum Flavor Potato Rings 60g,https://www.yamibuy.com/en/p/jack-n-jill-roller-coaster-tom-yum-flavor-potato-rings-60g/3017033661,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JACK'N JILL,,,,,Roller Coaster Tom Yum Flavor Potato Rings 60g,Be the first!,Philippine,
JAPAN JAGARIKO French fries Salad  58g,https://www.yamibuy.com/en/p/japan-calbee-jagariko-french-fries-salad-58g/3017032711,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,,,,6 Options,JAPAN JAGARIKO French fries Salad  58g,Be the first!,Japan,
JAPAN JAGARIKO French Fries Cheese 58g,https://www.yamibuy.com/en/p/japan-calbee-jagariko-french-fries-cheese-58g/3017032701,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,,,,6 Options,JAPAN JAGARIKO French Fries Cheese 58g,2,Japan,4.5
MISTER POTATO Sweet Potato Flavor Potato Crisps 130g,https://www.yamibuy.com/en/p/mamee-chef-mister-potato-sweet-potato-flavor-potato-crisps-130g/3017032191,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MAMEE CHEF,,,,,MISTER POTATO Sweet Potato Flavor Potato Crisps 130g,Be the first!,Malaysia,
MISTER POTATO Spicy Tebabo 60g,https://www.yamibuy.com/en/p/mamee-chef-mister-potato-spicy-tebabo-80g/3017031451,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MAMEE CHEF,,,,,MISTER POTATO Spicy Tebabo 60g,Be the first!,Malaysia,
Sapporo Grilled Corn 6 bags,https://www.yamibuy.com/en/p/yoshimi-sapporo-grilled-corn-6-bags/3017031281,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YOSHIMI,,,,,Sapporo Grilled Corn 6 bags,10,Japan,4.8
JAPAN HOKKAIDO Premium Potato Jaga Pokkuru 10pc,https://www.yamibuy.com/en/p/japan-hokkaido-calbee-premium-potato-jaga-pokkuru-10pc/3017031271,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,,,,9 Options,JAPAN HOKKAIDO Premium Potato Jaga Pokkuru 10pc,17,Japan,4.9
TWISTIES Cheeky Cheddar Cheese 160g,https://www.yamibuy.com/en/p/twisties-cheeky-cheddar-cheese-160g/3017031261,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MONDELEZ,,,,,TWISTIES Cheeky Cheddar Cheese 160g,Be the first!,Japan,
TWISTIES BBQ Curry Flavor 160g,https://www.yamibuy.com/en/p/twisties-bbq-curry-flavor-160g/3017031251,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MONDELEZ,,,,,TWISTIES BBQ Curry Flavor 160g,Be the first!,Japan,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
[China Direct Mail] Mimi Shrimp Sticks Single Pack Love Still Delicious Puffed Snacks Internet Red Casual Nostalgia Sn,https://www.yamibuy.com/en/p/china-direct-mail-mimi-shrimp-sticks-single-pack-love-still-delicious-puffed-snacks-internet-red-casual-nostalgia-sn/3017027761,https://cdn.yamibuy.net/item/5f23785e62e556964c29a81efba95f27_684x684.webp,aishang,,,$1.50,,[China Direct Mail] Mimi Shrimp Sticks Single Pack Love Still Delicious Puffed Snacks Internet Red Casual Nostalgia Sn,1,China,3
[China direct mail] BE&CHEERY Herb flavor - gold corn beans / vegetarian corn snacks snack popcorn puffed food snacks70g,https://www.yamibuy.com/en/p/china-direct-mail-be-cheery-herb-flavor-gold-corn-beans-vegetarian-corn-snacks-snack-popcorn-puffed-food-snacks70g/3017026281,https://cdn.yamibuy.net/item/ea6061e1700d320b208ac52e6d24a81f_684x684.webp,BE & CHEERY,,,$7.90,,[China direct mail] BE&CHEERY Herb flavor - gold corn beans / vegetarian corn snacks snack popcorn puffed food snacks70g,1,China,5
ORIENTAL Super Ring Cheese Snack 60g,https://www.yamibuy.com/en/p/oriental-super-ring-cheese-snack-60g/3017023711,https://cdn.yamibuy.net/item/9a5c257ece22698d4a34f64ef89a3ee2_684x684.webp,ORIENTAL (MALAYSIA),,,,,ORIENTAL Super Ring Cheese Snack 60g,Be the first!,Malaysia,
HOKKAIDO Premium Potato Jaga Pokkuru 10pc,https://www.yamibuy.com/en/p/hokkaido-calbee-premium-potato-jaga-pokkuru-10pc/3017023421,https://cdn.yamibuy.net/item/340b8f15794cb14b1d21f3808fb47d7f_684x684.webp,CALBEE,,,,4 Options,HOKKAIDO Premium Potato Jaga Pokkuru 10pc,18,Japan,4.9
Spring Limited Sakura Potato 8pc,https://www.yamibuy.com/en/p/calbee-spring-limited-sakura-potato-8pc/3017022101,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,,,,18 Options,Spring Limited Sakura Potato 8pc,Be the first!,Japan,
Christmas Limited Chocolate Shrimp Cracker  6pc,https://www.yamibuy.com/en/p/calbee-spring-festival-limited-chocolate-shrimp-cracker-6pc/3017021021,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,,,$18.99,18 Options,Christmas Limited Chocolate Shrimp Cracker  6pc,Be the first!,Japan,
KARCIE Donut DIY 4pc,https://www.yamibuy.com/en/p/karcie-donut-diy-4pc/3017041311,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Kracie,,,,,KARCIE Donut DIY 4pc,Be the first!,Japan,
Kameda Kaki's Tane Ume Shiso 57g,https://www.yamibuy.com/en/p/kameda-kaki-s-tane-ume-shiso-60g/3017040941,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KAMEDA,,,,,Kameda Kaki's Tane Ume Shiso 57g,Be the first!,Japan,
Twisties Kaya Butter Toast Flavoured Corn Snacks 60g,https://www.yamibuy.com/en/p/twisties-kaya-butter-toast-flavoured-corn-snacks-60g/3017043461,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MONDELEZ,,,,,Twisties Kaya Butter Toast Flavoured Corn Snacks 60g,Be the first!,Japan,
Jaga Pirika Hokkaido Premium Potato 10packs,https://www.yamibuy.com/en/p/calbee-jaga-pirika-hokkaido-premium-potato-10packs/3017009971,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,,5,,,Jaga Pirika Hokkaido Premium Potato 10packs,5,Japan,3.6
Smoky BBQZ Snacks 50g,https://www.yamibuy.com/en/p/smoky-bbqz-snacks-50g/3017041531,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HUANGFEIHONG,,,,,Smoky BBQZ Snacks 50g,Be the first!,China,
