Title,Title_link,brand-title,brand-variants,Price,comment-star__count,price-valid,price-invalid,price-discount,Headline,DetailPrice,OriginalPrice,Field1,Field2,Field3
Herbal Jelly in Cup Honey Pomelo Flavor 390g,https://www.yamibuy.com/en/p/sunity-herbal-jelly-in-cup-honey-pomelo-flavor-390g/1020029401,SUNITY,9 Options,,53,$2.29,$3.89,42% OFF,Herbal Jelly in Cup Honey Pomelo Flavor 390g,$2.29,$3.89,53,China,4.4
Red Bean Jelly 8pcs,https://www.yamibuy.com/en/p/imei-red-bean-jelly-8pcs/1016004931,IMEI,,$4.19,27,,,,Red Bean Jelly 8pcs,,,27,Taiwan,4.4
001 Lubricating Jelly 50g,https://www.yamibuy.com/en/p/okamoto-001-lubricating-jelly-50g/1031005351,OKAMOTO,,,4,$17.99,$19.99,11% OFF,001 Lubricating Jelly 50g,$17.99,$19.99,4,Japan,5
Herbal Jelly In Cup Mulberry Leaf & Matcha Style 216g,https://www.yamibuy.com/en/p/sunity-herbal-jelly-in-cup-mulberry-leaf-matcha-style-216g/1018029181,SUNITY,4 Options,,34,$2.99,$3.39,12% OFF,Herbal Jelly In Cup Mulberry Leaf & Matcha Style 216g,$2.99,$3.39,34,China,4.1
Grass Jelly Powder 100g,https://www.yamibuy.com/en/p/grass-jelly-powder-100g/1020048371,BEAR COMING,,$1.89,21,,,,Grass Jelly Powder 100g,,,21,China,4.9
QINZONG ShanXi Jelly Hot&Spicy Flavor 193g,https://www.yamibuy.com/en/p/qinzong-shanxi-jelly-hot-amp-spicy-flavor-310g/1021033411,BEIJINGSHIJIA,,$3.29,18,,,,QINZONG ShanXi Jelly Hot&Spicy Flavor 193g,,,18,China,4.7
Shimmering Black Gold Herbal Grass Jelly Dessert 255g,https://www.yamibuy.com/en/p/shimmering-black-gold-herbal-grass-jelly-dessert-255g/1147007601,OTHER BRANDS,,,2,$2.29,$2.99,24% OFF,Shimmering Black Gold Herbal Grass Jelly Dessert 255g,$2.29,$2.99,2,N/A,5
Agar Grass Jelly Drink 410g,https://www.yamibuy.com/en/p/agv-agar-grass-jelly-drink-410g/1020024721,AGV,,$1.79,,,,,Agar Grass Jelly Drink 410g,,,Be the first!,Taiwan,
Grass Jelly Drink Pandan Leaf Flavor 320g,https://www.yamibuy.com/en/p/chinchin-grass-jelly-drink-pandan-leaf-flavor-320g/1020007861,CHINCHIN,5 Options,$0.99,2,,,,Grass Jelly Drink Pandan Leaf Flavor 320g,,,2,Taiwan,3
Ready To Eat Jelly 154g,https://www.yamibuy.com/en/p/lipopo-ready-to-eat-jelly-128g/1021063491,LIPOPO,2 Options,$1.85,4,,,,Ready To Eat Jelly 154g,,,4,China,3
Grass Jelly Drink Banana Flavor 320g,https://www.yamibuy.com/en/p/chinchin-grass-jelly-drink-banana-flavor-320g/1020007841,CHINCHIN,5 Options,$0.99,3,,,,Grass Jelly Drink Banana Flavor 320g,,,3,Taiwan,3.3
Herbal Jelly Cranberry 253g*7ml,https://www.yamibuy.com/en/p/herbal-jelly-cranberry-253g-7ml/1020060601,SUNITY,,$3.99,4,,,,Herbal Jelly Cranberry 253g*7ml,,,4,China,4.8
Konjac Jelly Powder 100g,https://www.yamibuy.com/en/p/konjac-jelly-powder-100g/1020048361,BEAR COMING,,$1.89,11,,,,Konjac Jelly Powder 100g,,,11,China,4.7
Hawthron Jelly Roll 150g,https://www.yamibuy.com/en/p/yida-hawthron-jelly-roll-150g/1019003971,YIDA,,$1.99,38,,,,Hawthron Jelly Roll 150g,,,38,China,4.7
"Instant Grass Jelly Powder 15pk, 45g",https://www.yamibuy.com/en/p/guanxi-instant-herb-powder-3gx15pk-box/1020047741,GuanXi,,$19.99,,,,,"Instant Grass Jelly Powder 15pk, 45g",,,Be the first!,China,
Red Bean with Jelly in Syrup 340g,https://www.yamibuy.com/en/p/agv-red-bean-with-jelly-in-syrup-340g/1021008521,AGV,,$1.69,73,,,,Red Bean with Jelly in Syrup 340g,,,73,Taiwan,4
Herbal Jelly In Cup Hongkong Style 216g,https://www.yamibuy.com/en/p/sunity-herbal-jelly-in-cup-hongkong-style-216g/1018029171,SUNITY,4 Options,,68,$2.99,$3.39,12% OFF,Herbal Jelly In Cup Hongkong Style 216g,$2.99,$3.39,68,China,3.9
Herbal Jelly in Cup Roselle Flavor 390g,https://www.yamibuy.com/en/p/sunity-herbal-jelly-in-cup-cherry-blossoms-flavor-390g/1020032111,SUNITY,9 Options,$2.49,36,,,,Herbal Jelly in Cup Roselle Flavor 390g,,,36,China,4.6
Grass Jelly Dessert 320g,https://www.yamibuy.com/en/p/chinchin-grass-jelly-dessert-320g/1020008001,CHINCHIN,,$1.29,17,,,,Grass Jelly Dessert 320g,,,17,CHINCHIN,3.6
C1000 Vitamin C Lemon Jelly 180g,https://www.yamibuy.com/en/p/c1000-vitamin-c-lemon-jelly-180g/1026000191,HOUSE,3 Options,,25,$3.79,$3.99,6% OFF,C1000 Vitamin C Lemon Jelly 180g,$3.79,$3.99,25,Japan,4.8
Red Bean Jelly 5 Flavors 360g,https://www.yamibuy.com/en/p/sugimotoya-red-bean-jelly-5-flavors-360g/1016010911,SUGIMOTOYA,,$6.59,19,,,,Red Bean Jelly 5 Flavors 360g,,,19,Japan,4.7
Grass Jelly Powder 100g,https://www.yamibuy.com/en/p/grass-jelly-powder-100g/1020052951,ZHANYI,,$3.59,1,,,,Grass Jelly Powder 100g,,,1,China,5
Herbal Jelly in Cup Green Tea Flavor 390g,https://www.yamibuy.com/en/p/sunity-herbal-jelly-in-cup-green-tea-flavor-390g/1020032141,SUNITY,9 Options,$2.29,23,,,,Herbal Jelly in Cup Green Tea Flavor 390g,,,23,China,4.6
【Value Pack】Herbal Jelly in Cup Roselle Flavor*1 Cherry Blossoms Flavor*1 Oolong Tea Flavor*1,https://www.yamibuy.com/en/p/value-pack-sunity-herbal-jelly-in-cup-roselle-flavor-1-cherry-blossoms-flavor-1-oolong-tea-flavor-1/1020032931,SUNITY,9 Options,,19,$6.09,$11.67,48% OFF,【Value Pack】Herbal Jelly in Cup Roselle Flavor*1 Cherry Blossoms Flavor*1 Oolong Tea Flavor*1,$6.09,$11.67,19,China,4.7
Coconut Soft Candy Jelly 95g,https://www.yamibuy.com/en/p/coconut-stuffing-jelly-95g/1019066611,NANGUO,,$2.09,12,,,,Coconut Soft Candy Jelly 95g,,,12,China,4.8
C 1000 Vitamins Jelly Peach Flavor 180g,https://www.yamibuy.com/en/p/vitamin-peach-jelly/1018030171,HOUSE,3 Options,,11,$3.79,$3.99,6% OFF,C 1000 Vitamins Jelly Peach Flavor 180g,$3.79,$3.99,11,Japan,4.7
JIKAKU Red Bean Jelly Original Flavor 150g,https://www.yamibuy.com/en/p/jikaku-red-bean-jelly-original-flavor-150g/1016004611,SUGIMOTOYA,,$2.49,15,,,,JIKAKU Red Bean Jelly Original Flavor 150g,,,15,Japan,4.2
JIKAKU Red Bean Jelly -Chestnut Flavor,https://www.yamibuy.com/en/p/jikaku-red-bean-jelly-chestnut-flavor/1016004581,SUGIMOTOYA,,$2.49,9,,,,JIKAKU Red Bean Jelly -Chestnut Flavor,,,9,Japan,4.1
Pink Guava Flavored Drink With Coconut Jelly 320ml,https://www.yamibuy.com/en/p/mogu-mogu-pink-guava-flavored-drink-with-nata-de-coco-320ml/1020006041,MOGU MOGU,14 Options,$1.09,1,,,,Pink Guava Flavored Drink With Coconut Jelly 320ml,,,1,Tailand,5
QINZONG ShanXi Jelly Premium Sesame Flavor 343g,https://www.yamibuy.com/en/p/qinzong-shanxi-jelly-premium-sesame-flavor-343g/1021033421,BEIJINGSHIJIA,,$3.29,9,,,,QINZONG ShanXi Jelly Premium Sesame Flavor 343g,,,9,China,3.1
Matcha Jelly 105g,https://www.yamibuy.com/en/p/taste-yokan-kaoru-matcha-105g/1020050041,IMURAYA,,$5.49,2,,,,Matcha Jelly 105g,,,2,Japan,5
Sour Ready To Eat Jelly 154g,https://www.yamibuy.com/en/p/lipopo-sour-ready-to-eat-jelly-128g/1021063501,LIPOPO,2 Options,$1.79,5,,,,Sour Ready To Eat Jelly 154g,,,5,China,3.6
Everyone loves it! Multi-flavor Stick Jelly For Kids Toddlers 20 pieces,https://www.yamibuy.com/en/p/stick-jelly-20/1027027881,RIBON,2 Options,,2,$4.59,$4.99,9% OFF,Everyone loves it! Multi-flavor Stick Jelly For Kids Toddlers 20 pieces,$4.59,$4.99,2,Japan,4.5
CHUANBEI Sweet&Sour Sweet Potato Jelly 328g,https://www.yamibuy.com/en/p/chuanbei-sweet-sour-sweet-potato-jelly-328g/1021040881,chuanbeiliangfen,,$6.99,2,,,,CHUANBEI Sweet&Sour Sweet Potato Jelly 328g,,,2,China,1
KWANGGONG Vita500 Vitamin C Jelly 48g,https://www.yamibuy.com/en/p/vita500-vitamin-c-jelly-48g/1030027901,kwangdong,,,,$1.29,$1.49,14% OFF,KWANGGONG Vita500 Vitamin C Jelly 48g,$1.29,$1.49,Be the first!,Korea,
Queen's Banquet Collagen Jelly 30 Bags,https://www.yamibuy.com/en/p/pola-queen-s-banquet-collagen-jelly-30-bags/1026024231,POLA,,,6,$47.99,$52.99,10% OFF,Queen's Banquet Collagen Jelly 30 Bags,$47.99,$52.99,6,Japan,4.8
CHUANBEI JELLY Sweet Potato Starch 300g,https://www.yamibuy.com/en/p/chuanbei-jelly-pea-starch-300g/1148007661,chuanbeiliangfen,,$2.19,4,,,,CHUANBEI JELLY Sweet Potato Starch 300g,,,4,China,5
Herbal Jelly in Cup Original Flavor 390g,https://www.yamibuy.com/en/p/sunity-herbal-jelly-in-cup-original-flavor-390g/1020029331,SUNITY,9 Options,,142,$2.29,$3.89,42% OFF,Herbal Jelly in Cup Original Flavor 390g,$2.29,$3.89,142,China,4.6
Konjac Powder 40g,https://www.yamibuy.com/en/p/kangyaku-konjac-powder-40g/1018005051,KANGYAKU,4 Options,,504,$0.99,$1.29,24% OFF,Konjac Powder 40g,$0.99,$1.29,504,China,4.9
CHUANBEI Spicy Oil Instant Jelly 240g,https://www.yamibuy.com/en/p/chuanbei-spicy-oil-instant-jelly-240g/1021041091,chuanbeiliangfen,,$3.99,14,,,,CHUANBEI Spicy Oil Instant Jelly 240g,,,14,China,3.6
YEO’S Grass Jelly Drink 300ml,https://www.yamibuy.com/en/p/yeo-s-grass-jelly-drink-300ml/1020005641,YEO'S,15 Options,$0.99,21,,,,YEO’S Grass Jelly Drink 300ml,,,21,Singapore,4
CHUABEI Pepper Instant Jelly 245g,https://www.yamibuy.com/en/p/chuabei-pepper-instant-jelly-245g/1021041111,chuanbeiliangfen,,$3.99,11,,,,CHUABEI Pepper Instant Jelly 245g,,,11,China,2.5
Everyone loves it! Multi-flavor 100% Juice KAJU Stick Jelly For Kids Toddlers 8 pieces,https://www.yamibuy.com/en/p/stick-jelly-kaju-100/1027027891,RIBON,2 Options,,2,$2.59,$2.99,14% OFF,Everyone loves it! Multi-flavor 100% Juice KAJU Stick Jelly For Kids Toddlers 8 pieces,$2.59,$2.99,2,Japan,4.5
CHUANBEI JELLY Pea Starch 300g,https://www.yamibuy.com/en/p/chuanbei-jelly-pea-starch-300g/1148009691,chuanbeiliangfen,,$2.29,5,,,,CHUANBEI JELLY Pea Starch 300g,,,5,China,5
SUNITY Herbal Jelly in Cup Original Flavor 230g*3+Jinduigu Tender Tofu Mushroom Snack Hot Flavor 180g*3,https://www.yamibuy.com/en/p/sunity-herbal-jelly-in-cup-original-flavor-230g-3-jinduigu-tender-tofu-mushroom-snack-hot-flavor-180g-3/1019046091,ZHANGQILONG,,,1,$12.39,$13.74,10% OFF,SUNITY Herbal Jelly in Cup Original Flavor 230g*3+Jinduigu Tender Tofu Mushroom Snack Hot Flavor 180g*3,$12.39,$13.74,1,China,4
JIKAKU Red Bean Jelly -Matcha Flavor 150g,https://www.yamibuy.com/en/p/jikaku-red-bean-jelly-matcha-flavor-150g/1016004591,SUGIMOTOYA,,$2.49,20,,,,JIKAKU Red Bean Jelly -Matcha Flavor 150g,,,20,Japan,4
Collagen Enrich Jelly 14pcs,https://www.yamibuy.com/en/p/refa-collagen-enrich-jelly-14pcs/1026024431,REFA,,$60.00,2,,,,Collagen Enrich Jelly 14pcs,,,2,Japan,5
CHUANBEI Fish Flavor Sweet Potato Jelly 328g,https://www.yamibuy.com/en/p/chuanbei-fish-flavor-sweet-potato-jelly-328g/1021040891,chuanbeiliangfen,,$6.99,3,,,,CHUANBEI Fish Flavor Sweet Potato Jelly 328g,,,3,China,4.7
BASHULANREN Chili Oil Jelly Noodle,https://www.yamibuy.com/en/p/bashulanren-chili-oil-jelly-noodle/1021078481,BA SHU LAN REN,,$3.99,4,,,,BASHULANREN Chili Oil Jelly Noodle,,,4,China,4
BASHULANREN  Green Pepper Jelly Noodle,https://www.yamibuy.com/en/p/bashulanren-green-pepper-jelly-noodle/1021078471,BA SHU LAN REN,,$3.99,,,,,BASHULANREN  Green Pepper Jelly Noodle,,,Be the first!,China,
YLM- Mixed Flavor Milk Tea with Coconut Jelly 320g*4Cups,https://www.yamibuy.com/en/p/ylm-mixed-flavor-milk-tea-with-coconut-jelly-320g-4cups/1020018881,STRONGFOOD,,$4.16,14,,,,YLM- Mixed Flavor Milk Tea with Coconut Jelly 320g*4Cups,,,14,China,4.7
Cold Rice Jelly(brown sugar flavor) 240g,https://www.yamibuy.com/en/p/cold-rice-jelly-brown-sugar-flavor-240g/1147005461,OTHER BRANDS,,$1.69,40,,,,Cold Rice Jelly(brown sugar flavor) 240g,,,40,N/A,4.5
Herbal Jelly in Cup Oolong Tea Flavor 390g,https://www.yamibuy.com/en/p/sunity-herbal-jelly-in-cup-oolong-tea-flavor-390g/1020032131,SUNITY,9 Options,$2.29,39,,,,Herbal Jelly in Cup Oolong Tea Flavor 390g,,,39,China,4.7
Herbal Jelly in Cup Peach Blossoms Flavor 390g,https://www.yamibuy.com/en/p/sunity-herbal-jelly-in-cup-cherry-blossoms-flavor-390g/1020032121,SUNITY,9 Options,$2.29,35,,,,Herbal Jelly in Cup Peach Blossoms Flavor 390g,,,35,China,4.7
Potato Chips Coffee Jelly Oolong Milk Tea Flavor 65g,https://www.yamibuy.com/en/p/lay-s-potato-chips-coffee-jelly-oolong-milk-tea-flavor-70g/1017036211,Lay's,,$2.29,27,,,,Potato Chips Coffee Jelly Oolong Milk Tea Flavor 65g,,,27,China,4.4
RIBBON Grape Juice Jelly 275ml,https://www.yamibuy.com/en/p/pokka-sapporo-ribbon-grape-juice-jelly-275ml/1020005801,POKKA SAPPORO,,$2.29,12,,,,RIBBON Grape Juice Jelly 275ml,,,12,Japan,4.3
Skin C Collagen Jelly Berry Flavor  7pcs,https://www.yamibuy.com/en/p/otsuka-group-skin-c-collagen-jelly-berry-flavor-7pcs/1026000321,OTSUKA GROUP,8 Options,,11,$6.99,$7.99,13% OFF,Skin C Collagen Jelly Berry Flavor  7pcs,$6.99,$7.99,11,Japan,4.8
【Pack of 12】Herbal Jelly in Cup Original Flavor  X 4 Passion Fruit Flavor X 4 Honey Pomelo Flavor X 4,https://www.yamibuy.com/en/p/pack-of-12-sunity-herbal-jelly-in-cup-original-flavor-x-4-passion-fruit-flavor-x-4-honey-pomelo-flavor-x-4/1020030801,SUNITY,9 Options,,9,$23.99,$46.68,49% OFF,【Pack of 12】Herbal Jelly in Cup Original Flavor  X 4 Passion Fruit Flavor X 4 Honey Pomelo Flavor X 4,$23.99,$46.68,9,China,4.4
Instant Tofu Jelly 45g,https://www.yamibuy.com/en/p/bestore-instant-tofu-jelly-45g/1021063711,BESTORE,,$1.99,,,,,Instant Tofu Jelly 45g,,,Be the first!,China,
C 1000 Vitamins Jelly Grapefruit 180g,https://www.yamibuy.com/en/p/c-1000-vitamin-jelly/1018030161,HOUSE,3 Options,,9,$3.79,$3.99,6% OFF,C 1000 Vitamins Jelly Grapefruit 180g,$3.79,$3.99,9,Japan,5
In Jelly Energy 180g,https://www.yamibuy.com/en/p/morinaga-in-jelly-energy-180g/1026021491,MORINAGA,5 Options,,1,$4.50,$4.99,10% OFF,In Jelly Energy 180g,$4.50,$4.99,1,Japan,5
Grass Jelly Drink Lychee Flavor 320g,https://www.yamibuy.com/en/p/chinchin-grass-jelly-drink-lychee-flavor-320g/1020007881,CHINCHIN,5 Options,$0.99,4,,,,Grass Jelly Drink Lychee Flavor 320g,,,4,Taiwan,4.5
【Editor's Pick】Grass Jelly Milk Tea,https://www.yamibuy.com/en/p/shake-milk-tea-value-pack/1020051211,SUNITY,,,4,$11.39,$11.99,6% OFF,【Editor's Pick】Grass Jelly Milk Tea,$11.39,$11.99,4,China,5
CHUANBEI Seasame Instant  Jelly 245g,https://www.yamibuy.com/en/p/chuanbei-seasame-instant-jelly-245g/1021041101,chuanbeiliangfen,,$6.39,11,,,,CHUANBEI Seasame Instant  Jelly 245g,,,11,China,2
Grass Jelly Drink Honey Flavor 320g,https://www.yamibuy.com/en/p/chinchin-grass-jelly-drink-honey-flavor-320g/1020007871,CHINCHIN,5 Options,$0.99,3,,,,Grass Jelly Drink Honey Flavor 320g,,,3,Taiwan,4.3
Wonda Kiwami Fukairi Coffee Jelly 260g,https://www.yamibuy.com/en/p/wonda-kiwami-fukairi-coffee-jelly-260g/1020054881,ASAHI,,$2.69,2,,,,Wonda Kiwami Fukairi Coffee Jelly 260g,,,2,Japan,5
CHUANBEI Sour Pepper Instant Jelly 253g,https://www.yamibuy.com/en/p/chuanbei-sour-pepper-instant-jelly-253g/1021041121,chuanbeiliangfen,,$3.99,5,,,,CHUANBEI Sour Pepper Instant Jelly 253g,,,Be the first!,China,3.2
In Jelly Multi Mineral 180g,https://www.yamibuy.com/en/p/morinaga-in-jelly-multi-mineral-180g/1026021511,MORINAGA,5 Options,,2,$4.50,$4.99,10% OFF,In Jelly Multi Mineral 180g,$4.50,$4.99,2,Japan,4
In Jelly Multi Vitamin 180g,https://www.yamibuy.com/en/p/morinaga-in-jelly-multi-vitamin-180g/1026021521,MORINAGA,5 Options,,,$4.50,$4.99,10% OFF,In Jelly Multi Vitamin 180g,$4.50,$4.99,Be the first!,Japan,
Grass Jelly Drink Coconut Flavor 320g,https://www.yamibuy.com/en/p/chinchin-grass-jelly-drink-coconut-flavor-320g/1020007851,CHINCHIN,5 Options,$0.99,,,,,Grass Jelly Drink Coconut Flavor 320g,,,Be the first!,Taiwan,
Orihiro Konjac Kyoho+Green Grape+Mango 18g 24pcs,https://www.yamibuy.com/en/p/orihiro-konjac-kyoho-green-grape-mango-18g-24pcs/1018045991,ORIHIRO,,$8.99,11,,,,Orihiro Konjac Kyoho+Green Grape+Mango 18g 24pcs,,,11,Japan,4.8
PuruNto Konnyaku Jell Muscat Flavor 130g,https://www.yamibuy.com/en/p/orihiro-purunto-konnyaku-jell-muscat-flavor-130g/1018004971,ORIHIRO,7 Options,,38,$2.19,$2.49,13% OFF,PuruNto Konnyaku Jell Muscat Flavor 130g,$2.19,$2.49,38,Japan,4.9
Konnyaku Pink Grapefruit 187g,https://www.yamibuy.com/en/p/konnyaku-pink-grapefruit-187g/1018046781,YUKIGUNI AGURI,,$2.49,,,,,Konnyaku Pink Grapefruit 187g,,,Be the first!,Japan,
Purnto Pauch Mitsu Ringo 120g,https://www.yamibuy.com/en/p/purnto-pauch-mitsu-ringo-120g/1018045561,ORIHIRO,,$2.29,2,,,,Purnto Pauch Mitsu Ringo 120g,,,2,Japan,5
MARRY'S Marron Glaces Candied Chestnut 100g,https://www.yamibuy.com/en/p/marry-s-marron-glaces-candied-chestnut-100g/1018014561,MARY'S,,$20.99,1,,,,MARRY'S Marron Glaces Candied Chestnut 100g,,,1,Japan,4
Konnyaku Momo 187g,https://www.yamibuy.com/en/p/konnyaku-momo-187g/1018046761,YUKIGUNI AGURI,2 Options,$2.49,2,,,,Konnyaku Momo 187g,,,2,Japan,4
Purnto Pauch Mitsuringo Unshu Mikan 12pc 240g,https://www.yamibuy.com/en/p/purnto-pauch-mitsuringo-unshu-mikan-12pc-240g/1018045551,ORIHIRO,,$3.99,3,,,,Purnto Pauch Mitsuringo Unshu Mikan 12pc 240g,,,3,Japan,5
Konnyaku Muscat 370g,https://www.yamibuy.com/en/p/konnyaku-muscat-370g/1018046801,YUKIGUNI AGURI,2 Options,$2.49,2,,,,Konnyaku Muscat 370g,,,2,Japan,5
Pear Loquat Leaf Extract 70g*6,https://www.yamibuy.com/en/p/liziqi-pear-loquat-leaf-extract-70g-6/1018032111,LIZIQI,,$7.99,76,,,,Pear Loquat Leaf Extract 70g*6,,,76,China,4.6
Purunto Pauch Hosui Nashi 120g,https://www.yamibuy.com/en/p/purunto-pauch-hosui-nashi-120g/1018045571,ORIHIRO,,$2.29,4,,,,Purunto Pauch Hosui Nashi 120g,,,4,Japan,4.2
Fried Yogurt Pudding 85g*6,https://www.yamibuy.com/en/p/clever-mama-fried-yogurt-pudding-85g-6/1018035221,CLEVER MAMA,,$6.99,5,,,,Fried Yogurt Pudding 85g*6,,,5,Korea,4.8
Yogurt Sakura Pudding,https://www.yamibuy.com/en/p/sakura-pudding/1018039781,Lingsik King,5 Options,$2.49,4,,,,Yogurt Sakura Pudding,,,4,Japan,4.2
Yangmei Honey Flavor 5 bags 1265g,https://www.yamibuy.com/en/p/guiling-shuang-yangmei-honey-flavour-5-bags-1265g/1018042251,SUNITY,,$6.99,7,,,,Yangmei Honey Flavor 5 bags 1265g,,,7,China,4.9
Yogurt Sakura Pudding 3pc,https://www.yamibuy.com/en/p/sakura-pudding/1018039771,Lingsik King,5 Options,,4,$7.99,$8.49,6% OFF,Yogurt Sakura Pudding 3pc,$7.99,$8.49,4,Japan,3.8
Turtle Cream Chrysanthemum Flavor 200g,https://www.yamibuy.com/en/p/coins-turtle-cream-silk-mangosteen-200g/1018031521,COINS,3 Options,$1.49,7,,,,Turtle Cream Chrysanthemum Flavor 200g,,,7,China,4.7
Chcolate Pudding 3pcs【Best Before 8/17/2021】,https://www.yamibuy.com/en/p/chcolate-milk-egg-pudding-3pcs/1016084281,MILKY GOLD,2 Options,$21.99,4,,,,Chcolate Pudding 3pcs【Best Before 8/17/2021】,,,4,Japan,3.8
Kudamono Tanoshimu Hakuto 195g,https://www.yamibuy.com/en/p/kudamono-tanoshimu-hakuto-195g/1018043531,WAKAYAMA SANGYO,,,3,$2.49,$3.69,33% OFF,Kudamono Tanoshimu Hakuto 195g,$2.49,$3.69,3,Japan,3.7
Turtle Cream Longan Flavor 200g,https://www.yamibuy.com/en/p/coins-turtle-cream-longan-200g/1018031511,COINS,3 Options,$1.49,3,,,,Turtle Cream Longan Flavor 200g,,,3,China,5
Kudamono Tanoshimu Mikan 195g,https://www.yamibuy.com/en/p/kudamono-tanoshimu-mikan-195g/1018043521,WAKAYAMA SANGYO,,,,$2.69,$2.89,7% OFF,Kudamono Tanoshimu Mikan 195g,$2.69,$2.89,Be the first!,Japan,
Lactobacillus Pudding Original Flavor 85g*6,https://www.yamibuy.com/en/p/clever-mama-lactobacillus-pudding-original-85g-6/1018035251,CLEVER MAMA,,$6.99,9,,,,Lactobacillus Pudding Original Flavor 85g*6,,,9,Korea,4.9
MAILISU Mylikes Yogurt Flavor 65g,https://www.yamibuy.com/en/p/mailisu-mylikes-yogurt-flavor-65g/1018013511,LIANGFENG,,$1.49,35,,,,MAILISU Mylikes Yogurt Flavor 65g,,,35,China,2.9
Konjac Powder Strawberry Flavor 40g,https://www.yamibuy.com/en/p/kangyaku-konjac-powder-strawberry-flavor-40g/1018011471,KANGYAKU,4 Options,$1.29,10,,,,Konjac Powder Strawberry Flavor 40g,,,10,China,3.5
HUI LAU SHAN Lychee Pudding 650g,https://www.yamibuy.com/en/p/huilalishan-litchi-pudding-650g/1018029331,HUILALISHAN,,$12.59,19,,,,HUI LAU SHAN Lychee Pudding 650g,,,19,Hong Kong,4.2
Almond Tofu Mango Flavor 238g,https://www.yamibuy.com/en/p/tarami-almond-tofu-mango-flavor-238g/1018040111,TARAMI,3 Options,$2.99,1,,,,Almond Tofu Mango Flavor 238g,,,1,Japan,5
Premium Gold Kiwi 205g,https://www.yamibuy.com/en/p/premium-gold-kiwi-205g/1018042911,BOURBON,,$2.99,2,,,,Premium Gold Kiwi 205g,,,2,Japan,5
Freeze-Dried Fruits Assorted Flavors 36g,https://www.yamibuy.com/en/p/freeze-dried-fruits-assorted-flavors-36g/1018038121,YOULINGYOUSHI,,$5.99,10,,,,Freeze-Dried Fruits Assorted Flavors 36g,,,10,China,4.6
White Chocolate with Blueberry Jam Pudding 3pcs,https://www.yamibuy.com/en/p/shiroi-koibito-white-lover-white-chocolate-pudding-3pcs/1018037041,ISHIYA SEIKA,,$22.99,5,,,,White Chocolate with Blueberry Jam Pudding 3pcs,,,5,Japan,4.4
Puruhada Konnyaku Aloe&Shirobudo 150g,https://www.yamibuy.com/en/p/suntor-puruhada-konnyaku-aloe-shirobudo-150g/1018030991,SUNTORY,,$2.99,9,,,,Puruhada Konnyaku Aloe&Shirobudo 150g,,,9,Japan,4.6
Coconut Particles 8*40g,https://www.yamibuy.com/en/p/coconut-particles-8-40g/1018041921,ZHANYI,,$4.99,,,,,Coconut Particles 8*40g,,,Be the first!,China,
Turtle Cream Litchi Flavor 200g,https://www.yamibuy.com/en/p/coins-turtle-cream-litchi-200g/1018031501,COINS,3 Options,$1.49,3,,,,Turtle Cream Litchi Flavor 200g,,,3,China,5
Herbal Drink Value Pack (Ginseng Honey*1+Jujube*1+Soy Milk*1),https://www.yamibuy.com/en/p/herbal-drink-value-pack/1018039961,SUNITY,,,1,$6.99,$7.39,6% OFF,Herbal Drink Value Pack (Ginseng Honey*1+Jujube*1+Soy Milk*1),$6.99,$7.39,1,China,3
Pudding Powder 80g,https://www.yamibuy.com/en/p/tianzhishan-pudding-powder-80g/1018029981,TIANZHISHAN,2 Options,$1.79,5,,,,Pudding Powder 80g,,,5,Taiwan,4.6
ANYTIME Milk & Mint Candy 74g,https://www.yamibuy.com/en/p/lotte-anytime-milk-mint-candy-74g/1018006001,LOTTE Korea,,,20,$2.99,$3.39,12% OFF,ANYTIME Milk & Mint Candy 74g,$2.99,$3.39,20,Korea,4.8
HUI LAU SHAN Mango Pudding 650g,https://www.yamibuy.com/en/p/huilalishan-mango-pudding-650g/1018029321,HUILALISHAN,,$12.59,33,,,,HUI LAU SHAN Mango Pudding 650g,,,33,Hong Kong,3.1
Caramel Puff Pudding Dessert 69g,https://www.yamibuy.com/en/p/pie-fruit-special-caramel-pudding-69g/1018040331,LOTTE Japan,,$3.69,8,,,,Caramel Puff Pudding Dessert 69g,,,8,Japan,4.6
Dessert Hot Pot (Black Tea Flavor) 565g+14ml,https://www.yamibuy.com/en/p/sunity-dessert-hot-pot-black-tea-flavor-565g-14ml/1147006121,SUNITY,,,10,$9.99,$10.59,6% OFF,Dessert Hot Pot (Black Tea Flavor) 565g+14ml,$9.99,$10.59,10,China,4.8
Sakura Pudding 5pc,https://www.yamibuy.com/en/p/tsuruya-confectionery-hana-no-kai/1018039481,Lingsik King,5 Options,$14.99,2,,,,Sakura Pudding 5pc,,,2,Japan,5
Kit Kat Mini Matcha Chocolate Flavor  12pcs 140g,https://www.yamibuy.com/en/p/nestle-kit-kat-mini-matcha-chocolate-flavor-12pcs/1018026281,NESTLE,,$6.99,17,,,,Kit Kat Mini Matcha Chocolate Flavor  12pcs 140g,,,17,Japan,4.2
Cheese Pudding Original 85g*6,https://www.yamibuy.com/en/p/clever-mama-cheese-pudding-original-85g-6/1018035231,CLEVER MAMA,,$6.99,10,,,,Cheese Pudding Original 85g*6,,,10,Korea,4.4
