Title,Title_link,Thumbnail,brand-title,brand-variants,comment-star__count,Price,Headline,Field1,Field2,Field3,Field4
Egg Yolk Puff With Red Bean Paste 360g,https://www.yamibuy.com/en/p/egg-yolk-puff-with-red-bean-paste-360g/1016073121,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SUNGIVEN FOODS,4 Options,,,Egg Yolk Puff With Red Bean Paste 360g,83,China,Red Bean Flavor,4.7
SUGAR & SPICE Toffee Nougat 250g International Version,https://www.yamibuy.com/en/p/sugar-spice-qc03-2-toffee-nougat-250g-international-version/1016067701,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Sugar & Spice,,,,SUGAR & SPICE Toffee Nougat 250g International Version,3,Taiwan,,4.3
Matcha Rice Cake 180g,https://www.yamibuy.com/en/p/item/1016066951,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MAEDA CONFECTIONERY,,,,Matcha Rice Cake 180g,3,Japan,,4.7
Egg Yolk Biscuits 240g,https://www.yamibuy.com/en/p/ksf-cracker-108g/1016066281,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MASTER KONG,,,$4.39,Egg Yolk Biscuits 240g,Be the first!,China,,4.4
Mung Bean Pastry 3pcs 159g,https://www.yamibuy.com/en/p/chen-yun-pao-chuan-mung-bean-pas-3pcs/1016064011,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHEN YUN PAO CHUAN,9 Options,,,Mung Bean Pastry 3pcs 159g,107,Taiwan,Mung Bean Pastry,4.7
Taiwan Pastry 3pcs,https://www.yamibuy.com/en/p/chen-yun-pao-chuan-taiwan-moon-3pcs/1016063961,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHEN YUN PAO CHUAN,9 Options,,$6.59,Taiwan Pastry 3pcs,8,Taiwan,Moon Cake,4.4
Black Gold Crisp 6pc 270g,https://www.yamibuy.com/en/p/chengyouchengzhai-black-gold-crispy-270g/1016062691,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YOUCHENGZHAI,,,$22.99,Black Gold Crisp 6pc 270g,12,China,,4.5
Egg soft cake 600g,https://www.yamibuy.com/en/p/sea-woods-egg-soft-cake-600g/1016061091,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SEA WOODS,,,$5.59,Egg soft cake 600g,1,Taiwan,,4
OEC almond pastry 210g,https://www.yamibuy.com/en/p/oec-almond-pastry-210g/1016061021,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SMILE SUN,5 Options,,$3.29,OEC almond pastry 210g,3,Taiwan,,5
Almond biscuits 150g,https://www.yamibuy.com/en/p/smile-sun-almond-biscuits-150g/1016061001,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SMILE SUN,5 Options,,$2.09,Almond biscuits 150g,10,Taiwan,Almond Flavor 150g,4.7
Pineapple cake 200g,https://www.yamibuy.com/en/p/smile-sun-pineapple-cake-200g/1016060921,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SMILE SUN,3 Options,,$2.99,Pineapple cake 200g,13,Taiwan,,4.3
Salted Egg Yolk Flour Cakes 240g,https://www.yamibuy.com/en/p/jingyizhen-salted-egg-yolk-flour-cakes-240g/1016060701,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JINGYIZHEN,,,$4.09,Salted Egg Yolk Flour Cakes 240g,32,China,,3.9
Black Sugar Cake 300g,https://www.yamibuy.com/en/p/royal-family-black-sugar-cake-300g/1016060681,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ROYAL FAMILY,,,$5.59,Black Sugar Cake 300g,10,Taiwan,,4.2
Bubble Milk Tea Pineapple Cake 270g,https://www.yamibuy.com/en/p/xiaoshandenglu-bubble-milk-tea-pineapplei-cake-270g/1016060331,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,XIAOSHANDENGLU,,,$5.99,Bubble Milk Tea Pineapple Cake 270g,16,Taiwan,,4.9
Taiwan Brown sugar Flavored Biscuit 330g,https://www.yamibuy.com/en/p/taiwan-brown-sugar-flavored-biscuit/1016058291,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TAIWANCHANGSONG,,,$4.99,Taiwan Brown sugar Flavored Biscuit 330g,5,Taiwan,,4
Sesame Flour Soft Flour Cake 960g,https://www.yamibuy.com/en/p/jingyizhen-sesame-flour-soft-flour-cake-960g/1016042031,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JINGYIZHEN,2 Options,,$9.99,Sesame Flour Soft Flour Cake 960g,2,China,China,5
Buckwheat Crispies 600g,https://www.yamibuy.com/en/p/panda-buckwheat-crispies-600g/1016038941,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,PANDA,3 Options,,$4.99,Buckwheat Crispies 600g,5,China,China,4.4
Nougat Biscuit Scallion Flavor 400g,https://www.yamibuy.com/en/p/nougat-biscuit-scallion-400g/1016092951,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Tang Shop,,,$22.99,Nougat Biscuit Scallion Flavor 400g,Be the first!,Taiwan,,
Lunar New Year Gift Box,https://www.yamibuy.com/en/p/lunar-new-year-gif-box/1016079121,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,zhiweiguan,,6,$69.90,Lunar New Year Gift Box,6,China,,5
Assorted Egg Yolk Pastry Gift Box 540g,https://www.yamibuy.com/en/p/assorted-egg-yolk-pastry-gift-box-540g/1016089451,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SUNGIVEN FOODS,,12,,Assorted Egg Yolk Pastry Gift Box 540g,12,China,,4.5
Raisin Sesame Soft Flour Cake 227g,https://www.yamibuy.com/en/p/nice-choice-raisin-sesame-soft-flour-cake-227g/1016004571,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NICE CHOICE,,42,$1.99,Raisin Sesame Soft Flour Cake 227g,42,Taiwan,Taiwan,4.3
Din Tai Fung Golden Pineapple Cake 10/box 380g,https://www.yamibuy.com/en/p/din-tai-fung-golden-pineapple-cake-10-box-380g/1016095481,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DIN TAI FUNG,,,$39.99,Din Tai Fung Golden Pineapple Cake 10/box 380g,Be the first!,Taiwan,,
Black Sugar Pearl Boba Pineapple Cake 450g,https://www.yamibuy.com/en/p/black-sugar-pearl-pineapple-cake-450g/1016088611,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TIGER SUGAR,,8,$19.99,Black Sugar Pearl Boba Pineapple Cake 450g,8,Taiwan,,4.1
Happiness Cake Gift Box 880g,https://www.yamibuy.com/en/p/happiness-cake-gift-880g/1016079831,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Dao Xiang Cun,,4,$28.99,Happiness Cake Gift Box 880g,4,China,,5
Lunar New Year Gift Box,https://www.yamibuy.com/en/p/lunar-new-year-gif-box/1016079101,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,zhiweiguan,,1,$59.90,Lunar New Year Gift Box,1,China,,5
Egg Yolk Puff With Red Bean Paste,https://www.yamibuy.com/en/p/egg-yolk-puff-with-red-bean-paste/1016086771,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ONETANG,4 Options,4,$9.99,Egg Yolk Puff With Red Bean Paste,4,China,Red Bean Paste,5
Egg Yolk Puff With Matcha Paste,https://www.yamibuy.com/en/p/egg-yolk-puff-with-matcha-paste/1016086801,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ONETANG,4 Options,5,$9.99,Egg Yolk Puff With Matcha Paste,5,China,Matcha Flavor,4.8
Milk Pudding Matcha Flavor 330ml,https://www.yamibuy.com/en/p/japanese-milk-cream-japanese-dessert-japanese-matcha-flavour-330ml/1016081651,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DULIYOUHUO,3 Options,7,$3.69,Milk Pudding Matcha Flavor 330ml,7,China,Matcha Flavor,3.7
Mochimochi Chocola Sakura Matcha 87g,https://www.yamibuy.com/en/p/mochimochi-chocola-sakura-matcha-87g/1016087511,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,,1,$3.69,Mochimochi Chocola Sakura Matcha 87g,1,Japan,,5
Soft Flour Cake Egg Crisp Crackers Sesame Flavor 600g,https://www.yamibuy.com/en/p/miguduo-soft-flour-cake-egg-crisp-crackers-sesame-flavor-600g/1016025821,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MIGUDUO,,2,$3.99,Soft Flour Cake Egg Crisp Crackers Sesame Flavor 600g,2,China,China,5
Black Egg Yolk Pastry 1pc 58g,https://www.yamibuy.com/en/p/black-egg-yolk-crisp-1-piece-58g/1016077501,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Quzile,,,$2.69,Black Egg Yolk Pastry 1pc 58g,14,China,,4.4
Original Flavor Pineapple Cake 600g,https://www.yamibuy.com/en/p/kaonuxu-original-pineapple-cake-600g/1016076661,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Kaonuxu,8 Options,,,Original Flavor Pineapple Cake 600g,1,Taiwan,Original Flavor,4
Mixed 2 Flavors Pineapple Original Flavor + Charcoal Flavor 600g,https://www.yamibuy.com/en/p/kaonuxu-mix-2-flavors-original-charcoal-600g/1016076621,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Kaonuxu,8 Options,,$59.99,Mixed 2 Flavors Pineapple Original Flavor + Charcoal Flavor 600g,1,Taiwan,Mixed Flavor Original+Charcoal,5
Egg Yolk Puff With Matcha Paste 360g,https://www.yamibuy.com/en/p/egg-yolk-puff-with-matcha-paste-360g/1016073151,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SUNGIVEN FOODS,4 Options,,,Egg Yolk Puff With Matcha Paste 360g,89,China,Matcha Flavor,4.6
Taiwan Red quinoa black sesame cake 252g,https://www.yamibuy.com/en/p/djulis-taiwan-red-quinoa-black-sesame-cake-252g/1016072051,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DJULIS,,,$17.99,Taiwan Red quinoa black sesame cake 252g,2,Taiwan,,5
Snowflake Nougat Biscuits  200g,https://www.yamibuy.com/en/p/gobuycake-snowflake-nougat-biscuits-200g/1016070621,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GOBUYCAKE,,,,Snowflake Nougat Biscuits  200g,1,Taiwan,,5
Strawberry Nougat 210g International Version,https://www.yamibuy.com/en/p/sugar-spice-qd09-1-strawberry-nougat-210g-international-version/1016067711,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Sugar & Spice,,,$31.49,Strawberry Nougat 210g International Version,3,Taiwan,,5
Apple Rice Cake,https://www.yamibuy.com/en/p/item/1016067121,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MAEDA CONFECTIONERY,,,,Apple Rice Cake,2,Japan,,5
Strawberry Rice Cake,https://www.yamibuy.com/en/p/item/1016066941,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MAEDA CONFECTIONERY,,,,Strawberry Rice Cake,Be the first!,Japan,,
Durian Cake Gift Box 26g*12,https://www.yamibuy.com/en/p/fu-yishani-durian-cake-gift-box-26g-12/1016066751,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Fu Yishan,,,,Durian Cake Gift Box 26g*12,5,Taiwan,,4.8
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Strawberry Rice Cake,https://www.yamibuy.com/en/p/item/1016066941,https://cdn.yamibuy.net/item/e243dbc7b882adfe87ef4298749e45a1_684x684.webp,MAEDA CONFECTIONERY,,,,Strawberry Rice Cake,Be the first!,Japan,,
Durian Cake Gift Box 26g*12,https://www.yamibuy.com/en/p/fu-yishani-durian-cake-gift-box-26g-12/1016066751,https://cdn.yamibuy.net/item/9de1eabcb425f0bc8720a4aaace994d8_684x684.webp,Fu Yishan,,,,Durian Cake Gift Box 26g*12,5,Taiwan,,4.8
Peanut cake 50g*10,https://www.yamibuy.com/en/p/yen-shin-fa-cookies-peanut-cake-50g-10/1016066741,https://cdn.yamibuy.net/item/69aa8c82f03916a4cf5556341b1aa06a_684x684.webp,YEN SHIN FA COOKIES,,,$36.99,Peanut cake 50g*10,7,Taiwan,,3.6
Almond Nougat 250g,https://www.yamibuy.com/en/p/xiaoshandenglu-almond-nougat-250g/1016066351,https://cdn.yamibuy.net/item/2074ec19dfe77e146f209e26ac653229_684x684.webp,XIAOSHANDENGLU,,,,Almond Nougat 250g,21,Taiwan,,4.5
Taro Pastry 3pcs 159g,https://www.yamibuy.com/en/p/chen-yun-pao-chuan-taro-pastry-3pcs/1016064001,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHEN YUN PAO CHUAN,9 Options,,,Taro Pastry 3pcs 159g,358,Taiwan,Taro Pastry,4.8
Royal Tamba Cake 3pcs 159g,https://www.yamibuy.com/en/p/chen-yun-pao-chuan-royal-tamba-cake-3pcs/1016063941,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHEN YUN PAO CHUAN,9 Options,,$6.59,Royal Tamba Cake 3pcs 159g,311,Taiwan,Royal Tamba Cake,4.8
Mung Bean Pastry 150g 6pc,https://www.yamibuy.com/en/p/panxiangji-mung-bean-cake/1016063921,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,panxiangji,,,,Mung Bean Pastry 150g 6pc,8,China,,4.5
Sweet Lotus Root 400g,https://www.yamibuy.com/en/p/zhiweiguan-sweet-lotus-root-400g/1150000451,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,zhiweiguan,,,$6.99,Sweet Lotus Root 400g,50,China,,3.7
Handmade Caramel Treat Scallion and Garlic Flavor 100g,https://www.yamibuy.com/en/p/ching-tse-handmade-caramel-treat-scarllion-garlic-falvor/1016063031,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHING TSE,3 Options,,$11.99,Handmade Caramel Treat Scallion and Garlic Flavor 100g,1,Taiwan,Scallion and Garlic Flavor,5
Pineapple Cake 4 Flavors Original Mango Charcoal Matcha 12pc * 50g,https://www.yamibuy.com/en/p/kaonuxu-pineapple-cake-4-flavors-original-mango-charcoal-matcha/1016061611,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Kaonuxu,8 Options,,,Pineapple Cake 4 Flavors Original Mango Charcoal Matcha 12pc * 50g,11,Taiwan,,4.3
Green Tea Cake 300g,https://www.yamibuy.com/en/p/royal-family-green-tea-cake-300g/1016060661,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ROYAL FAMILY,,,$5.59,Green Tea Cake 300g,4,Taiwan,,4.2
Pie Cookies - Matcha 120g,https://www.yamibuy.com/en/p/royal-family-pie-cookies-matcha-119g/1016059621,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ROYAL FAMILY,3 Options,,$2.49,Pie Cookies - Matcha 120g,28,Taiwan,,4
Rice Cake Fruit Flavor 300g,https://www.yamibuy.com/en/p/huazhilian-rice-cake-fruit-flavor-10-5oz/1016057861,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HUAZHILIAN,4 Options,,$4.09,Rice Cake Fruit Flavor 300g,4,China,,1
DXC Glutinous Rice Dumpling (Mixed) 328g,https://www.yamibuy.com/en/p/dxc-glutinous-rice-dumpling-mixed-328g/1016057611,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Dao Xiang Cun,,,$5.49,DXC Glutinous Rice Dumpling (Mixed) 328g,55,China,,4
Sachima Soft Flour Cake Xylitol Flavor 454g,https://www.yamibuy.com/en/p/dxc-soft-flour-cake-xylitol-flavor-454g/1016056891,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Dao Xiang Cun,3 Options,,$8.49,Sachima Soft Flour Cake Xylitol Flavor 454g,41,China,Xylitol Flavor 454g,4.5
Brown Sugar Crispies 600g,https://www.yamibuy.com/en/p/panda-brown-sugar-crispies-600g/1016038951,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,PANDA,3 Options,,$4.99,Brown Sugar Crispies 600g,8,China,China,2.8
Dragon Beard Candy 200g,https://www.yamibuy.com/en/p/dragon-beared-candy-200g/1016080761,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GONYUFANG,,6,$5.99,Dragon Beard Candy 200g,6,China,,5
Mango Shortcake Sandwich 184g,https://www.yamibuy.com/en/p/hsufuchi-mango-shortcake-sandwich-184g/1016005661,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HSUFUCHI,4 Options,25,$3.69,Mango Shortcake Sandwich 184g,25,Hong Kong,,4.6
Egg Flavor Soft Flour Cake 518g,https://www.yamibuy.com/en/p/jingyizhen-egg-flavor-soft-flour-cake-518g/1016005401,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JINGYIZHEN,4 Options,16,$4.99,Egg Flavor Soft Flour Cake 518g,16,China,China,4.5
JIKAKU Red Bean Jelly Original Flavor 150g,https://www.yamibuy.com/en/p/jikaku-red-bean-jelly-original-flavor-150g/1016004611,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SUGIMOTOYA,,15,$2.49,JIKAKU Red Bean Jelly Original Flavor 150g,15,Japan,Japan,4.2
JIKAKU Red Bean Jelly -Chestnut Flavor,https://www.yamibuy.com/en/p/jikaku-red-bean-jelly-chestnut-flavor/1016004581,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SUGIMOTOYA,,9,$2.49,JIKAKU Red Bean Jelly -Chestnut Flavor,9,Japan,Japan,4.1
Pound Cake Selection 10pcs 270g,https://www.yamibuy.com/en/p/pound-cake-selection-ps-10/1016093141,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,,3,,Pound Cake Selection 10pcs 270g,3,Japan,,4.7
Matcha Jelly 105g,https://www.yamibuy.com/en/p/taste-yokan-kaoru-matcha-105g/1020050041,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,IMURAYA,,2,$5.49,Matcha Jelly 105g,2,Japan,,5
Red Bead Dessert 150g,https://www.yamibuy.com/en/p/mizuyokan-brick-150g/1016084141,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SUGIMOTOYA,,1,$4.19,Red Bead Dessert 150g,1,Japan,,3
Soft Flour Cake Brown Sugar Flavor 469g,https://www.yamibuy.com/en/p/soft-flour-cake-brown-sugar-flavor-469g/1016078621,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HSUFUCHI,,,,Soft Flour Cake Brown Sugar Flavor 469g,9,Taiwan,,4.4
Cranberry Pastry 1pc 58g,https://www.yamibuy.com/en/p/cranberry-shortbread-1-piece-58g/1016077521,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Quzile,,,$2.69,Cranberry Pastry 1pc 58g,3,China,,4.7
Durian Pastry 1pc 58g,https://www.yamibuy.com/en/p/durian-shortbread-1-piece-58g/1016077491,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Quzile,,,$2.69,Durian Pastry 1pc 58g,17,China,,4.5
Taro Egg Yolk Pastry 1pc 58g,https://www.yamibuy.com/en/p/taro-egg-yolk-crisp-1-piece-58g/1016077481,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Quzile,,,$2.69,Taro Egg Yolk Pastry 1pc 58g,26,China,,4.5
Pineapple Crisp Apple Crisp Gift Box (2021 New Year Gift Box) 250g+225g,https://www.yamibuy.com/en/p/pineapple-crisp-apple-crisp-gift-box-2021-new-year-gift-box-930g/1016077301,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SunnyHills,,,,Pineapple Crisp Apple Crisp Gift Box (2021 New Year Gift Box) 250g+225g,1,Taiwan,,4
Sweet Potato Cookies 300g,https://www.yamibuy.com/en/p/liancheng-sweet-potato-cookies-300g/1016072091,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Liancheng,,,$6.49,Sweet Potato Cookies 300g,3,Taiwan,,5
Taiwan Red Quinoa Cakes Roselle 180g,https://www.yamibuy.com/en/p/djulis-taiwan-red-quinoa-cakes-roselle-180g/1016072031,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DJULIS,,,$13.99,Taiwan Red Quinoa Cakes Roselle 180g,8,Taiwan,,4.8
Bubble Tea Cake 30g*10pc,https://www.yamibuy.com/en/p/yen-shin-fa-bubble-tea-cake-30g-10/1016070611,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YEN SHIN FA COOKIES,,,,Bubble Tea Cake 30g*10pc,2,Taiwan,Taiwan,5
YEN SHIN FA  Pineapple Pastry 30g*10pc,https://www.yamibuy.com/en/p/yen-shin-fa-pineapple-cake-30g-10/1016070581,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YEN SHIN FA COOKIES,,,,YEN SHIN FA  Pineapple Pastry 30g*10pc,1,Taiwan,,5
YUKI & LOVE Pineapple Cake Boba Flavor 200g,https://www.yamibuy.com/en/p/yuki-love-pineapple-cake-boba-200g/1016067441,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YUKI&LOVE,,,$3.59,YUKI & LOVE Pineapple Cake Boba Flavor 200g,20,Taiwan,,4.2
Egg Yolk Puff Rose Flavor 360g,https://www.yamibuy.com/en/p/panxiangji-egg-yolk-puff-rose-flavor/1016067281,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,panxiangji,,,,Egg Yolk Puff Rose Flavor 360g,6,China,,5
Salted Egg Yolk Pastry 3pcs 159g,https://www.yamibuy.com/en/p/chen-yun-pao-chuan-egg-yolk-pas-3pcs/1016063981,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHEN YUN PAO CHUAN,9 Options,,$6.59,Salted Egg Yolk Pastry 3pcs 159g,202,Taiwan,Egg Yolk Pastry,4.7
Bubble milk tea cake 175g,https://www.yamibuy.com/en/p/smile-sun-bubble-milk-tea-cake-175g/1016061031,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SMILE SUN,,,$4.19,Bubble milk tea cake 175g,3,Taiwan,,4.7
Strawberry cake 208g,https://www.yamibuy.com/en/p/smile-sun-strawberry-cak-208g/1016060961,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SMILE SUN,3 Options,,$2.09,Strawberry cake 208g,17,Taiwan,Strawberry Flavor,4.4
Pineapple cake 208g,https://www.yamibuy.com/en/p/smile-sun-pineapple-cake-208g/1016060951,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SMILE SUN,3 Options,,$2.09,Pineapple cake 208g,14,Taiwan,,4.4
Strawberry cake 200g,https://www.yamibuy.com/en/p/smile-sun-strawberry-cake-200g/1016060931,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SMILE SUN,3 Options,,$2.99,Strawberry cake 200g,9,Taiwan,,4.3
BAMBOO HOUSE Pineapple Cake 300g,https://www.yamibuy.com/en/p/bamboo-house-native-pineapplei-cake-300g/1016060311,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,XIAOSHANDENGLU,,,$4.29,BAMBOO HOUSE Pineapple Cake 300g,12,Taiwan,,4.3
Bubble Milk Tea Pineapple Cake 270g【Use by 2021-03-06】,https://www.yamibuy.com/en/p/bamboo-house-bubble-milk-tea-pineapple-cake-270g/1016059841,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BAMBOO HOUSE,2 Options,,,Bubble Milk Tea Pineapple Cake 270g【Use by 2021-03-06】,142,Taiwan,Bubble Milk Tea Pineapple Cake,4
Pie Cookies - Banana 119g,https://www.yamibuy.com/en/p/royal-family-pie-cookies-banana-119g/1016059611,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ROYAL FAMILY,3 Options,,$2.49,Pie Cookies - Banana 119g,20,Taiwan,Banana Flavor,4.5
HSUFCHI Orange Crisp 184g,https://www.yamibuy.com/en/p/hsufchi-orange-crisp-184g/1016058861,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HSUFUCHI,,,$3.69,HSUFCHI Orange Crisp 184g,4,Taiwan,,3.8
DXC Glutinous Rice Roll Mixed Flavor 328g,https://www.yamibuy.com/en/p/dxc-glutinous-rice-roll-mixed-328g/1016057601,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Dao Xiang Cun,,,$5.99,DXC Glutinous Rice Roll Mixed Flavor 328g,209,China,,4.4
Rice Cake Red Bean Flavor 10.5oz,https://www.yamibuy.com/en/p/rice-cake-red-bean-flavor-10-5oz/1016057481,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HUAZHILIAN,4 Options,,$4.09,Rice Cake Red Bean Flavor 10.5oz,3,China,,3.7
Original Flavor Crispies 600g,https://www.yamibuy.com/en/p/panda-original-flavor-crispies-600g/1016038961,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,PANDA,3 Options,,$4.99,Original Flavor Crispies 600g,31,China,China,4.7
Monet's Garden Golden & Lychee Pineapple Cake Gift Set 8/Box,https://www.yamibuy.com/en/p/monet-s-garden-golden-lychee-pineapple-cake-gift-set-8-box/1016095101,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,EMPEROR LOVE,,,$24.99,Monet's Garden Golden & Lychee Pineapple Cake Gift Set 8/Box,Be the first!,Taiwan,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
BAMBOO HOUSE Pineapple Cake 300g,https://www.yamibuy.com/en/p/bamboo-house-native-pineapplei-cake-300g/1016060311,https://cdn.yamibuy.net/item/d4c671a50e421984d6c5326bd8ac2ff5_684x684.webp,XIAOSHANDENGLU,,,$4.29,BAMBOO HOUSE Pineapple Cake 300g,12,Taiwan,,4.3
Bubble Milk Tea Pineapple Cake 270g【Use by 2021-03-06】,https://www.yamibuy.com/en/p/bamboo-house-bubble-milk-tea-pineapple-cake-270g/1016059841,https://cdn.yamibuy.net/item/ea85ee92b8938de7f32d63d056a52ac3_684x684.webp,BAMBOO HOUSE,2 Options,,,Bubble Milk Tea Pineapple Cake 270g【Use by 2021-03-06】,142,Taiwan,Bubble Milk Tea Pineapple Cake,4
Pie Cookies - Banana 119g,https://www.yamibuy.com/en/p/royal-family-pie-cookies-banana-119g/1016059611,https://cdn.yamibuy.net/item/2f55e6b0bb7829fa09901056976328e7_684x684.webp,ROYAL FAMILY,3 Options,,$2.49,Pie Cookies - Banana 119g,20,Taiwan,Banana Flavor,4.5
HSUFCHI Orange Crisp 184g,https://www.yamibuy.com/en/p/hsufchi-orange-crisp-184g/1016058861,https://cdn.yamibuy.net/item/0baa8e8d1b67908f2884db7db82f2917_684x684.webp,HSUFUCHI,,,$3.69,HSUFCHI Orange Crisp 184g,4,Taiwan,,3.8
DXC Glutinous Rice Roll Mixed Flavor 328g,https://www.yamibuy.com/en/p/dxc-glutinous-rice-roll-mixed-328g/1016057601,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Dao Xiang Cun,,,$5.99,DXC Glutinous Rice Roll Mixed Flavor 328g,209,China,,4.4
