Title,Title_link,Thumbnail,brand-title,comment-star__count,Price,brand-variants,Headline,Field1,Field2
Blueberry Flavor Swiss Roll Cake 24pcs,https://www.yamibuy.com/en/p/blueberry-flavor-swiss-roll-cake-24pcs/1016080901,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OTHER BRANDS,7,$4.69,4 Options,Blueberry Flavor Swiss Roll Cake 24pcs,4.4,N/A
Mini Honey Cake 500g,https://www.yamibuy.com/en/p/mini-honey-cake-500g/1016079741,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DOCIM,2,$10.49,,Mini Honey Cake 500g,5,China
Peanut cake 50g*10,https://www.yamibuy.com/en/p/yen-shin-fa-cookies-peanut-cake-50g-10/1016066741,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YEN SHIN FA COOKIES,7,$36.99,,Peanut cake 50g*10,3.6,Taiwan
YUKI/LOVE Salted Egg Yolk Cake 200g,https://www.yamibuy.com/en/p/yuki-love-salted-egg-yolk-cake-200g/1016048321,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YUKI&LOVE,1,$3.59,,YUKI/LOVE Salted Egg Yolk Cake 200g,3,Taiwan
Baked Soft Cake - Orange 198g,https://www.yamibuy.com/en/p/kubota-baked-soft-cake-orange-200g/1016032591,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KUBOTA,8,$4.29,8 Options,Baked Soft Cake - Orange 198g,2.6,Japan
Macaron Cake Cranberry,https://www.yamibuy.com/en/p/macaron-cake-cranberry/1016088551,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JINYU,1,$3.49,,Macaron Cake Cranberry,5,China
【Frozen】Honey Lemonade Cake 1pcs,https://www.yamibuy.com/en/p/honey-lemonade-1pcs/1016084621,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LETAO,1,,,【Frozen】Honey Lemonade Cake 1pcs,5,Japan
Apple Rice Cake,https://www.yamibuy.com/en/p/item/1016067121,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MAEDA CONFECTIONERY,2,,,Apple Rice Cake,5,Japan
Goten Okinawa Brown Sugar Chocolate Cake 8pcs,https://www.yamibuy.com/en/p/okashi-goten-okinawa-brown-sugar-chocolate-cake-8pcs/1016075741,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OKASHI,3,,,Goten Okinawa Brown Sugar Chocolate Cake 8pcs,5,Japan
Green Tea Cake 300g,https://www.yamibuy.com/en/p/royal-family-green-tea-cake-300g/1016060661,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ROYAL FAMILY,4,$5.59,,Green Tea Cake 300g,4.2,Taiwan
Soft Flour Cake Egg Crisp Crackers Sesame Flavor 600g,https://www.yamibuy.com/en/p/miguduo-soft-flour-cake-egg-crisp-crackers-sesame-flavor-600g/1016025821,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MIGUDUO,2,$3.99,,Soft Flour Cake Egg Crisp Crackers Sesame Flavor 600g,5,China
【Frozen】Red Bean and Cheese Cake Roll 1pcs,https://www.yamibuy.com/en/p/anko-and-cheese-cake-roll-1pcs/1016084611,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LETAO,,,,【Frozen】Red Bean and Cheese Cake Roll 1pcs,,Japan
Original Flavor Pineapple Cake 600g,https://www.yamibuy.com/en/p/kaonuxu-original-pineapple-cake-600g/1016076661,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Kaonuxu,1,,8 Options,Original Flavor Pineapple Cake 600g,4,Taiwan
Strawberry Rice Cake,https://www.yamibuy.com/en/p/item/1016066941,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MAEDA CONFECTIONERY,,,,Strawberry Rice Cake,,Japan
ECHIGO Mochidukuri A Rick cake 139g,https://www.yamibuy.com/en/p/echigo-mochidukuri-a-139g/1017043021,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MIYUKIDO HONPO,,$10.99,,ECHIGO Mochidukuri A Rick cake 139g,,Japan
Matcha Chocolate Cake 6pc,https://www.yamibuy.com/en/p/ylvaine-matcha-x-chocolate-6-pieces/1016081881,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,,$4.89,,Matcha Chocolate Cake 6pc,,Japan
Rice Cake Fruit Flavor 300g,https://www.yamibuy.com/en/p/huazhilian-rice-cake-fruit-flavor-10-5oz/1016057861,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HUAZHILIAN,4,$4.09,4 Options,Rice Cake Fruit Flavor 300g,1,China
MARUKYO Baked Red Bean Cake Green Tea 6Packs 310g,https://www.yamibuy.com/en/p/marukyo-baked-red-bean-cake-green-tea-6packs-310g/1016071992,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WANGJING,,$6.99,,MARUKYO Baked Red Bean Cake Green Tea 6Packs 310g,,Japan
Monet's Garden Golden & Lychee Pineapple Cake Gift Set 8/Box,https://www.yamibuy.com/en/p/monet-s-garden-golden-lychee-pineapple-cake-gift-set-8-box/1016095101,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,EMPEROR LOVE,,$24.99,,Monet's Garden Golden & Lychee Pineapple Cake Gift Set 8/Box,,Taiwan
Banh Pia Durian Cake Vegetarian 4pc 280g,https://www.yamibuy.com/en/p/bsnh-pia-cake-vegetarian-280g/1016063641,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,THIEN SA,91,$4.99,3 Options,Banh Pia Durian Cake Vegetarian 4pc 280g,4.6,Vietnam
MON CHER Cacao Cake 12pcs 384g,https://www.yamibuy.com/en/p/lotte-mon-cher-cacao-cake-12pcs-384g/1016010961,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOTTE Korea,32,$7.99,4 Options,MON CHER Cacao Cake 12pcs 384g,4.8,Korea
Mellow Bean Paste Osmanthus Cake 190g,https://www.yamibuy.com/en/p/zhiweiguan-mellow-bean-paste-osmanthus-cake-190g/1016067611,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,zhiweiguan,36,$8.69,,Mellow Bean Paste Osmanthus Cake 190g,4.6,China
Longjin Green Tea Cake 150g,https://www.yamibuy.com/en/p/zhiweiguan-longjin-green-bean-cake-150g/1150000501,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,zhiweiguan,144,$6.99,,Longjin Green Tea Cake 150g,4.7,China
Mixed Moon Cake,https://www.yamibuy.com/en/p/lam-sheng-kee-mixed-moon-cake/1150002041,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LAM SHENG KEE,16,$23.99,,Mixed Moon Cake,4.1,Taiwan
Dorayaki Baked Red Bean Cake Matcha 5pc,https://www.yamibuy.com/en/p/shirakiku-dorayaki-baked-red-bean-cake-matcha-5pc/1016031541,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SHIRAKIKU,5,$5.49,3 Options,Dorayaki Baked Red Bean Cake Matcha 5pc,4.6,Japan
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Carb Balance Baked Cheese Cake 6pcs,https://www.yamibuy.com/en/p/carb-balance-baked-cheese-cake-6pcs/1016087401,https://cdn.yamibuy.net/item/515214d23cc855b228b75188ce221d16_684x684.webp,BOURBON,1,$4.29,,Carb Balance Baked Cheese Cake 6pcs,4,Japan
Hand-made Crispy Cake 7.5g*12,https://www.yamibuy.com/en/p/sunnyhills-rusk-7-5g-12/1016066771,https://cdn.yamibuy.net/item/234f7c0cbdbeb0a37fd099a1fbff7013_684x684.webp,SunnyHills,12,$23.99,,Hand-made Crispy Cake 7.5g*12,4.3,Taiwan
Flower Cake-Jasmine 210g,https://www.yamibuy.com/en/p/xiangguan-flower-cake-jasmine-210g/1016062451,https://cdn.yamibuy.net/item/a14848a7d6f2450dd0eb665945386d06_684x684.webp,XIANGGUAN,50,$3.69,4 Options,Flower Cake-Jasmine 210g,4.6,China
Peach Steamed Rice Cake 540g,https://www.yamibuy.com/en/p/peach-steamed-rice-cake-540g/1016089161,https://cdn.yamibuy.net/item/289421ebd1be2c5e2c32ac86e1b241c7_684x684.webp,LIZIQI,8,$22.99,,Peach Steamed Rice Cake 540g,4.9,China
Rose With Cheese Flower Cake 320g,https://www.yamibuy.com/en/p/rose-with-cheese-flower-cake-320g/1016077811,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HUAMUZI,38,$8.99,7 Options,Rose With Cheese Flower Cake 320g,4.7,China
DXC Crisp Cake 180g,https://www.yamibuy.com/en/p/dxc-crisp-cake-180g/1016057031,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Dao Xiang Cun,16,$4.29,,DXC Crisp Cake 180g,4.9,China
Rose With Honey Flower Cake 320g,https://www.yamibuy.com/en/p/rose-with-honey-flower-cake-320g/1016077861,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HUAMUZI,28,$8.99,7 Options,Rose With Honey Flower Cake 320g,4.6,China
Roll Cake Vanilla Flavor 240g,https://www.yamibuy.com/en/p/fershay-roll-cake-vanilla-240g/1016059451,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,FERSHAY,42,$3.19,2 Options,Roll Cake Vanilla Flavor 240g,4.5,Thailand
TECHANG FOOD Tofu Cake Garlic Flavor 110g,https://www.yamibuy.com/en/p/techang-food-tofu-cake-garlic-flavor-110g/1019006261,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TE CHANG FOOD,17,$1.79,,TECHANG FOOD Tofu Cake Garlic Flavor 110g,4.4,Taiwan
Banh Pia Durian Cake Yolk 5pc 350g,https://www.yamibuy.com/en/p/bsnh-pia-durian-cake-yolk-350g/1016063631,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,THIEN SA,139,$6.89,3 Options,Banh Pia Durian Cake Yolk 5pc 350g,4.8,Vietnam
Finger Cake Cheese Flavor 368g,https://www.yamibuy.com/en/p/3/1016060621,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HEIMUYA,38,$3.89,3 Options,Finger Cake Cheese Flavor 368g,4.6,China
Chan Pui Mui Cake 120g,https://www.yamibuy.com/en/p/chan-pui-mui-cake-120g/1019062091,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,UME HOUSE,9,$4.69,,Chan Pui Mui Cake 120g,4.8,China
YUKI & LOVE Pineapple Cake Boba Flavor 200g,https://www.yamibuy.com/en/p/yuki-love-pineapple-cake-boba-200g/1016067441,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YUKI&LOVE,20,$3.59,,YUKI & LOVE Pineapple Cake Boba Flavor 200g,4.2,Taiwan
TECHANG FOOD Tofu Cake Artificial Pork Flavor 115g,https://www.yamibuy.com/en/p/techang-food-tofu-cake-artificial-pork-flavor-115g/1019006291,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TE CHANG FOOD,25,$1.69,,TECHANG FOOD Tofu Cake Artificial Pork Flavor 115g,4.4,Taiwan
Baum Cake Lemon Flavor 9pc,https://www.yamibuy.com/en/p/9/1016066341,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MARUKIN,28,,,Baum Cake Lemon Flavor 9pc,4.4,Japan
Demon Slayer Soft-Sen Rice Cake 40g,https://www.yamibuy.com/en/p/soft-sen-40g/1017042481,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KURIYAMA AJIMURASAKI,4,$2.99,,Demon Slayer Soft-Sen Rice Cake 40g,5,Japan
Egg Flavor Soft Flour Cake 518g,https://www.yamibuy.com/en/p/jingyizhen-egg-flavor-soft-flour-cake-518g/1016005401,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JINGYIZHEN,16,$4.99,4 Options,Egg Flavor Soft Flour Cake 518g,4.5,China
YEN SHIN FA   Sweetheart Cake 40g*12,https://www.yamibuy.com/en/p/yen-shin-fa-sweetheart-cake-40g-10/1016070601,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YEN SHIN FA COOKIES,2,,,YEN SHIN FA   Sweetheart Cake 40g*12,5,Taiwan
TECHANG FOOD Tofu Cake Barbecue Flavor 115g,https://www.yamibuy.com/en/p/techang-food-tofu-cake-barbecue-flavor-115g/1019006211,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TE CHANG FOOD,6,$1.69,,TECHANG FOOD Tofu Cake Barbecue Flavor 115g,3.7,Taiwan
Yogurt Flavor Cake 240g,https://www.yamibuy.com/en/p/sasiding-lactic-acid-flavor-cake-240g/1016086411,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DALIGROUP,12,$4.39,,Yogurt Flavor Cake 240g,4.9,China
Waffle Cake Egg Flavor 270g,https://www.yamibuy.com/en/p/haoyoulikids-waffle-cake-270g/1016064641,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HAOYOULIKids,6,$3.99,,Waffle Cake Egg Flavor 270g,4.8,China
BAMBOO HOUSE Pineapple Cake 300g,https://www.yamibuy.com/en/p/bamboo-house-native-pineapplei-cake-300g/1016060311,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,XIAOSHANDENGLU,12,$4.29,,BAMBOO HOUSE Pineapple Cake 300g,4.3,Taiwan
【Frozen】Uji Matcha Chestnut Mont Blanc Cake 239g,https://www.yamibuy.com/en/p/f-uji-matcha-pnt-blanc-cake-239g/1016085421,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GOYO SHOKUHIN,4,$11.99,,【Frozen】Uji Matcha Chestnut Mont Blanc Cake 239g,5,Japan
First Snow Cake 550g,https://www.yamibuy.com/en/p/first-snow-cake-550g/1016080541,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SNACK LAB,10,,,First Snow Cake 550g,5,China
Cake Red Velvet and Blueberry Flavor  80g,https://www.yamibuy.com/en/p/steamed-cake-blueberry-flavor-80g/1016084181,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Xiu XIan Nong Chang,12,,5 Options,Cake Red Velvet and Blueberry Flavor  80g,4.6,China
Rock cake 158g,https://www.yamibuy.com/en/p/rock-cake-158g/1016079961,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Yi Mai Fan,15,$14.99,4 Options,Rock cake 158g,4.5,China
Hazelnut Chocolate Cake 12pc 336g,https://www.yamibuy.com/en/p/orion-hazelnut-chocolate-cake-12pc-336g/1016018161,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ORION,11,$6.39,3 Options,Hazelnut Chocolate Cake 12pc 336g,4.5,Korea
Cake Cheese and Milk Tea Flavor 80g,https://www.yamibuy.com/en/p/steamed-cake-cheese-and-milk-tea-flavor-80g/1016084231,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Xiu XIan Nong Chang,12,,5 Options,Cake Cheese and Milk Tea Flavor 80g,4.4,China
Gongliang Zeng Cake (Osmanthus) 360g,https://www.yamibuy.com/en/p/shangu-gongliang-zeng-cake-osmanthus-360g/1147004731,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,VALLEY,6,$4.29,,Gongliang Zeng Cake (Osmanthus) 360g,4.7,China
Wheat Red Bean & Sweet Potato Cake 209.5g,https://www.yamibuy.com/en/p/tenkei-wheat-red-bean-sweet-potato-cake-8-pieces/1016009471,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TENKEI,15,$4.99,,Wheat Red Bean & Sweet Potato Cake 209.5g,4.6,Japan
Soft Flour Cake Brown Sugar Flavor 469g,https://www.yamibuy.com/en/p/soft-flour-cake-brown-sugar-flavor-469g/1016078621,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HSUFUCHI,9,,,Soft Flour Cake Brown Sugar Flavor 469g,4.4,Taiwan
Strawberry cake 208g,https://www.yamibuy.com/en/p/smile-sun-strawberry-cak-208g/1016060961,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SMILE SUN,17,$2.09,3 Options,Strawberry cake 208g,4.4,Taiwan
DXC Rice Cake Sheets Mixed 160g,https://www.yamibuy.com/en/p/dxc-rice-cake-sheets-mixed-160g/1016057581,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Dao Xiang Cun,156,$4.29,,DXC Rice Cake Sheets Mixed 160g,3.9,China
Ding Dong Bear Harry Cake Camel Milk Flavor 450g,https://www.yamibuy.com/en/p/ding-dong-bear-harry-cake-camel-milk-flavor-450g/1016079771,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DOCIM,10,$10.99,,Ding Dong Bear Harry Cake Camel Milk Flavor 450g,4.6,China
Fish Tofu Cake Spicy 100g,https://www.yamibuy.com/en/p/yanting-fisherman-fish-tofu-cake-spicy-100g/1019007131,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YANTING FISHERMAN,18,$2.99,,Fish Tofu Cake Spicy 100g,3.8,China
Ding Dong Bear Paw Cake Boba Milk Tea Flavor 420g,https://www.yamibuy.com/en/p/ding-dong-bear-paw-cake-boba-milk-tea-flavor-420g/1016079761,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DOCIM,10,,,Ding Dong Bear Paw Cake Boba Milk Tea Flavor 420g,4.3,China
Steamed Cake Powder (Brown Sugar) 500g,https://www.yamibuy.com/en/p/steamed-cake-powder-brown-sugar-500g/1149012181,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JAGUAR,,$3.99,,Steamed Cake Powder (Brown Sugar) 500g,,Taiwan
Mini Baked Chizu Cake 119g,https://www.yamibuy.com/en/p/bourbon-mini-baked-chizu-cake-119g/1016075641,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,9,$4.99,,Mini Baked Chizu Cake 119g,4.3,Japan
Pineapple cake 208g,https://www.yamibuy.com/en/p/smile-sun-pineapple-cake-208g/1016060951,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SMILE SUN,14,$2.09,3 Options,Pineapple cake 208g,4.4,Taiwan
Fresh Sea Salt Cheese Cake 312g,https://www.yamibuy.com/en/p/fresh-sea-salt-cheese-cake-312g/1016086501,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,mage's,4,,,Fresh Sea Salt Cheese Cake 312g,4.2,China
Beans Cake 150g,https://www.yamibuy.com/en/p/laman-sweet-beans-cake-150g/1016059181,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LAMAN SWEET,11,$3.69,,Beans Cake 150g,4.1,Japan
INTERNATIONAL FOOD Mung Bean Cake Grape Flavor 300g,https://www.yamibuy.com/en/p/international-food-mung-bean-cake-grape-flavor-300g/1016015791,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,zhoujimeishi,6,$2.99,,INTERNATIONAL FOOD Mung Bean Cake Grape Flavor 300g,4,China
YEN SHIN-FA Pastry Peanuts Sun Cake 50g*10,https://www.yamibuy.com/en/p/yen-shin-fa-cookies-peanuts-sun-cake-50g-10/1016066731,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YEN SHIN FA COOKIES,7,$36.99,,YEN SHIN-FA Pastry Peanuts Sun Cake 50g*10,2.9,Taiwan
Finger Cake Banana Flavor 368g,https://www.yamibuy.com/en/p/3/1016060601,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HEIMUYA,9,$3.89,3 Options,Finger Cake Banana Flavor 368g,4.1,China
Small Cod Caviar Round Cake 22g,https://www.yamibuy.com/en/p/small-cod-caviar-round-cake-22g/1016094391,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,2,,,Small Cod Caviar Round Cake 22g,2.5,Japan
MARUKYO Steamed Bean Cake 8pcs 240g,https://www.yamibuy.com/en/p/marukyo-steamed-bean-cake-8pcs-240g/1016013731,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WANGJING,5,$5.99,,MARUKYO Steamed Bean Cake 8pcs 240g,4.2,Japan
Dear Mapple Cheese Cake Gallette Sandwichs,https://www.yamibuy.com/en/p/dear-mapple-cheese-cake-gallette-sandwichs/1016087471,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MORINAGA,4,$4.39,,Dear Mapple Cheese Cake Gallette Sandwichs,4.8,Japan
Pound Cake Selection 10pcs 270g,https://www.yamibuy.com/en/p/pound-cake-selection-ps-10/1016093141,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,2,,,Pound Cake Selection 10pcs 270g,5,Japan
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Finger Cake Cheese Flavor 368g,https://www.yamibuy.com/en/p/3/1016060621,https://cdn.yamibuy.net/item/e691e6b93d7460eb4cc2983bc4ee8600_684x684.webp,HEIMUYA,38,$3.89,3 Options,Finger Cake Cheese Flavor 368g,4.6,China
Chan Pui Mui Cake 120g,https://www.yamibuy.com/en/p/chan-pui-mui-cake-120g/1019062091,https://cdn.yamibuy.net/item/ae0405b6494e167eede2c6e41c6f9818_684x684.webp,UME HOUSE,9,$4.69,,Chan Pui Mui Cake 120g,4.8,China
YUKI & LOVE Pineapple Cake Boba Flavor 200g,https://www.yamibuy.com/en/p/yuki-love-pineapple-cake-boba-200g/1016067441,https://cdn.yamibuy.net/item/0136827111758f1794bd2a79006842ef_684x684.webp,YUKI&LOVE,20,$3.59,,YUKI & LOVE Pineapple Cake Boba Flavor 200g,4.2,Taiwan
TECHANG FOOD Tofu Cake Artificial Pork Flavor 115g,https://www.yamibuy.com/en/p/techang-food-tofu-cake-artificial-pork-flavor-115g/1019006291,https://cdn.yamibuy.net/item/2653d6c1ba45721e4c3a72bf6620fd97_684x684.webp,TE CHANG FOOD,25,$1.69,,TECHANG FOOD Tofu Cake Artificial Pork Flavor 115g,4.4,Taiwan
Baum Cake Lemon Flavor 9pc,https://www.yamibuy.com/en/p/9/1016066341,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MARUKIN,28,,,Baum Cake Lemon Flavor 9pc,4.4,Japan
Demon Slayer Soft-Sen Rice Cake 40g,https://www.yamibuy.com/en/p/soft-sen-40g/1017042481,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KURIYAMA AJIMURASAKI,4,$2.99,,Demon Slayer Soft-Sen Rice Cake 40g,5,Japan
Egg Flavor Soft Flour Cake 518g,https://www.yamibuy.com/en/p/jingyizhen-egg-flavor-soft-flour-cake-518g/1016005401,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JINGYIZHEN,16,$4.99,4 Options,Egg Flavor Soft Flour Cake 518g,4.5,China
YEN SHIN FA   Sweetheart Cake 40g*12,https://www.yamibuy.com/en/p/yen-shin-fa-sweetheart-cake-40g-10/1016070601,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YEN SHIN FA COOKIES,2,,,YEN SHIN FA   Sweetheart Cake 40g*12,5,Taiwan
TECHANG FOOD Tofu Cake Barbecue Flavor 115g,https://www.yamibuy.com/en/p/techang-food-tofu-cake-barbecue-flavor-115g/1019006211,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TE CHANG FOOD,6,$1.69,,TECHANG FOOD Tofu Cake Barbecue Flavor 115g,3.7,Taiwan
Yogurt Flavor Cake 240g,https://www.yamibuy.com/en/p/sasiding-lactic-acid-flavor-cake-240g/1016086411,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DALIGROUP,12,$4.39,,Yogurt Flavor Cake 240g,4.9,China
Waffle Cake Egg Flavor 270g,https://www.yamibuy.com/en/p/haoyoulikids-waffle-cake-270g/1016064641,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HAOYOULIKids,6,$3.99,,Waffle Cake Egg Flavor 270g,4.8,China
BAMBOO HOUSE Pineapple Cake 300g,https://www.yamibuy.com/en/p/bamboo-house-native-pineapplei-cake-300g/1016060311,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,XIAOSHANDENGLU,12,$4.29,,BAMBOO HOUSE Pineapple Cake 300g,4.3,Taiwan
First Snow Cake 550g,https://www.yamibuy.com/en/p/first-snow-cake-550g/1016080541,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SNACK LAB,10,,,First Snow Cake 550g,5,China
Cake Red Velvet and Blueberry Flavor  80g,https://www.yamibuy.com/en/p/steamed-cake-blueberry-flavor-80g/1016084181,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Xiu XIan Nong Chang,12,,5 Options,Cake Red Velvet and Blueberry Flavor  80g,4.6,China
Rock cake 158g,https://www.yamibuy.com/en/p/rock-cake-158g/1016079961,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Yi Mai Fan,15,$14.99,4 Options,Rock cake 158g,4.5,China
Hazelnut Chocolate Cake 12pc 336g,https://www.yamibuy.com/en/p/orion-hazelnut-chocolate-cake-12pc-336g/1016018161,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ORION,11,$6.39,3 Options,Hazelnut Chocolate Cake 12pc 336g,4.5,Korea
Cake Cheese and Milk Tea Flavor 80g,https://www.yamibuy.com/en/p/steamed-cake-cheese-and-milk-tea-flavor-80g/1016084231,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Xiu XIan Nong Chang,12,,5 Options,Cake Cheese and Milk Tea Flavor 80g,4.4,China
Gongliang Zeng Cake (Osmanthus) 360g,https://www.yamibuy.com/en/p/shangu-gongliang-zeng-cake-osmanthus-360g/1147004731,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,VALLEY,6,$4.29,,Gongliang Zeng Cake (Osmanthus) 360g,4.7,China
Wheat Red Bean & Sweet Potato Cake 209.5g,https://www.yamibuy.com/en/p/tenkei-wheat-red-bean-sweet-potato-cake-8-pieces/1016009471,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TENKEI,15,$4.99,,Wheat Red Bean & Sweet Potato Cake 209.5g,4.6,Japan
Soft Flour Cake Brown Sugar Flavor 469g,https://www.yamibuy.com/en/p/soft-flour-cake-brown-sugar-flavor-469g/1016078621,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HSUFUCHI,9,,,Soft Flour Cake Brown Sugar Flavor 469g,4.4,Taiwan
Strawberry cake 208g,https://www.yamibuy.com/en/p/smile-sun-strawberry-cak-208g/1016060961,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SMILE SUN,17,$2.09,3 Options,Strawberry cake 208g,4.4,Taiwan
Ding Dong Bear Harry Cake Camel Milk Flavor 450g,https://www.yamibuy.com/en/p/ding-dong-bear-harry-cake-camel-milk-flavor-450g/1016079771,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DOCIM,10,$10.99,,Ding Dong Bear Harry Cake Camel Milk Flavor 450g,4.6,China
Fish Tofu Cake Spicy 100g,https://www.yamibuy.com/en/p/yanting-fisherman-fish-tofu-cake-spicy-100g/1019007131,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YANTING FISHERMAN,18,$2.99,,Fish Tofu Cake Spicy 100g,3.8,China
