Title,Title_link,Thumbnail,brand-title,comment-star__count,Price,price-valid,price-invalid,price-discount,Headline,Field1,Field2,Field3,Field4
Broad Noodle Sesame Flavor 116g,https://www.yamibuy.com/en/p/broad-noodle-sesame-flavor-116g/1021088061,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DRAGONFLY BRAND,,$2.99,,,,Broad Noodle Sesame Flavor 116g,Be the first!,,China,
JINGMAILANG Green Onion Pork Chop Instant Noodle 5packs,https://www.yamibuy.com/en/p/jingmailang-green-onion-pork-chop-instant-noodle-5packs/1021000021,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JINMAILANG,68,$4.99,,,,JINGMAILANG Green Onion Pork Chop Instant Noodle 5packs,68,China,China,4.6
Dragonfly Instant Noodle Beef Flavor,https://www.yamibuy.com/en/p/dragonfly-instant-noodle-beef/1021088491,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DRAGONFLY BRAND,,$2.19,,,,Dragonfly Instant Noodle Beef Flavor,Be the first!,,China,
Chicken Flavor Rice Noodle Soup 600g,https://www.yamibuy.com/en/p/chicken-flavor-bean-thread-bags-600g/1021089101,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,VIFON,,$10.99,,,,Chicken Flavor Rice Noodle Soup 600g,Be the first!,,Taiwan,
JINGMAILANG Beef Flavor Instant Noodle 5packs 550g,https://www.yamibuy.com/en/p/jingmailang-beef-flavor-instant-noodle-5packs-550g/1021000031,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JINMAILANG,112,$4.99,,,,JINGMAILANG Beef Flavor Instant Noodle 5packs 550g,112,China,China,4.7
Zha Wang Noodle Dish with Roasted Mild Black Bean Sauce Instant Noodles 4 packs 536g,https://www.yamibuy.com/en/p/nongshim-zha-wang-instant-noodles-4-packs-536g/1021024881,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NONGSHIM,56,,$7.99,$8.99,12% OFF,Zha Wang Noodle Dish with Roasted Mild Black Bean Sauce Instant Noodles 4 packs 536g,56,United States,Korea,4.2
Konnyaku Sheet Noodle 218g,https://www.yamibuy.com/en/p/konnyaku-sheet-noodle-218g/1021086621,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DDZZ,1,$2.79,,,,Konnyaku Sheet Noodle 218g,1,,China,5
Rice Noodle 800g,https://www.yamibuy.com/en/p/rice-noodle-800g/1021088831,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YITIANMIANGUAN,,$3.99,,,,Rice Noodle 800g,Be the first!,,China,
Taiwan Knife Cut Noodle 2.2lb,https://www.yamibuy.com/en/p/taiwan-knife-cut-noodle-2-2lb/1149016401,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Rolin,,$8.99,,,,Taiwan Knife Cut Noodle 2.2lb,Be the first!,,China,
Noodle Yangchun 21oz,https://www.yamibuy.com/en/p/noodle-yangchun-21oz/1149016431,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SHANFENG,,$4.99,,,,Noodle Yangchun 21oz,Be the first!,,Taiwan,
Baked Korean Cold Noodle 510g,https://www.yamibuy.com/en/p/chunxiang-baked-korean-cold-noodle-520g/1021036061,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHUNXIANG,163,,$3.99,$6.99,43% OFF,Baked Korean Cold Noodle 510g,163,China,China,4.7
Hot-dry Noodle 170g,https://www.yamibuy.com/en/p/hot-dry-noodle-beef-flavor/1021088961,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,QIJIE,,$2.79,,,,Hot-dry Noodle 170g,Be the first!,,China,
Spicy Salted Egg Yolk Instant Noodle 105g,https://www.yamibuy.com/en/p/spicy-salted-egg-yolk-instant-noodle-105g/1021086851,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LinJiaYaTou,5,$3.69,,,,Spicy Salted Egg Yolk Instant Noodle 105g,5,,China,4.2
Demae Iccho Instant Noodle With Soup Base XO Sauce Seafood Flavor 133g,https://www.yamibuy.com/en/p/nissin-demae-iccho-instant-noodle-with-soup-base-xo-sauce-seafood-flavor-133g/1021006301,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NISSIN,50,$2.39,,,,Demae Iccho Instant Noodle With Soup Base XO Sauce Seafood Flavor 133g,50,Japan,Japan,4.5
Spicy Pepper Instant Noodle With Soup 106g,https://www.yamibuy.com/en/p/spicy-pepper-instant-noodle-with-soup-106g/1021086861,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LinJiaYaTou,6,$3.69,,,,Spicy Pepper Instant Noodle With Soup 106g,6,,China,4.5
Buckwheat Soba Noodle 400g,https://www.yamibuy.com/en/p/buckwheat-soba-noodle-400g/1149010041,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHE IL JEDANG,1,$9.00,,,,Buckwheat Soba Noodle 400g,1,,Korea,5
WEILIH Spicy Beef Instant Noodle 5pcs 425g,https://www.yamibuy.com/en/p/weilih-spicy-beef-instant-noodle-5pcs-425g/1021003851,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WEILIH,2,$4.99,,,,WEILIH Spicy Beef Instant Noodle 5pcs 425g,2,Taiwan,Taiwan,3.5
DREAM KITCHEN Soy Sauce Instant Noodle  70g,https://www.yamibuy.com/en/p/dream-kitchen-soy-sauce-instant-noodle-70g/1021005621,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OTHER BRANDS,2,$1.99,,,,DREAM KITCHEN Soy Sauce Instant Noodle  70g,2,,Japan,3.5
Beijing Instant Noodle With Soybean Paste 800g,https://www.yamibuy.com/en/p/beijing-instant-noodle-with-soybean-paste/1021035191,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OTHER BRANDS,,$5.99,,,,Beijing Instant Noodle With Soybean Paste 800g,Be the first!,,N/A,
Instant Noodle With Sacllion Oil,https://www.yamibuy.com/en/p/instant-noodle-with-sacllion-oil/1021088991,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LAOJIEHECHANG,,$2.49,,,,Instant Noodle With Sacllion Oil,Be the first!,,China,
Beef Broth For Cold Noodle (Arrowroot) 11.6 oz,https://www.yamibuy.com/en/p/beef-broth-for-cold-noodle-arrowroot-11-6-oz/1021088821,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ASSI BRAND,,$0.99,,,,Beef Broth For Cold Noodle (Arrowroot) 11.6 oz,Be the first!,,Korea,
Beijing Seafood Noodle 5Pcs,https://www.yamibuy.com/en/p/ottogi-beijing-seafood-noodle-5pcs/1021019131,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OTTOGI,45,$4.99,,,,Beijing Seafood Noodle 5Pcs,45,Korea,Korea,4.6
Mandrain Noodle 5packs -Original Flavor 475g,https://www.yamibuy.com/en/p/a-sha-mandrain-noodle-5packs-original-flavor-475g/1021001171,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,A-SHA,39,$6.69,,,,Mandrain Noodle 5packs -Original Flavor 475g,39,Taiwan,Taiwan,4.2
Mushroom Chicken Flavor Instant Noodle 5Packs 545g,https://www.yamibuy.com/en/p/jinmailang-mushroom-chicken-flavor-instant-noodle-5packs-545g/1021001651,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JINMAILANG,100,$4.99,,,,Mushroom Chicken Flavor Instant Noodle 5Packs 545g,102,China,China,4.6
Tonkotsu Instant Noodle 70g,https://www.yamibuy.com/en/p/dream-kitchen-tonkotsu-instant-noodle-70g/1021005631,https://cdn.yamibuy.net/item/205c15a427c3078e88296dd6ceb11fc8_684x684.webp,DREAM KITCHEN,15,$1.99,,,,Tonkotsu Instant Noodle 70g,15,Singapore,Singapore,3.4
Buckwheat Soba Noodle 400g,https://www.yamibuy.com/en/p/buckwheat-soba-noodle-400g/1149010041,https://cdn.yamibuy.net/item/97ee1f836478bf4f387a6976ef0d4326_684x684.webp,CHE IL JEDANG,1,$9.00,,,,Buckwheat Soba Noodle 400g,1,,Korea,5
Dry Noodle Hakka Flat Noodle 5packs -Chilly Sauce 475g,https://www.yamibuy.com/en/p/a-sha-dry-noodle-hakka-flat-noodle-5packs-chilly-sauce-475g/1021001151,https://cdn.yamibuy.net/item/12068ed21beb6382961a80247a38e3d1_684x684.webp,A-SHA,200,$6.69,,,,Dry Noodle Hakka Flat Noodle 5packs -Chilly Sauce 475g,200,Taiwan,Taiwan,4.4
Sweet Chili Noodle,https://www.yamibuy.com/en/p/sweet-chili-noodle/1021089001,https://cdn.yamibuy.net/item/cc75fbc39abe4544eda001a50ed76350_684x684.webp,YUANXIAN,,$3.29,,,,Sweet Chili Noodle,Be the first!,,China,
Japanese SOBA noodle 720g,https://www.yamibuy.com/en/p/japanese-soba-noodle-720g/1149013081,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JB,,$4.99,,,,Japanese SOBA noodle 720g,Be the first!,,Japan,
Ramen Style Dried Noodle 42.3oz,https://www.yamibuy.com/en/p/ramen-style-dried-noodle-42-3oz/1021089141,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Rolin,,$8.99,,,,Ramen Style Dried Noodle 42.3oz,Be the first!,,China,
Somen Noodle 500g,https://www.yamibuy.com/en/p/somen-noodle-500g/1149010031,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHE IL JEDANG,2,$3.29,,,,Somen Noodle 500g,Be the first!,,Korea,5
Kintobi Dry Noodle 3pack Set 860g,https://www.yamibuy.com/en/p/kintobi-dry-noodle-3pack-sst-860g/1149013791,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KINTOBI SHIGA,,$9.99,,,,Kintobi Dry Noodle 3pack Set 860g,Be the first!,,Japan,
Chili Instant Noodle With Soup 106g,https://www.yamibuy.com/en/p/linjiayatou-chili-instant-noodle-with-soup-106g/1021086841,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LinJiaYaTou,,$3.69,,,,Chili Instant Noodle With Soup 106g,Be the first!,,China,
Waterless Flat Rice Noodle 500g,https://www.yamibuy.com/en/p/waterless-flat-rice-noodle-300g/1149009521,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Liujia,3,$3.69,,,,Waterless Flat Rice Noodle 500g,3,,China,5
Dried Egg Noodle Thick High Quality 500g,https://www.yamibuy.com/en/p/dried-egg-noodle-thick-high-quality-safoco-500g/1149013021,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SAFOCO,2,$2.69,,,,Dried Egg Noodle Thick High Quality 500g,2,,Vietnam,5
Demae Iccho Instant Noodle With Soup Base Artificial Chicken Flavor 118g,https://www.yamibuy.com/en/p/nissin-demae-iccho-instant-noodle-with-soup-base-artificial-chicken-flavor-118g/1021006281,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NISSIN,12,$2.39,,,,Demae Iccho Instant Noodle With Soup Base Artificial Chicken Flavor 118g,12,Japan,Japan,4.8
Poolee Rice Noodle Thin Rice Stick Vermicelli 300g,https://www.yamibuy.com/en/p/long-tour-brand-poolee-rice-noodle-thin-rice-stick-vermicelli-600g/1149002521,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LONG TOUR BRAND,,$3.99,,,,Poolee Rice Noodle Thin Rice Stick Vermicelli 300g,5,,China,5
Hongfu Somen Noodle 500g,https://www.yamibuy.com/en/p/wuming-hongfu-somen-noodle-500g/1149002471,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WUMING,,$2.99,,,,Hongfu Somen Noodle 500g,21,,China,4.7
Daehan Flour Dried Noodle  Somen 500g,https://www.yamibuy.com/en/p/jayone-daehan-flour-dried-noodle-somen-500g/1021044901,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JAYONE,,,$2.79,$2.99,7% OFF,Daehan Flour Dried Noodle  Somen 500g,60,Korea,Korea,4.8
Instant Noodle Pea Flavor 275g,https://www.yamibuy.com/en/p/instant-noodle-pea-flavor-275g/1021086061,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YUMEI,5,$4.99,,,,Instant Noodle Pea Flavor 275g,5,,China,4.2
Dried Egg Noodle High Quality Premium 500g,https://www.yamibuy.com/en/p/dried-egg-noodle-high-quality-safoco-premium-500g/1149013031,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SAFOCO,3,$2.99,,,,Dried Egg Noodle High Quality Premium 500g,3,,Vietnam,5
JINGMAILANG Spicy and Hot Beef Instant Noodle 5packs 585g,https://www.yamibuy.com/en/p/jingmailang-spicy-and-hot-beef-instant-noodle-5packs-585g/1021000011,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JINMAILANG,68,$4.99,,,,JINGMAILANG Spicy and Hot Beef Instant Noodle 5packs 585g,68,China,China,4.5
JB Japanese CHA SOBA Noodle 640g,https://www.yamibuy.com/en/p/jb-japanese-cha-soba-noodle-640g/1021085681,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JB,,$4.79,,,,JB Japanese CHA SOBA Noodle 640g,Be the first!,,Japan,
Korean Volcano Spicy Chicken Noodle 4pcs 560g,https://www.yamibuy.com/en/p/paldo-korean-volcano-spicy-chicken-noodle-4pcs-560g/1021034821,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,PALDO,25,$6.99,,,,Korean Volcano Spicy Chicken Noodle 4pcs 560g,25,Korea,Korea,4.8
Mandrain Noodle 5packs -Jalapeno Spicy Flavor 475g,https://www.yamibuy.com/en/p/a-sha-mandrain-noodle-5packs-jalapeno-spicy-flavor-475g/1021037811,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,A-SHA,67,$6.69,,,,Mandrain Noodle 5packs -Jalapeno Spicy Flavor 475g,Be the first!,Taiwan,Taiwan,4.4
Dried Yam Noodle 6pcs 450g,https://www.yamibuy.com/en/p/dried-yam-noodle-6pcs-450g/1021086611,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SAUTAO,1,$4.99,,,,Dried Yam Noodle 6pcs 450g,1,,Hong Kong,5
Demae Iccho Instant Noodle With Soup Base Sesame Oil Flavor 110g,https://www.yamibuy.com/en/p/nissin-demae-iccho-instant-noodle-with-soup-base-sesame-oil-flavor-110g/1021006291,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NISSIN,28,$2.39,,,,Demae Iccho Instant Noodle With Soup Base Sesame Oil Flavor 110g,28,Japan,Japan,4.6
Soon Veggie Noodle Soup 112g*4pc,https://www.yamibuy.com/en/p/nongshim-soon-veggie-noodle-soup-112g-4pc/1021003381,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NONGSHIM,24,$5.99,,,,Soon Veggie Noodle Soup 112g*4pc,24,,Korea,4.4
Organic Henan Dry Noodle 907g,https://www.yamibuy.com/en/p/wei-chuan-organic-henan-dry-noodle-907g/1021030501,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WEIQUAN,11,$4.39,,,,Organic Henan Dry Noodle 907g,11,China,United States,3.6
Spicy Sour Noodle,https://www.yamibuy.com/en/p/spicy-sour-noodle/1021086041,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YUMEI,11,$2.99,,,,Spicy Sour Noodle,11,,China,4.5
Stir-Fried Noodle Hot Spicy Chicken Cheese Flavor Ramen  Big Bowl 105g,https://www.yamibuy.com/en/p/samyang-stir-fried-noodle-hot-spicy-chicken-cheese-flavor-ramen-big-bowl-105g/1021029491,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SAMYANG,59,$2.39,,,,Stir-Fried Noodle Hot Spicy Chicken Cheese Flavor Ramen  Big Bowl 105g,59,Korea,Korea,4.5
Dry Noodle Wide Noodle 1000g,https://www.yamibuy.com/en/p/jinmailang-dry-noodle-wide-noodle-1000g/1149008601,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JINMAILANG,,$2.59,,,,Dry Noodle Wide Noodle 1000g,51,,China,4.8
Japanese Oriental Somen Noodle 3lbs,https://www.yamibuy.com/en/p/jfc-japanese-tomoshiraga-oriental-somen-noodles-3lbs/1149007141,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,J Basket,,$5.99,,,,Japanese Oriental Somen Noodle 3lbs,37,,Japan,4.9
Egg Noodle    900g,https://www.yamibuy.com/en/p/xiangnian-egg-noodle-900g/1149006211,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,XIANGNIAN,,$3.69,,,,Egg Noodle    900g,9,,China,4.8
Wide Noodle 600g*26,https://www.yamibuy.com/en/p/wuming-wide-noodle-600g-26/1149002491,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WUMING,,$3.29,,,,Wide Noodle 600g*26,21,,China,5
Classic Rice Noodle 1000g,https://www.yamibuy.com/en/p/wuming-classic-rice-noodle-5000g/1149002481,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WUMING,,$4.99,,,,Classic Rice Noodle 1000g,122,,China,4.8
Taiwan Mian Da Hsin Chu Rice Noodle Vermicelli 260g,https://www.yamibuy.com/en/p/taiwan-mian-da-hsin-chu-rice-noodle-vermicelli-260g/1149001461,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SUNRIGHT,,$2.59,,,,Taiwan Mian Da Hsin Chu Rice Noodle Vermicelli 260g,6,,Taiwan,4.5
Fresh Noodle 400g,https://www.yamibuy.com/en/p/liusui-fresh-noodle-400g/1149000661,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LIUSUI,,$2.99,,,,Fresh Noodle 400g,21,,China,4.9
Fresh Noodle 400g,https://www.yamibuy.com/en/p/liusui-fresh-noodle-400g/1149000651,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LIUSUI,,$2.99,,,,Fresh Noodle 400g,37,,China,5
AKAGIAN SERIES Noodle Gift Box 5pc 2.97lb,https://www.yamibuy.com/en/p/akagian-series-ja-f-u3k2/1016093371,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,AKAGI SHOKUHIN,1,$14.99,,,,AKAGIAN SERIES Noodle Gift Box 5pc 2.97lb,1,,Japan,5
JINGMAILANG Spicy Beef Instant Noodle 5packs  555g,https://www.yamibuy.com/en/p/jingmailang-spicy-beef-instant-noodle-5packs-555g/1021000041,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JINMAILANG,75,$4.99,,,,JINGMAILANG Spicy Beef Instant Noodle 5packs  555g,75,China,China,4.8
Chongqing Noodle Spicy Clam 115g,https://www.yamibuy.com/en/p/chongqing-noodle-spicy-clam-115g/1021086581,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SAUTAO,1,$2.59,,,,Chongqing Noodle Spicy Clam 115g,1,,Hong Kong,5
Mian Yang Rice Noodle Non-Fried Beef Flavor 135g,https://www.yamibuy.com/en/p/guangyou-mian-yang-rice-noodle-non-fried-beef-flavor-135g/1021035031,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GUANGYOU,40,$2.29,,,,Mian Yang Rice Noodle Non-Fried Beef Flavor 135g,40,China,China,4.5
Rice Noodle 500g,https://www.yamibuy.com/en/p/wangmantang-rice-noddle-250g/1021003101,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WANGMANTANG,35,$3.99,,,,Rice Noodle 500g,35,,China,4.3
Hot and Sour Instant Noodle 5Packs 600g,https://www.yamibuy.com/en/p/jinmailang-hot-and-sour-instant-noodle-5packs-600g/1021001661,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JINMAILANG,92,$4.99,,,,Hot and Sour Instant Noodle 5Packs 600g,92,China,China,
Asian Style Instant Noodle Jin Ramen Mild 65g,https://www.yamibuy.com/en/p/ottogi-asian-style-instant-noodle-jin-ramen-mild-65g/1021006021,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OTTOGI,42,$1.09,,,,Asian Style Instant Noodle Jin Ramen Mild 65g,42,Korea,Korea,4.7
Rice Vermicelli Noodle 400g,https://www.yamibuy.com/en/p/panda-rice-vermicelli-noodle-400g/1149004211,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,PANDA,,$1.99,,,,Rice Vermicelli Noodle 400g,113,,China,4.9
Wide Glass Noodle-Sweet Potato 1000g,https://www.yamibuy.com/en/p/jayone-wide-glass-noodle-sweet-potato-1000g/1149002151,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JAYONE,,$8.99,,,,Wide Glass Noodle-Sweet Potato 1000g,4,,Korea,4.8
Hsin Chu Rice Noodle Vermicelli 210g,https://www.yamibuy.com/en/p/hsin-chu-rice-noodle-vermicelli-210g/1149001451,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SUNLIGHT,,$3.99,,,,Hsin Chu Rice Noodle Vermicelli 210g,9,,Taiwan,4.9
PUMPKIN RICE NOODLE 400g,https://www.yamibuy.com/en/p/pumpkin-rice-noodle-400g/1149000471,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CLOUDS ALL OVER THE WORLD,,$2.59,,,,PUMPKIN RICE NOODLE 400g,24,,China,4.7
Seafood Noodle Soup 5packs,https://www.yamibuy.com/en/p/paldo-seafood-noodle-soup-5packs/1021002271,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,PALDO,38,$6.29,,,,Seafood Noodle Soup 5packs,38,Korea,Korea,4.7
Curry Instant Noodle 70g,https://www.yamibuy.com/en/p/dream-kitchen-curry-instant-noodle-70g/1021005641,https://cdn.yamibuy.net/item/642bbef9148bbb4b45602e0f86fd6d42_684x684.webp,DREAM KITCHEN,43,$1.99,,,,Curry Instant Noodle 70g,43,Singapore,Singapore,4.5
Spicy Miso Cup Noodle 70g,https://www.yamibuy.com/en/p/dream-kitchen-spicy-miso-cup-noodle-70g/1021035501,https://cdn.yamibuy.net/item/6c0a4ce20484c001623ae231d86eaf5c_684x684.webp,DREAM KITCHEN,3,$1.99,,,,Spicy Miso Cup Noodle 70g,3,Singapore,Singapore,4
MAGGI Tom Yum Noodle 5pcs,https://www.yamibuy.com/en/p/maggi-tom-yum-noodle-5pcs/1021004171,https://cdn.yamibuy.net/item/b59498e2bffbc2c4483a9bc0488ee8e5_684x684.webp,MAGGI,4,$3.99,,,,MAGGI Tom Yum Noodle 5pcs,4,Malaysia,Malaysia,4.2
Chili Crab Noodle 160g,https://www.yamibuy.com/en/p/prima-taste-chili-crab-noodle-160g/1021003241,https://cdn.yamibuy.net/item/008bfd8d2a35818a125dac8ce224b63b_684x684.webp,PRIMA TASTE,48,$3.99,,,,Chili Crab Noodle 160g,48,Singapore,Singapore,3.4
【Frozen】Noodle Japchae Original 210g,https://www.yamibuy.com/en/p/noodle-japchae-original-210g/1146141821,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SHIRAKIKU,2,,$3.99,$4.99,21% OFF,【Frozen】Noodle Japchae Original 210g,2,,Japan,5
Japanese Style Noodle 250g,https://www.yamibuy.com/en/p/japanese-style-noodle-ibonoito-somen-250g/1021029041,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,IBONOITO SOMEN,8,$5.29,,,,Japanese Style Noodle 250g,8,Japan,Japan,4.8
MXC Soba Noodle 300g,https://www.yamibuy.com/en/p/mxc-soba-noodle-300g/1149005661,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MAIXIANGCUN,,$1.99,,,,MXC Soba Noodle 300g,6,,China,4.8
Boiled Konjac Noodle 400g,https://www.yamibuy.com/en/p/yumei-boiled-konjac-noodle-400g/1149003741,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YUMEI,,$3.50,,,,Boiled Konjac Noodle 400g,15,,China,4.5
"Noodle Kit With Sauce - Pad Thai, 4.8oz",https://www.yamibuy.com/en/p/noodle-kit-with-sauce-pad-thai-4-8oz/1021084951,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KIKKOMAN,3,$3.99,,,,"Noodle Kit With Sauce - Pad Thai, 4.8oz",3,,Japan,3.7
Lanzhou Potato Large Noodle 240g,https://www.yamibuy.com/en/p/huoba-fire-club-potato-noodle-240g/1021041831,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HUOBA,281,,$4.19,$4.39,5% OFF,Lanzhou Potato Large Noodle 240g,281,,China,4.5
"Teriyaki Sesame Noodle Kit with Sauce, 4.8oz",https://www.yamibuy.com/en/p/teriyaki-sesame-noodle-kit-with-sauce-4-8oz/1021084961,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KIKKOMAN,,$4.29,,,,"Teriyaki Sesame Noodle Kit with Sauce, 4.8oz",Be the first!,,Japan,
