Title,Title_link,Thumbnail,brand-title,Price,comment-star__count,Headline,DetailPrice,OriginalPrice,Field1,Field2,Field3
BALI'SBEST Iced Tea Candy 150g,https://www.yamibuy.com/en/p/bali-sbest-iced-tea-candy-150g/1018002561,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BALI'S BEST,$1.99,2,BALI'SBEST Iced Tea Candy 150g,,,2,China,5
Super Lemon Candy 84g,https://www.yamibuy.com/en/p/super-lemon-candy-84g/1018044951,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NOBEL,$3.49,,Super Lemon Candy 84g,,,Be the first!,Japan,
Tenfu's TEA Green Tea Candy 100g,https://www.yamibuy.com/en/p/tenfu-s-tea-green-tea-candy-100g/1018017891,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Ten Fu Tea,$4.99,5,Tenfu's TEA Green Tea Candy 100g,,,5,China,3.6
CANDY IMPACT MINTS 15g,https://www.yamibuy.com/en/p/candy-kakao-friends-impact-mints-0-53oz/1018039991,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KAKAO Friends,$3.29,3,CANDY IMPACT MINTS 15g,,,3,Korea,4.7
Kiwifruit Gummy Candy 107g,https://www.yamibuy.com/en/p/kasugai-kiwifruit-gummy-candy-107g/1018000161,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KASUGAI,$2.99,20,Kiwifruit Gummy Candy 107g,,,20,Japan,4.8
HONG YUAN Candy Tangerine Flavor  355g,https://www.yamibuy.com/en/p/hong-yuan-candy-tangerine-flavor-355g/1018017781,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HONGYUAN,$3.29,28,HONG YUAN Candy Tangerine Flavor  355g,,,28,China,4.5
Galbo Fragrance and Rich White Candy 60g,https://www.yamibuy.com/en/p/galbo-fragrance-and-rich-white-60g/1018040401,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MEIJI,$3.49,1,Galbo Fragrance and Rich White Candy 60g,,,1,Japan,5
HI-CHEW Soft Chewy Fruit Candy Mango 50g,https://www.yamibuy.com/en/p/hi-chew-soft-chewy-fruit-candy-mango-50g/1018038501,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MORINAGA,$1.29,7,HI-CHEW Soft Chewy Fruit Candy Mango 50g,,,7,Japan,5
CHUNGUANG Durian Candy 180g,https://www.yamibuy.com/en/p/chunguang-durian-candy-180g/1018001401,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHUN GUANG,$2.99,,CHUNGUANG Durian Candy 180g,,,Be the first!,China,
Black Sesame Candy 312g,https://www.yamibuy.com/en/p/lejiajia-black-sesame-candy-312g/1018041691,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LeJiaJia,$4.69,27,Black Sesame Candy 312g,,,27,China,4.4
Milky Creamy Candy Assorted Tropical Fruit Flavor 120g,https://www.yamibuy.com/en/p/candy-bag-tropical-mix-119g/1018038291,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Milkita,$2.99,6,Milky Creamy Candy Assorted Tropical Fruit Flavor 120g,,,6,Indonesia,4.7
Popping Candy Macaron Biscuits Strawberry Flavor 133g,https://www.yamibuy.com/en/p/popping-candy-macaron-biscuits-strawberry-flavor-133g/1016095501,https://cdn.yamibuy.net/item/0beb4d26f80a428848da8e5f3c5452c7_684x684.webp,AJI,$3.49,2,Popping Candy Macaron Biscuits Strawberry Flavor 133g,,,2,China,3.5
HONG YUAN Candy  Lychee Flavor 350g,https://www.yamibuy.com/en/p/hong-yuan-candy-lychee-flavor-350g/1018017791,https://cdn.yamibuy.net/item/2e50c3b4937508be94f684c4a248c187_684x684.webp,HONGYUAN,$3.49,4,HONG YUAN Candy  Lychee Flavor 350g,,,4,China,5
Persimmon Flavor Candy 26g,https://www.yamibuy.com/en/p/shibukaki-care-26g/1018044261,https://cdn.yamibuy.net/item/c887a3e405e44cf9fb73f9f4791467d0_684x684.webp,KANRO,$4.69,1,Persimmon Flavor Candy 26g,,,1,Japan,3
Gummy Candy Strawberry Flavor 50g,https://www.yamibuy.com/en/p/jelly-strawberry-51g/1018043961,https://cdn.yamibuy.net/item/23683d0adc894e4050081a7f74e8cb65_684x684.webp,LITTLE JASMINE,$2.29,2,Gummy Candy Strawberry Flavor 50g,,,2,United States,3
Christmas Limited Edition Petit Candy Gift  Box 6 pieces 21g,https://www.yamibuy.com/en/p/apple-candy-petit-gift-6-pieces-21g-christmas/1018044771,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HEART,$3.69,1,Christmas Limited Edition Petit Candy Gift  Box 6 pieces 21g,,,1,Japan,5
HI-CHEW Soft Chewy Fruit Candy Strawberry Flavor 50g,https://www.yamibuy.com/en/p/hi-chew-soft-chewy-fruit-candy-strawberry-50g/1018038491,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MORINAGA,$1.29,6,HI-CHEW Soft Chewy Fruit Candy Strawberry Flavor 50g,,,6,Japan,5
Caramel Hard Candy 50g,https://www.yamibuy.com/en/p/caramel-comes-from-flavored-sugar-50g/1018037551,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ALPENLIEBE,$4.39,6,Caramel Hard Candy 50g,,,6,China,5
Mint Candy Strawberry Flavor  FRODO 15g,https://www.yamibuy.com/en/p/candy-kakao-friends-starwberry-0-53oz/1018040031,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KAKAO Friends,$3.29,11,Mint Candy Strawberry Flavor  FRODO 15g,,,11,Korea,4.9
Choco Kit Jewelry Chocolate Candy 25g,https://www.yamibuy.com/en/p/choco-kit-jewelry-25g/1018032751,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HAITAI,$2.29,22,Choco Kit Jewelry Chocolate Candy 25g,,,22,Korea,4.8
Peko Milk Candy 54g,https://www.yamibuy.com/en/p/fujiya-peko-suites-milk-candy-54g/1018034041,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,FUJIYA,$2.39,13,Peko Milk Candy 54g,,,13,Japan,4.4
Wafu Yutakana Aji Matcha Candy 3.17oz,https://www.yamibuy.com/en/p/wafu-yutakana-aji-matcha-candy-3-17oz/1018043081,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DAIMARUHONPO,$4.69,4,Wafu Yutakana Aji Matcha Candy 3.17oz,,,4,Japan,4.8
HI-CHEW Soft Chewy Fruit Candy Grape 50g,https://www.yamibuy.com/en/p/hi-chew-soft-chewy-fruit-candy-grape-50g/1018038521,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MORINAGA,$1.29,5,HI-CHEW Soft Chewy Fruit Candy Grape 50g,,,5,Japan,4.8
Hot-Kid Milk Chewy Candy Original Flavor 318g,https://www.yamibuy.com/en/p/want-want-hot-kid-milk-chewy-candy-original-flavor-318g/1018009901,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WANT WANT,,6,Hot-Kid Milk Chewy Candy Original Flavor 318g,$6.49,$6.99,6,Taiwan,4.5
SENJAKU KURO AME CANDY 106g,https://www.yamibuy.com/en/p/senjaku-kuro-ame-candy-106g/1018043761,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SENJAKU,,,SENJAKU KURO AME CANDY 106g,$1.15,$2.29,Be the first!,Japan,
Chewing Candy Yogurt Flavor 63g,https://www.yamibuy.com/en/p/lotte-koala-s-malang-chewing-candy-yogurt-flavor-63g/1018039261,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOTTE Korea,$3.29,8,Chewing Candy Yogurt Flavor 63g,,,8,Korea,4.6
Milky Creamy Candy Assorted Ice Cream Flavor 4.23 OZ,https://www.yamibuy.com/en/p/candy-bag-neapolitan-mix-119g/1018038281,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Milkita,$2.69,16,Milky Creamy Candy Assorted Ice Cream Flavor 4.23 OZ,,,16,Indonesia,4.8
3 Chitose candy Special candy for Japanese 753 festival 93g,https://www.yamibuy.com/en/p/3-chitose-candy-special-candy-for-japanese-753-festival-93g/1018043921,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DAIMARUHONPO,$10.99,1,3 Chitose candy Special candy for Japanese 753 festival 93g,,,1,Japan,5
Ramune Soda Soft Candy 50g,https://www.yamibuy.com/en/p/uha-ramune-soda-soft-candy-50g/1018008191,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,UHA,$1.99,32,Ramune Soda Soft Candy 50g,,,32,Japan,4.8
Frisk Neo Orange Candy 35g,https://www.yamibuy.com/en/p/frisk-neo-orange-35g/1018041251,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Kracie,,,Frisk Neo Orange Candy 35g,$2.50,$4.99,Be the first!,Japan,
Coconut Jelly Candy 200g,https://www.yamibuy.com/en/p/nanguo-coconut-jelly-candy-200g/1018017901,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NANGUO,$2.99,1,Coconut Jelly Candy 200g,,,1,China,2
Okinawa Brown Sugar Candy 144g,https://www.yamibuy.com/en/p/kasugai-okinawa-brown-sugar-candy-144g/1018001261,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KASUGAI,$2.59,38,Okinawa Brown Sugar Candy 144g,,,38,Japan,4.7
ETVOS Mineral Lip Planper Sheer #Candy Orange 6.7g,https://www.yamibuy.com/en/p/etvos-mineral-lip-planper-sheer-candy-orange-6-7g/3023148031,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ETVOS,$38.98,,ETVOS Mineral Lip Planper Sheer #Candy Orange 6.7g,,,Be the first!,Japan,
Healthier Creamy Candy - Coconut - All Natural Low Sugar Dairy Free - 3.7oz bag,https://www.yamibuy.com/en/p/usa-numa-healthier-creamy-candy-coconut-all-natural-low-sugar-dairy-free-3-7oz-bag/5018029471,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NUMA,$4.49,7,Healthier Creamy Candy - Coconut - All Natural Low Sugar Dairy Free - 3.7oz bag,,,7,United States,4.1
Healthier Creamy Candy - Banana - All Natural Low Sugar High Protein - 3.7oz bag,https://www.yamibuy.com/en/p/numa-healthier-creamy-candy-banana-all-natural-low-sugar-high-protein-3-7oz-bag/5018041061,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NUMA,$4.49,1,Healthier Creamy Candy - Banana - All Natural Low Sugar High Protein - 3.7oz bag,,,1,United States,4
Milk Nougat Candy - Strawberries and Creme - All Natural Low Sugar High Protein - 104g,https://www.yamibuy.com/en/p/usa-numa-milk-nougat-candy-strawberries-and-creme-all-natural-low-sugar-high-protein-104g/5018028721,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NUMA,$4.49,10,Milk Nougat Candy - Strawberries and Creme - All Natural Low Sugar High Protein - 104g,,,10,United States,4.4
Crispy Peanut Candy - Peanut Butter Coconut - All Natural Low Sugar High Protein - 120g,https://www.yamibuy.com/en/p/numa-crispy-peanut-candy-peanut-butter-coconut-all-natural-low-sugar-high-protein-132g/5018035031,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NUMA,$4.49,2,Crispy Peanut Candy - Peanut Butter Coconut - All Natural Low Sugar High Protein - 120g,,,2,United States,4.5
Crispy Peanut Candy - Original Peanut Butter - All Natural Low Sugar High Protein - 120g,https://www.yamibuy.com/en/p/numa-crispy-peanut-candy-original-peanut-butter-all-natural-low-sugar-high-protein-132g/5018035011,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NUMA,$4.49,,Crispy Peanut Candy - Original Peanut Butter - All Natural Low Sugar High Protein - 120g,,,Be the first!,United States,
UHA Mikakutang Strawberry Hard Candy 75g,https://www.yamibuy.com/en/p/uha-mikakutang-strawberry-hard-candy-75g/3018047021,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,UHA,,,UHA Mikakutang Strawberry Hard Candy 75g,$5.80,$7.90,Be the first!,Japan,
Herbal Candy Super Mint 20g,https://www.yamibuy.com/en/p/herbal-candy-super-mint-20g/3018049531,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NIN JIOM,,,Herbal Candy Super Mint 20g,$3.99,$4.99,Be the first!,Hong Kong,
Snack Candy Lollipop Present Gift 1pc,https://www.yamibuy.com/en/p/glico-snack-candy-lollipop-present-gift-1pc/3018032011,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GLICO,,12,Snack Candy Lollipop Present Gift 1pc,$0.72,$0.99,12,Japan,5
KRACIE Breath Candy #Beauty Rose 60g,https://www.yamibuy.com/en/p/kracie-breath-candy-beauty-rose-60g/3018047101,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Kracie,,,KRACIE Breath Candy #Beauty Rose 60g,$3.99,$4.99,Be the first!,Japan,
Fruit Candy Grape Flavor 48g,https://www.yamibuy.com/en/p/uha-fruit-candy-grape-flavor-48g/3018009021,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,UHA,,36,Fruit Candy Grape Flavor 48g,$1.50,$2.99,36,Japan,4.8
Herbal Candy Tangerine-Lemon 20g,https://www.yamibuy.com/en/p/herbal-candy-tangerine-lemon-20g/3018049541,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NIN JIOM,,,Herbal Candy Tangerine-Lemon 20g,$3.99,$4.99,Be the first!,Hong Kong,
KRACIE Breath Candy #Juicy Grape 32g,https://www.yamibuy.com/en/p/kracie-breath-candy-juicy-grape-32g/3018047111,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Kracie,$3.99,,KRACIE Breath Candy #Juicy Grape 32g,,,Be the first!,Japan,
Pure Gummy Candy  Peach 56g,https://www.yamibuy.com/en/p/pure-gummy-candy-peach-56g/3018049801,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KANRO,,,Pure Gummy Candy  Peach 56g,$2.99,$5.99,Be the first!,Japan,
Pop Candy 21pieces,https://www.yamibuy.com/en/p/fujiya-pop-candy-21pieces/3018031621,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,FUJIYA,,11,Pop Candy 21pieces,$4.98,$9.69,11,Japan,5
Pure Gummy Candy Plum 56g,https://www.yamibuy.com/en/p/pure-gummy-candy-plum-56g/3018047941,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KANRO,,,Pure Gummy Candy Plum 56g,$2.99,$5.99,Be the first!,Japan,
Fruit Candy Muscat Flavor  48g,https://www.yamibuy.com/en/p/uha-fruit-candy-muscat-flavor-48g/3018009031,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,UHA,,27,Fruit Candy Muscat Flavor  48g,$1.50,$2.99,27,Japan,4.7
Fruit Candy Grape Flavor 48g,https://www.yamibuy.com/en/p/uha-fruit-candy-grape-flavor-48g/3018025991,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,UHA,,3,Fruit Candy Grape Flavor 48g,$1.50,$2.49,3,Japan,5
Fruit Candy Muscat Flavor 48g,https://www.yamibuy.com/en/p/uha-fruit-candy-muscat-flavor-48g/3018026021,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,UHA,,3,Fruit Candy Muscat Flavor 48g,$1.50,$2.50,3,Japan,5
Snack Candy Lollipop Present Gift 1pc,https://www.yamibuy.com/en/p/snack-candy-lollipop-present-gift-1pc/3018040511,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GLICO,,1,Snack Candy Lollipop Present Gift 1pc,$0.75,$1.99,1,Japan,5
Candy Lollipop Present Gift 1pc,https://www.yamibuy.com/en/p/candy-lollipop-present-gift-1pc/3018040521,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GLICO,,4,Candy Lollipop Present Gift 1pc,$0.75,$1.90,4,Japan,5
Salt Caramel Candy,https://www.yamibuy.com/en/p/salt-caramel-candy/3018048311,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MORINAGA,,,Salt Caramel Candy,$4.88,$6.90,Be the first!,Japan,
Food Snack Candy Lollipop Present Gift 1pc,https://www.yamibuy.com/en/p/glico-food-snack-candy-lollipop-present-gift-1pc/3018031561,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GLICO,,10,Food Snack Candy Lollipop Present Gift 1pc,$0.70,$0.99,10,Japan,4.9
Snack Candy Lollipop Present Gift 1pc,https://www.yamibuy.com/en/p/snack-candy-lollipop-present-gift-1pc/3018041941,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GLICO,,,Snack Candy Lollipop Present Gift 1pc,$0.83,$1.00,Be the first!,Japan,
Fruit Candy Cola Flavor  Limited 40g,https://www.yamibuy.com/en/p/uha-fruit-candy-cola-flavor-limited-40g/3018035161,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,UHA,,1,Fruit Candy Cola Flavor  Limited 40g,$1.60,$4.99,1,Japan,5
JAPAN Herbal Throat Candy Stick Pack Lemon 10 capsules,https://www.yamibuy.com/en/p/japan-herbal-throat-candy-stick-pack-lemon-10-capsules/3018042211,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,RYUKAKUSAN,,,JAPAN Herbal Throat Candy Stick Pack Lemon 10 capsules,$3.06,$3.69,Be the first!,Japan,
Heart Candy Apple Flavor Qq Candy Gummy Candy 100g,https://www.yamibuy.com/en/p/china-direct-mail-be-cheery-heart-candy-green-apple-flavor-qq-candy-gummy-candies-100gx2-bags/3018038561,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BE & CHEERY,$5.90,,Heart Candy Apple Flavor Qq Candy Gummy Candy 100g,,,Be the first!,China,
Pure Gummy Candy Grape Flavor 56g,https://www.yamibuy.com/en/p/kanro-pure-gummy-candy-grape-flavor-56g/3018033871,https://cdn.yamibuy.net/item/dab8a3e1e13c1933099d3cd0ee053558_684x684.webp,KANRO,,,Pure Gummy Candy Grape Flavor 56g,$2.20,$5.20,Be the first!,Japan,
JAPAN Fruit Flavored Candy Rich In Hyaluronic Acid Collagen  60g,https://www.yamibuy.com/en/p/japan-kracie-fruit-flavored-candy-rich-in-hyaluronic-acid-collagen-60g/3018040131,https://cdn.yamibuy.net/item/8845d132a58580b0b66958de7096ad1d_684x684.webp,Kracie,,,JAPAN Fruit Flavored Candy Rich In Hyaluronic Acid Collagen  60g,$3.60,$5.99,Be the first!,Japan,
Wangzai QQ soft candy 38g Strawberry flavor,https://www.yamibuy.com/en/p/wangwang-wangzai-qq-soft-candy-38g-strawberry-flavor/3018043221,https://cdn.yamibuy.net/item/de59431bd7bed562a1c890d33341146d_684x684.webp,WANT WANT,$1.99,,Wangzai QQ soft candy 38g Strawberry flavor,,,Be the first!,Taiwan,
JAPAN Candy 32g,https://www.yamibuy.com/en/p/japan-kracie-candy-32g/3018033251,https://cdn.yamibuy.net/item/cb1093366f7cb89359204e9b2756b9a6_684x684.webp,Kracie,,,JAPAN Candy 32g,$2.20,$2.84,Be the first!,Japan,
HI-CHEW Soft Chewy Fruit Candy Lemon Flavor 12tablet,https://www.yamibuy.com/en/p/morinaga-lemon-flavor-filled-gummy-chewing-candy-12-tablet/3018041671,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MORINAGA,$1.40,,HI-CHEW Soft Chewy Fruit Candy Lemon Flavor 12tablet,,,Be the first!,Japan,
Herbal Throat Candy Stick Pack Mint 42g,https://www.yamibuy.com/en/p/herbal-throat-candy-stick-pack-mint-42g/3018042361,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,RYUKAKUSAN,$2.40,,Herbal Throat Candy Stick Pack Mint 42g,,,Be the first!,Japan,
Pure Gummy Candy Lemon Flavor 56g,https://www.yamibuy.com/en/p/kanro-pure-gummy-candy-lemon-flavor-56g/3018033891,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KANRO,,,Pure Gummy Candy Lemon Flavor 56g,$2.20,$5.20,Be the first!,Japan,
Pokémon Cola Flavored Chewing Candy 5sheets,https://www.yamibuy.com/en/p/lotte-pok-mon-pikachu-cola-flavored-gummy-5tablet/3018041431,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOTTE Japan,,,Pokémon Cola Flavored Chewing Candy 5sheets,$2.90,$3.99,Be the first!,Japan,
JAPAN Candy 42g,https://www.yamibuy.com/en/p/japan-graphico-candy-42g/3018032921,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GRAPHICO,,1,JAPAN Candy 42g,$6.20,$12.98,1,Japan,4
Hand Made Flower Candy 40g,https://www.yamibuy.com/en/p/bestore-hand-made-flower-candy-40g/3018033491,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BESTORE,$2.99,1,Hand Made Flower Candy 40g,,,1,China,5
Heart Candy Peach Flavor Qq Candy Gummy Candy 100g,https://www.yamibuy.com/en/p/china-direct-mail-baicao-flavored-heart-candy-peach-flavor-qq-candy-gummy-candy-100gx2-bags/3018038571,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BE & CHEERY,$5.90,,Heart Candy Peach Flavor Qq Candy Gummy Candy 100g,,,Be the first!,China,
JAPAN MACYA CANDY 66g,https://www.yamibuy.com/en/p/japan-kanro-macya-candy-66g/3018032351,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KANRO,,,JAPAN MACYA CANDY 66g,$4.50,$7.99,Be the first!,Japan,
TAINAN ONLY I-MEI Fruit Gummy Candy (Grape) 50g,https://www.yamibuy.com/en/p/tainan-only-i-mei-fruit-gummy-candy-grape-50g/3018034781,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LIEN HAW FOODS,,,TAINAN ONLY I-MEI Fruit Gummy Candy (Grape) 50g,$3.79,$3.99,Be the first!,Taiwan,
JAPAN Coke Soft Candy 50g,https://www.yamibuy.com/en/p/japan-uha-coke-soft-candy-50g/3018030221,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,UHA,,,JAPAN Coke Soft Candy 50g,$2.00,$3.99,Be the first!,Japan,
JAPAN Herbal Throat Candy Stick Pack Lemon 42g,https://www.yamibuy.com/en/p/japan-ryukakusan-herbal-throat-candy-stick-pack-lemon-42g/3018032061,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,RYUKAKUSAN,,,JAPAN Herbal Throat Candy Stick Pack Lemon 42g,$2.99,$3.99,Be the first!,Japan,
COFFEESHOT Candy Cuppucino Flavour 150g,https://www.yamibuy.com/en/p/kopiko-coffeeshot-candy-cuppucino-flavour-150g/3018025111,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KOPIKO,,,COFFEESHOT Candy Cuppucino Flavour 150g,$3.19,$3.99,Be the first!,Indonesia,
Bubble fruit candy soda flavor peach flavor Wenzhou orange flavor green apple flavor 80G,https://www.yamibuy.com/en/p/bubble-fruit-candy-soda-flavor-peach-flavor-wenzhou-orange-flavor-green-apple-flavor-80g/3018042881,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NOBEL,,,Bubble fruit candy soda flavor peach flavor Wenzhou orange flavor green apple flavor 80G,$4.20,$7.50,Be the first!,Japan,
