Title,Title_link,brand-title,Price,comment-star__count,Headline,Field1,Field2,Field3
Gguiking Fish Snack Original Flavor Org,https://www.yamibuy.com/en/p/hanjin-gguiking-fish-snack-original-flavor-org/1019009481,HANJIN,$1.59,13,Gguiking Fish Snack Original Flavor Org,13,,4.5
ROFEEL VIKE Little Yellow Croaker Honey Spicy 32g,https://www.yamibuy.com/en/p/rofeel-vike-little-yellow-croaker-honey-spicy-32g/1019012841,乐惠ROFEEL,$1.89,12,ROFEEL VIKE Little Yellow Croaker Honey Spicy 32g,12,China,5
Dried Abalone Style Shellfish 85g,https://www.yamibuy.com/en/p/tsh-dried-abalone-style-shellfish-85g/1019009381,TSH,$6.89,4,Dried Abalone Style Shellfish 85g,4,United States,4
Crispy Shrimp 18g,https://www.yamibuy.com/en/p/xiangzaibian-crispy-shrimp-18g/1019011741,XIANGZAIBIAN,$4.49,14,Crispy Shrimp 18g,14,,4.4
Pollack Skin Chip Chili Flavor 30g,https://www.yamibuy.com/en/p/pollack-skin-chip-chili/1019047291,HAITAI,,14,Pollack Skin Chip Chili Flavor 30g,14,Chili Flavor 30g,3.5
Fish Skin Chips Original Flavor 110g,https://www.yamibuy.com/en/p/item/1019047881,Hong Kong Un Chi,$5.79,8,Fish Skin Chips Original Flavor 110g,8,Original Flavor,4.5
Crispy Fish Skin Salted Egg Yolk 50g,https://www.yamibuy.com/en/p/crispy-fish-skin-salted-egg-yolk-50g/1019061531,WJGD,$3.69,4,Crispy Fish Skin Salted Egg Yolk 50g,4,,3.8
BRAND Ten Jang Prepared Fish BBQ 42.5g,https://www.yamibuy.com/en/p/ladybird-brand-ten-jang-prepared-fish-bbq-42-5g/1019008741,LADYBIRD,$1.69,12,BRAND Ten Jang Prepared Fish BBQ 42.5g,12,Thailand,3.8
Dried Scallop lips-Spicy (Kimuchi kaihimo) 19g,https://www.yamibuy.com/en/p/kojima-dried-scallop-lips-spicy-kimuchi-kaihimo-28g/1019047461,KOJIMA,,4,Dried Scallop lips-Spicy (Kimuchi kaihimo) 19g,4,,4.8
Stir Fried Tuna Fish Floss 250g,https://www.yamibuy.com/en/p/chien-jung-foods-stir-fried-tuna-fish-floss-250g/1019010221,CHIEN JUNG FOODS,$8.99,5,Stir Fried Tuna Fish Floss 250g,5,Taiwan,5
Crispy Yellow Fish 118g,https://www.yamibuy.com/en/p/crispy-yellow-croaker/1019064111,BESTORE,$5.49,3,Crispy Yellow Fish 118g,3,,3.7
Canned Tuna Light Standard 150g*3,https://www.yamibuy.com/en/p/sajo-canned-tuna-light-standard-150g-3/1019047151,Sajo,$9.99,3,Canned Tuna Light Standard 150g*3,3,,5
LXS Dried Spicy Tentacles Squid 500g,https://www.yamibuy.com/en/p/lxs-dried-spicy-tentacles-squid-500g/1019044621,LAOXIANSHENG,$15.99,7,LXS Dried Spicy Tentacles Squid 500g,7,China,3.3
Canned Tuna Barbecue 150g*3 Cans,https://www.yamibuy.com/en/p/sajo-canned-tuna-barbecue-150g-3/1019047181,Sajo,,5,Canned Tuna Barbecue 150g*3 Cans,5,,4.8
Fish Snack (Soy sauce) 20Pcs 260g,https://www.yamibuy.com/en/p/yanjinpuzi-fish-snack-soy-sauce-20pcs-260g/1019016971,YANJINPUZI,$5.39,7,Fish Snack (Soy sauce) 20Pcs 260g,7,China,4.4
Shredded Jellyfish Sweet and Sour Flavor 150g,https://www.yamibuy.com/en/p/shredded-jellyfish-sweet-and-sour-flavor-150g/1019063361,YIDA FOODS,$1.59,3,Shredded Jellyfish Sweet and Sour Flavor 150g,3,,4.3
Fried Dace with Pepper 184g,https://www.yamibuy.com/en/p/ying-jin-qian-fried-dace-with-pepper-184g/1019048001,EAGLE COIN,$4.59,3,Fried Dace with Pepper 184g,3,,4.7
Fish Chips Salted Egg Yolk 50g,https://www.yamibuy.com/en/p/dah-tien-fish-chips-salted-egg-yolk-50g/1019048481,DAH TIEN,$3.09,5,Fish Chips Salted Egg Yolk 50g,5,,4.4
Hawthorn Ham Stick 168g,https://www.yamibuy.com/en/p/yimu-hawthorn-stick-168g/1019051031,YIMU,$3.69,2,Hawthorn Ham Stick 168g,2,,4.5
LINJU Crunch Fish Hot Chili Flavor20g,https://www.yamibuy.com/en/p/uh-po-crunch-hot-chili-20g/1019049081,DALITIANJIANG,$1.39,6,LINJU Crunch Fish Hot Chili Flavor20g,6,Mild Spicy,3.7
Cut Yaki Iwashi 1.79OZ,https://www.yamibuy.com/en/p/maruesu-cut-yaki-iwashi-47-6g/1019027911,MARUESU,$5.49,2,Cut Yaki Iwashi 1.79OZ,2,Japan,5
fried Salmon fish skin Wasabi 100g,https://www.yamibuy.com/en/p/feilong-fried-salmon-fish-skin-wasabi-100g/1019056181,FEILONG,,2,fried Salmon fish skin Wasabi 100g,2,Wasabi Flavor,4
PENGUIN Mackerel Boiled In Can 400g,https://www.yamibuy.com/en/p/penguin-mackerel-boiled-in-can-400g/1019048111,PENGUIN'S,,1,PENGUIN Mackerel Boiled In Can 400g,1,,5
Dried Shrimp (Otsumami Yaki Ebi)  11g,https://www.yamibuy.com/en/p/kojima-dried-shrimp-otsumami-yaki-ebi-10g/1019047381,KOJIMA,$2.79,1,Dried Shrimp (Otsumami Yaki Ebi)  11g,1,,2
Dried Shrimp-Almond 48g,https://www.yamibuy.com/en/p/izumiya-dried-shrimp-almond-48g/1019047341,IZUMIYA,$4.59,2,Dried Shrimp-Almond 48g,2,,5
fried Salmon fish skin cheese 100g,https://www.yamibuy.com/en/p/feilong-fried-salmon-fish-skin-cheese-100g/1019056171,FEILONG,,1,fried Salmon fish skin cheese 100g,1,Cheese Flavor,3
PENGUIN Seasoned And Cooked Saury 140g,https://www.yamibuy.com/en/p/penguin-seasoned-and-cooked-saury-140g/1019048091,PENGUIN'S,$3.39,,PENGUIN Seasoned And Cooked Saury 140g,Be the first!,,
PENGUIN Bai-Top Shell In Can 400g,https://www.yamibuy.com/en/p/penguin-bai-top-shell-in-can-400g/1019048101,PENGUIN'S,$11.59,,PENGUIN Bai-Top Shell In Can 400g,Be the first!,,
HUAWEN Spiced Fish Snack Spicy Flavor 12g 20pc 240g,https://www.yamibuy.com/en/p/huawen-spiced-fish-snack-spicy-flavor-12g-20pc-240g/1019008981,HUA WEN FOOD,$6.09,274,HUAWEN Spiced Fish Snack Spicy Flavor 12g 20pc 240g,274,China,4.7
Fish Meat Sausage With Cheese 360g,https://www.yamibuy.com/en/p/jayone-fish-meat-sausage-with-cheese-360g/1019013911,JAYONE,$6.29,228,Fish Meat Sausage With Cheese 360g,228,Korea,4.4
Canned Light Tuna 150g,https://www.yamibuy.com/en/p/ottogi-canned-light-tuna-150g/1019008901,OTTOGI,,39,Canned Light Tuna 150g,39,Korea,4.9
TENGXIN FOODS Srab Sticker BBQ Flavor 300g,https://www.yamibuy.com/en/p/tengxin-foods-srab-sticker-bbq-flavor-240g/1019010321,HAIXIN,$6.99,81,TENGXIN FOODS Srab Sticker BBQ Flavor 300g,81,China,4.1
TENGXIN FOODS Srab Sticker Hot&Spicy Flavor 240g,https://www.yamibuy.com/en/p/tengxin-foods-srab-sticker-hot-spicy-flavor-240g/1019046221,HAIXIN,,20,TENGXIN FOODS Srab Sticker Hot&Spicy Flavor 240g,20,,4.2
ROFEEL Little Yellow Croaker 106g,https://www.yamibuy.com/en/p/rofeel-little-yellow-croaker-106g/1019012781,乐惠ROFEEL,$3.39,8,ROFEEL Little Yellow Croaker 106g,8,China,4.6
Littfe Yellow Croaker Hot&Spicy 106g,https://www.yamibuy.com/en/p/littfe-yellow-croaker-hot-spicy-106g/1019061551,乐惠ROFEEL,$3.39,6,Littfe Yellow Croaker Hot&Spicy 106g,6,,4.5
HUAWEN Spiced Fish Snack Numb Spicy Flavor 12g 20pc  240g,https://www.yamibuy.com/en/p/huawen-spiced-fish-snack-numb-spicy-flavor-12g-20pc-240g/1019008991,HUA WEN FOOD,,321,HUAWEN Spiced Fish Snack Numb Spicy Flavor 12g 20pc  240g,321,China,4.7
Big Sheet Original Flavor 12pc 38g,https://www.yamibuy.com/en/p/tkn-big-sheet-original-12pc-3-2g/1019050521,TAO KAE NOI,$3.89,10,Big Sheet Original Flavor 12pc 38g,10,,4.8
Qingjiang Wild Fish BBQ Flavor 110g,https://www.yamibuy.com/en/p/tulaohan-qingjiang-wild-fish-bbq-flavor-110g/1019010161,TULAOHAN,$3.99,7,Qingjiang Wild Fish BBQ Flavor 110g,7,China,4.1
Kwangcheon Roasted and Seasoned Laver,https://www.yamibuy.com/en/p/kwangcheon-roasted-and-seasoned-laver-assi/1019075151,KWANGCHEONKIM,$5.99,,Kwangcheon Roasted and Seasoned Laver,Be the first!,,
Crispy Fish Skin Spicy Flavor 50g,https://www.yamibuy.com/en/p/crispy-fish-skin-50g/1019061521,WJGD,$3.69,2,Crispy Fish Skin Spicy Flavor 50g,2,,5
Dried Tuna Jerky 180g,https://www.yamibuy.com/en/p/dried-tuna-jerky-180g/1019066421,DONGGANG,$10.99,2,Dried Tuna Jerky 180g,2,,4
TONGRONG Tomato Fish Can,https://www.yamibuy.com/en/p/tongrong-tomato-fish-can/1019007871,TONGYENG,$2.29,29,TONGRONG Tomato Fish Can,29,,4.6
HUAWEN Spiced Fish Snack Soy Sauce Flavor 12g 20pc  240g,https://www.yamibuy.com/en/p/huawen-spiced-fish-snack-soy-sauce-flavor-12g-20pc-240g/1019008971,HUA WEN FOOD,,98,HUAWEN Spiced Fish Snack Soy Sauce Flavor 12g 20pc  240g,98,China,4.5
Qingjiang Wild Fish Pickle Flavor 110g,https://www.yamibuy.com/en/p/tulaohan-qingjiang-wild-fish-pickle-flavor-110g/1019010151,TULAOHAN,$3.99,19,Qingjiang Wild Fish Pickle Flavor 110g,19,China,4.2
Dried Shredded Fish Snacks 110g,https://www.yamibuy.com/en/p/dried-shredded-fish-snacks-110g/1019066481,DONGGANG,$10.99,1,Dried Shredded Fish Snacks 110g,1,,5
Fish Sausage Ham Flavor,https://www.yamibuy.com/en/p/jinju-fish-sausage-ham-flavor/1019053861,JINJU,$7.69,31,Fish Sausage Ham Flavor,31,,4.5
YoYo Squid-Spicy 93g,https://www.yamibuy.com/en/p/bestore-yoyo-squid-spicy-93g/1019015651,BESTORE,$6.99,47,YoYo Squid-Spicy 93g,47,China,4.5
Fried Salmon Fish Skin Garlic 100g,https://www.yamibuy.com/en/p/feilong-fried-salmon-fish-skin-garlic-100g/1019056131,FEILONG,$4.69,6,Fried Salmon Fish Skin Garlic 100g,6,Garlic Flavor,3.3
Crispy Fish Skin -Salted Yolk Flavor 70g,https://www.yamibuy.com/en/p/crispy-fish-skin-salted-yolk-flavor-70g/1019072161,PENGHU UNCLE,,2,Crispy Fish Skin -Salted Yolk Flavor 70g,2,,3
Dried Golden Shrimp Cracker 150g,https://www.yamibuy.com/en/p/dried-golden-shrimp-cracker-150g/1019066491,DONGGANG,$10.99,,Dried Golden Shrimp Cracker 150g,Be the first!,,
Crispy Fish Skin -Shallot Yolk Flavor 70g,https://www.yamibuy.com/en/p/crispy-fish-skin-shallot-yolk-flavor-70g/1019072171,PENGHU UNCLE,,1,Crispy Fish Skin -Shallot Yolk Flavor 70g,1,,5
YES SIR Crispy Dried Shrimp Original Flavor 25g,https://www.yamibuy.com/en/p/yes-sir-crispy-dried-shrimp-original-flavor-25g/1019017591,XIAXIANSHENG,$4.39,25,YES SIR Crispy Dried Shrimp Original Flavor 25g,25,Taiwan,4.6
Sweet and Spicy Deep Sea Yellow Croaker 100g,https://www.yamibuy.com/en/p/sweet-and-spicy-deep-sea-yellow-croaker/1019070211,RONGNUOHAISHI,$5.89,23,Sweet and Spicy Deep Sea Yellow Croaker 100g,23,,4.7
HUAWEN Spiced Fish Snack Spicy Flavor 50g,https://www.yamibuy.com/en/p/huawen-spiced-fish-snack-spicy-flavor-50g/1019009031,HUA WEN FOOD,,36,HUAWEN Spiced Fish Snack Spicy Flavor 50g,36,China,4.6
Fried Shrimp Cheek Original Flavor 25g,https://www.yamibuy.com/en/p/monori-fried-shrimp-cheek-original-flavour-25g/1019047021,MONORI,$1.79,121,Fried Shrimp Cheek Original Flavor 25g,121,,4.7
Crispy Fried Yellow Croker Fish Can 105g,https://www.yamibuy.com/en/p/crispy-fried-yellow-croker-fish-can-105g/1019065001,LJPZ,$2.49,17,Crispy Fried Yellow Croker Fish Can 105g,17,,4.6
Spicy Squid,https://www.yamibuy.com/en/p/spicy-squid/1019070221,RONGNUOHAISHI,$6.39,23,Spicy Squid,23,,4.5
Smoked Seasoned Shredded Squid 170g,https://www.yamibuy.com/en/p/haitai-smoked-seasoned-shredded-squid-170g/1019008281,HAITAI,$6.89,30,Smoked Seasoned Shredded Squid 170g,30,China,4.3
Baked Half Sillage 20g,https://www.yamibuy.com/en/p/okabe-baked-half-sillage-20g/1019009891,OKABE,$3.49,26,Baked Half Sillage 20g,26,Japan,4.3
Dried Shrimp (Suboshi Ebi) 12g,https://www.yamibuy.com/en/p/yamahide-dried-shrimp-suboshi-ebi-14-5g/1019046871,YAMAHIDE,$2.09,7,Dried Shrimp (Suboshi Ebi) 12g,7,,4.6
ROFEEL VIKE Little Yellow Croaker Honey Spicy 320g,https://www.yamibuy.com/en/p/rofeel-vike-little-yellow-croaker-honey-spicy-320g/1019012851,乐惠ROFEEL,$5.89,36,ROFEEL VIKE Little Yellow Croaker Honey Spicy 320g,36,China,4.2
Deep-ocean Little Fish Sauce 48g,https://www.yamibuy.com/en/p/deep-ocean-little-fish-sauce-48g/1019062891,JINZAI,$1.39,17,Deep-ocean Little Fish Sauce 48g,17,Sauce Flavor,5
Spicy Fish Snack (happy) 80g,https://www.yamibuy.com/en/p/zhuayudemao-spicy-fish-snack-happy-80g/1019010971,ZHUAYUDEMAO,$2.89,29,Spicy Fish Snack (happy) 80g,29,,4.7
TENGXIN Crab Roll Original Flavor 360g,https://www.yamibuy.com/en/p/tengxin-crab-roll-original-flavor-360g/1019012151,HAIXIN,$5.99,30,TENGXIN Crab Roll Original Flavor 360g,30,China,4.3
Fish Sausage Cheese Flavor 400g,https://www.yamibuy.com/en/p/dalitianjiang-fish-sausage-cheese-flavor-400g/1019027781,DALITIANJIANG,$9.89,19,Fish Sausage Cheese Flavor 400g,19,Korea,4.6
Fish and Chesse Sausage Stick 162g,https://www.yamibuy.com/en/p/che-il-jedang-fish-and-chesse-sausage-stick-162g/1019022821,CHE IL JEDANG,$3.69,26,Fish and Chesse Sausage Stick 162g,26,Korea,3.8
Yesso Scallop 100g,https://www.yamibuy.com/en/p/bestore-yesso-scallop-100g/1019015641,BESTORE,$12.99,18,Yesso Scallop 100g,18,China,4.2
Wild Caught Anchovy 184g,https://www.yamibuy.com/en/p/asia-foods-wild-caught-anchovy-184g/1019047301,ASIA FOODS,$4.59,8,Wild Caught Anchovy 184g,8,,4.9
FSP Dried Black Bean Sauce Fish Original 184g,https://www.yamibuy.com/en/p/fsp-dried-black-bean-sauce-fish-original-184g/1019047861,FENGSHOUPAI,,15,FSP Dried Black Bean Sauce Fish Original 184g,15,,4.3
Dried Squid Shreds 45g,https://www.yamibuy.com/en/p/dried-squid-shreds-45g/1019066971,YAMAEI,$8.39,3,Dried Squid Shreds 45g,3,,5
Ground Fried Pollock Fish Floss 15gx10pk,https://www.yamibuy.com/en/p/ground-fried-pollock-fish-floss-15gx10pk/1019075351,WEIYI,$9.99,,Ground Fried Pollock Fish Floss 15gx10pk,Be the first!,,
CHIEN JUNG FOOD Stir Fried Salmon Fish Floss 200g,https://www.yamibuy.com/en/p/chien-jung-food-stir-fried-salmon-fish-floss-200g/1019057191,CHIEN JUNG FOODS,$9.29,2,CHIEN JUNG FOOD Stir Fried Salmon Fish Floss 200g,2,,5
HUAWEN Fried Fish Spicy Flavor 110g,https://www.yamibuy.com/en/p/huawen-fried-spiced-fish-110g/1019030611,HUA WEN FOOD,,8,HUAWEN Fried Fish Spicy Flavor 110g,8,,4.4
WANG Korean Boiled Bai Top Shell Whelk 400g,https://www.yamibuy.com/en/p/korean-boiled-bai-top-shell-whelk-400g/1019008211,WANG FOOD,$9.99,6,WANG Korean Boiled Bai Top Shell Whelk 400g,6,,4.5
"Dried Fish with Honey Mustard Peanuts, 5 Pack*30g",https://www.yamibuy.com/en/p/yu-gan-de-yu-gan-dried-fish-with-honey-mustard-peanuts-5-pack-30g/1019061211,YU GAN DE YU GAN,$10.99,3,"Dried Fish with Honey Mustard Peanuts, 5 Pack*30g",3,Honey Mustard,5
Fish Snack Duck Flavor 240g,https://www.yamibuy.com/en/p/dongtingmatou-fish-snack-duck-flavor-240g/1019018641,DONGTINGMATOU,$5.89,10,Fish Snack Duck Flavor 240g,10,China,4.2
Fried Seasoned Anchovy BBQ Flavor 4.2oz,https://www.yamibuy.com/en/p/cc081-4-fried-seasoned-anchovy-with-barbeque/1019046801,Three Deer,$5.99,5,Fried Seasoned Anchovy BBQ Flavor 4.2oz,5,,4.2
HONG KONG UNCHI Fish Skin Chips Spicy Flavor 110g,https://www.yamibuy.com/en/p/item/1019047711,Hong Kong Un Chi,$5.79,8,HONG KONG UNCHI Fish Skin Chips Spicy Flavor 110g,8,Spicy Flavor,3.4
Hot & Spicy Dried Snack 300g,https://www.yamibuy.com/en/p/shudaoxiang-hot-spicy-dried-little-fish-300g/1019057971,SHUDAOXIANG,$9.99,4,Hot & Spicy Dried Snack 300g,4,,4.8
Fish Snack (SPICY) 20Pcs 260g,https://www.yamibuy.com/en/p/yanjinpuzi-fish-snack-spicy-20pcs-260g/1019016941,YANJINPUZI,$5.39,6,Fish Snack (SPICY) 20Pcs 260g,6,China,4.8
Fish Skin Salted Egg Yolk Flavor 50g,https://www.yamibuy.com/en/p/wei-back-fish-skin-salted-egg-yolk-flavor-50g/1019035331,WEI BACK,,3,Fish Skin Salted Egg Yolk Flavor 50g,3,China,4.3
Smoked Squid with Cheese 120g,https://www.yamibuy.com/en/p/smoked-scallop-cheese-120g/1019066961,YAMAEI,$13.29,2,Smoked Squid with Cheese 120g,2,,5
TENGXIN FOODS Shake Crab Crab Sticks Super Spicy Flavor 20packs 240g,https://www.yamibuy.com/en/p/tengxin-foods-shake-crab-crab-sticks-super-spicy-flavor-20packs-240g/1019029261,HAIXIN,$6.29,6,TENGXIN FOODS Shake Crab Crab Sticks Super Spicy Flavor 20packs 240g,6,China,4
Roasted Squid Snack Spicy Bulgogi Flavor  50g,https://www.yamibuy.com/en/p/roasted-squid-snack-spicy-bulgo-50g/1019069331,JAYONE,$5.99,1,Roasted Squid Snack Spicy Bulgogi Flavor  50g,1,,2
Spicy Shrimps 40g,https://www.yamibuy.com/en/p/spicy-shrimps-40g/1019063241,HUAJING,$2.69,2,Spicy Shrimps 40g,2,Spicy Flavor,5
JIUJU Fish Sausage Cone Cheese 300g,https://www.yamibuy.com/en/p/dalitianjiang-jiuju-fish-sausage-cone-cheese-300g/1019023571,DALITIANJIANG,$4.89,1,JIUJU Fish Sausage Cone Cheese 300g,1,Korea,3
Scallop Cheese 120g,https://www.yamibuy.com/en/p/hokkaido-scallop-cheese-120g/1019045481,HOKKAIDO,$17.99,2,Scallop Cheese 120g,Be the first!,,3
Fish Skin Original Flavor 60g,https://www.yamibuy.com/en/p/wow-fish-skin-spicy-60g/1019045391,Wow,$3.79,4,Fish Skin Original Flavor 60g,4,Original Flavor 60g,3.5
Fish Skin Crisps Spicy Flavor 50g,https://www.yamibuy.com/en/p/fish-skin-spicy-flavor-50g/1019069311,WEI BACK,,2,Fish Skin Crisps Spicy Flavor 50g,2,,5
Seasoned Laver Cheese Flavor 18g,https://www.yamibuy.com/en/p/krm-seasoned-laver-cheese-flavor-18g/1019045661,KRM,$1.99,1,Seasoned Laver Cheese Flavor 18g,1,Cheese Flavor 18g,5
Canned Dace with Salted Black Beans 184g,https://www.yamibuy.com/en/p/eagle-coin-canned-dace-with-salted-black-beans-184g/1021009751,EAGLE COIN,$4.49,164,Canned Dace with Salted Black Beans 184g,164,China,4.8
Qingjiang Wild Fish Spicy Flavor 110g,https://www.yamibuy.com/en/p/tulaohan-qingjiang-wild-fish-spicy-flavor-110g/1019010181,TULAOHAN,$4.49,17,Qingjiang Wild Fish Spicy Flavor 110g,17,China,4.5
HUAWEN Spiced Fish Snack Luxiang 20pc 240g,https://www.yamibuy.com/en/p/huawen-spiced-fish-snack-luxiang-20pc-240g/1019009001,HUA WEN FOOD,,107,HUAWEN Spiced Fish Snack Luxiang 20pc 240g,107,China,4.6
TONGRONG Black Pepper Eel Can 100g,https://www.yamibuy.com/en/p/tongrong-black-eel-pepper-can-100g/1019048971,TONGYENG,$2.19,18,TONGRONG Black Pepper Eel Can 100g,18,,4.1
Crispy Salmon Skin Original Flavor 20g,https://www.yamibuy.com/en/p/monori-crispy-salmon-skin-original-flavour-20g/1019047041,MONORI,$1.79,125,Crispy Salmon Skin Original Flavor 20g,125,Original Flavor 20g,4.2
Red Pepper Tuna 150g,https://www.yamibuy.com/en/p/ottogi-red-pepper-tuna-150g/1019008931,OTTOGI,$3.49,142,Red Pepper Tuna 150g,142,Korea,4.6
Fried Shrimp Cheek Spicy Flavor 25g,https://www.yamibuy.com/en/p/monori-fried-shrimp-cheek-spicy-flavour-25g/1019047011,MONORI,$1.79,110,Fried Shrimp Cheek Spicy Flavor 25g,110,Spicy Flavour 25g,4.5
Qingjiang Wild Fish Crispy Flavor 110g,https://www.yamibuy.com/en/p/tulaohan-qingjiang-wild-fish-crispy-flavor-110g/1019010191,TULAOHAN,$4.49,20,Qingjiang Wild Fish Crispy Flavor 110g,20,China,4.5
Roasted Crab 42g,https://www.yamibuy.com/en/p/roasted-crab-55g/1019009901,OKABE,,100,Roasted Crab 42g,100,Japan,3.4
Z Roll Hot Chili Squid Flavor 72g,https://www.yamibuy.com/en/p/tao-kae-noi-seaweed-roll-hot-chili-squid-flavored-72g/1019010541,TAO KAE NOI,$3.49,60,Z Roll Hot Chili Squid Flavor 72g,60,Thailand,4.7
Spicy Squid 100g,https://www.yamibuy.com/en/p/shudaoxiang-spicy-squid-100g/1019012381,SHUDAOXIANG,$2.59,175,Spicy Squid 100g,175,China,4.4
Koushuiyu Spicy Flavor 260g,https://www.yamibuy.com/en/p/koushuiwa-koushuiyu-spicy-flavor-260g/1019009821,KOUSHUIWA,$6.49,66,Koushuiyu Spicy Flavor 260g,66,China,4.3
Marinated Fish Hot Spicy Flavor 240g,https://www.yamibuy.com/en/p/dongdong-marinated-fish-hot-spicy-flavor-240g/1019026001,DONGDONG,$5.99,43,Marinated Fish Hot Spicy Flavor 240g,43,China,4.6
LXS Dried Grilled Cod Slice 68g,https://www.yamibuy.com/en/p/lxs-dried-grilled-cod-slice-68g/1019044581,LAOXIANSHENG,$2.39,12,LXS Dried Grilled Cod Slice 68g,12,China,4.9
Hot Chicken Flavor Sausage 83g,https://www.yamibuy.com/en/p/samyang-hot-chicken-flavor-sausage-83g/1019030591,SAMYANG,$2.39,10,Hot Chicken Flavor Sausage 83g,10,Korea,4.4
Seasoned Shredded Squid 170g,https://www.yamibuy.com/en/p/haitai-seasoned-shredded-squid-170g/1019008841,HAITAI,,111,Seasoned Shredded Squid 170g,111,China,4.5
Soy Sauce Roasted Sea Eel 65g,https://www.yamibuy.com/en/p/chinmi-soy-sauce-roasted-sea-eel-65g/1019007981,CHINMI,$7.89,28,Soy Sauce Roasted Sea Eel 65g,28,Japan,4.2
Shredded crab stick 120g,https://www.yamibuy.com/en/p/shredded-crab-stick-120g/1019062911,WEILONG,$5.49,46,Shredded crab stick 120g,46,,4.5
Hokkaido Codfish Meat Cheese Kamaboko 4pcs,https://www.yamibuy.com/en/p/chiyoda-hokkaido-codfish-meat-cheese-kamaboko-4pcs/1019009211,CHIYODA,$2.29,34,Hokkaido Codfish Meat Cheese Kamaboko 4pcs,34,Japan,4.3
Koushuiyu Hot Peeper Flavor 20pcs 260g,https://www.yamibuy.com/en/p/koushuiwa-koushuiyu-hot-peeper-flavor-20pcs-260g/1019009811,KOUSHUIWA,$6.49,30,Koushuiyu Hot Peeper Flavor 20pcs 260g,Be the first!,China,4.5
Spicy Fish Snack (SOY&CHILI) 80g,https://www.yamibuy.com/en/p/zhuayudemao-spicy-fish-snack-soy-amp-chili-80g/1019011021,ZHUAYUDEMAO,$2.89,30,Spicy Fish Snack (SOY&CHILI) 80g,30,,4.7
TONGRONG Pacific Saury in Miso Sauce,https://www.yamibuy.com/en/p/tongrong-pacific-saury-in-miso-sauce/1019007751,TONGYENG,$3.09,23,TONGRONG Pacific Saury in Miso Sauce,23,,4.8
Abalone with Brown Sauce 5pcs 215g,https://www.yamibuy.com/en/p/haikui-abalone-with-brown-sauce-5pcs-215g/1019012431,HAIKUI,$19.99,34,Abalone with Brown Sauce 5pcs 215g,34,China,4.3
Boss Shrimp Original Flavor 18g,https://www.yamibuy.com/en/p/xiangzaibian-boss-shrimp-original-flavor-18g/1019011751,XIANGZAIBIAN,$4.49,29,Boss Shrimp Original Flavor 18g,29,Taiwan,4.5
DONGTING PIER Fish Snack Hot Flavor 20pcs,https://www.yamibuy.com/en/p/dongting-pier-fish-snack-hot-flavor-20pcs/1019011831,DONGTINGMATOU,$5.89,24,DONGTING PIER Fish Snack Hot Flavor 20pcs,24,China,4.6
Fish Strip 90g,https://www.yamibuy.com/en/p/bestore-fish-strip-90g/1019026681,BESTORE,$5.89,17,Fish Strip 90g,17,China,4.6
TONGRONG Eel In Red Yeast Sauce 100g,https://www.yamibuy.com/en/p/tongrong-eel-in-red-yeast-sauce-100g/1019049011,TONGYENG,$2.19,15,TONGRONG Eel In Red Yeast Sauce 100g,15,,4.8
Fried Fish Skin - Spicy Flavor 30g,https://www.yamibuy.com/en/p/shao-nv-hao-bai-fried-fish-skin-spicy-flavor/1019048321,SHAO NV HAO BAI,$3.19,15,Fried Fish Skin - Spicy Flavor 30g,15,Spicy Flavor,4.5
Prepared Rolled Squid 85g FC-JE-100904,https://www.yamibuy.com/en/p/jane-jane-prepared-rolled-squid-85g-fc-je-100904/1019008861,JANE JANE,$5.29,12,Prepared Rolled Squid 85g FC-JE-100904,12,,4.5
Original Seasoned Shredded Squid 170g,https://www.yamibuy.com/en/p/haitai-original-seasoned-shredded-squid-170g/1019008261,HAITAI,$6.89,17,Original Seasoned Shredded Squid 170g,17,China,4.4
HUAWEN Spiced Fish Snack Halogen Flavor 50g,https://www.yamibuy.com/en/p/huawen-spiced-fish-snack-halogen-flavor-50g/1019009051,HUA WEN FOOD,,18,HUAWEN Spiced Fish Snack Halogen Flavor 50g,18,China,4.7
Dried Boiled Shrimp 170g,https://www.yamibuy.com/en/p/shengchanglong-dried-boiled-shrimp-170g/1019009561,SHENGCHANGLONG,$4.49,16,Dried Boiled Shrimp 170g,16,China,4.9
TENGXIN Crab Roll Hot Spicy Flavor 360g,https://www.yamibuy.com/en/p/tengxin-crab-roll-hot-spicy-flavor-360g/1019012131,HAIXIN,$5.99,19,TENGXIN Crab Roll Hot Spicy Flavor 360g,19,China,4
HUAWEN Marinated FIsh Blue Bittern Flavor 110g,https://www.yamibuy.com/en/p/huawen-marinated-fish-blue110g/1019030631,HUA WEN FOOD,,13,HUAWEN Marinated FIsh Blue Bittern Flavor 110g,13,Bittern Flavor,5
Spicy Yellow Croker Fish Can 105g,https://www.yamibuy.com/en/p/spicy-yellow-croker-fish-can-105g/1019065011,LJPZ,$2.49,9,Spicy Yellow Croker Fish Can 105g,9,,4
ENLIEN Grilled Fish Roll 85g,https://www.yamibuy.com/en/p/enlien-grilled-fish-roll-85g/1019055121,EASE TASTE,$2.19,23,ENLIEN Grilled Fish Roll 85g,23,Grilled Fish Roll,3
